prefecture,name,yomi,lastname,firstname,last_kana,first_kana,age,party,recommended,status,previous,n_cand,win,votes,vshare,magnitude
群馬,井田 雅彦,いだ まさひこ,井田,雅彦,いだ,まさひこ,49,諸派,NA,新,0,7,0,30273,3.66,1
群馬,高橋 保,たかはし たもつ,高橋,保,たかはし,たもつ,67,共産,NA,新,0,7,0,49347,5.97,1
群馬,河村 正剛,かわむら まさたけ,河村,正剛,かわむら,まさたけ,52,立憲,NA,新,0,7,0,163469,19.77,1
群馬,上楽 宗之,じょうらく むねゆき,上楽,宗之,じょうらく,むねゆき,46,諸派,NA,新,0,7,0,10571,1.28,1
群馬,辛嶋 美紀,からしま みき,辛嶋,美紀,からしま,みき,49,無所,NA,新,0,7,0,24497,2.96,1
埼玉,江原 久美子,えはら くみこ,江原,久美子,えはら,くみこ,54,国民,NA,新,0,15,1,535706,15.69,4
埼玉,津村 大作,つむら だいさく,津村,大作,つむら,だいさく,51,諸派,NA,新,0,15,0,7992,0.23,4
埼玉,伊藤 岳,いとう がく,伊藤,岳,いとう,がく,65,共産,NA,現,1,15,0,227488,6.66,4
埼玉,矢倉 克夫,やくら かつお,矢倉,克夫,やくら,かつお,50,公明,自民,現,2,15,0,441613,12.93,4
埼玉,武藤 かず子,むとう かずこ,武藤,かず子,むとう,かずこ,43,諸派,NA,新,0,15,0,83957,2.46,4
埼玉,増山 優花,ますやま ゆうか,増山,優花,ますやま,ゆうか,42,諸派,NA,新,0,15,0,25312,0.74,4
埼玉,高井 環,たかい たまき,高井,環,たかい,たまき,54,社民,NA,新,0,15,0,50335,1.47,4
埼玉,山田 信一,やまだ しんいち,山田,信一,やまだ,しんいち,54,諸派,NA,新,0,15,0,26469,0.78,4
埼玉,桜井 奈々絵,さくらい ななえ,桜井,奈々絵,さくらい,ななえ,50,れいわ,NA,新,0,15,0,198936,5.82,4
埼玉,熊谷 裕人,くまがい ひろと,熊谷,裕人,くまがい,ひろと,63,立憲,NA,現,1,15,1,480330,14.06,4
埼玉,龍野 真由美,りゅうの まゆみ,龍野,真由美,りゅうの,まゆみ,52,維新,NA,新,0,15,0,150475,4.41,4
埼玉,古川 俊治,ふるかわ としはる,古川,俊治,ふるかわ,としはる,62,自民,NA,現,3,15,1,573114,16.78,4
埼玉,大津 力,おおつ つとむ,大津,力,おおつ,つとむ,53,参政,NA,新,0,15,1,465278,13.62,4
埼玉,斉藤 嘉英,さいとう よしひで,斉藤,嘉英,さいとう,よしひで,52,無所,NA,新,0,15,0,19190,0.56,4
埼玉,石浜 哲信,いしはま てつのぶ,石浜,哲信,いしはま,てつのぶ,74,諸派,NA,新,0,15,0,129130,3.78,4
千葉,山本 なつみ,やまもと なつみ,山本,なつみ,やまもと,なつみ,36,れいわ,NA,新,0,16,0,186851,6.59,3
千葉,中谷 めぐ,なかや めぐ,中谷,めぐ,なかや,めぐ,43,参政,NA,新,0,16,0,405400,14.3,3
千葉,小林 修平,こばやし しゅうへい,小林,修平,こばやし,しゅうへい,34,諸派,NA,新,0,16,0,68363,2.41,3
千葉,大薄 裕也,おおすき ゆうや,大薄,裕也,おおすき,ゆうや,36,無所,NA,新,0,16,0,72154,2.55,3
千葉,中野 智彰,なかの ともあき,中野,智彰,なかの,ともあき,48,諸派,NA,新,0,16,0,15380,0.54,3
千葉,白石 ちよ,しらいし ちよ,白石,ちよ,しらいし,ちよ,49,共産,NA,新,0,16,0,135751,4.79,3
千葉,石井 準一,いしい じゅんいち,石井,準一,いしい,じゅんいち,67,自民,公明,現,3,16,1,431330,15.22,3
千葉,石塚 貞通,いしづか さだみち,石塚,貞通,いしづか,さだみち,58,維新,NA,新,0,16,0,123104,4.34,3
千葉,長浜 博行,ながはま ひろゆき,長浜,博行,ながはま,ひろゆき,66,立憲,NA,現,3,16,1,500096,17.64,3
千葉,小林 さやか,こばやし さやか,小林,さやか,こばやし,さやか,41,国民,NA,新,0,16,1,531580,18.75,3
千葉,小笠原 裕,おがさわら ひろし,小笠原,裕,おがさわら,ひろし,62,諸派,NA,新,0,16,0,8652,0.31,3
千葉,玉元 弘次,たまもと ひろつぐ,玉元,弘次,たまもと,ひろつぐ,63,諸派,NA,新,0,16,0,21569,0.76,3
千葉,橋本 直久,はしもと なおひさ,橋本,直久,はしもと,なおひさ,61,諸派,NA,新,0,16,0,22341,0.79,3
千葉,豊田 俊郎,とよだ としろう,豊田,俊郎,とよだ,としろう,72,自民,公明,現,2,16,0,277723,9.8,3
千葉,江田 良将,えだ よしまさ,江田,良将,えだ,よしまさ,48,諸派,NA,新,0,16,0,9476,0.33,3
千葉,大塚 京子,おおつか きょうこ,大塚,京子,おおつか,きょうこ,68,無所,NA,新,0,16,0,24810,0.88,3
東京,吉良 佳子,きら よしこ,吉良,佳子,きら,よしこ,42,共産,NA,現,2,32,1,562443,8.08,7
東京,山本 譲司,やまもと じょうじ,山本,譲司,やまもと,じょうじ,62,れいわ,NA,新,0,32,0,243092,3.49,7
東京,吉永 藍,よしなが あい,吉永,藍,よしなが,あい,50,無所,NA,新,0,32,0,15379,0.22,7
東京,土居 賢真,どい けんしん,土居,賢真,どい,けんしん,53,無所,NA,新,0,32,0,6636,0.1,7
東京,藤川 広明,ふじかわ ひろあき,藤川,広明,ふじかわ,ひろあき,53,諸派,NA,新,0,32,0,5125,0.07,7
東京,西 美友加,にし みゆか,西,美友加,にし,みゆか,53,社民,NA,新,0,32,0,80552,1.16,7
東京,小坂 英二,こさか えいじ,小坂,英二,こさか,えいじ,52,保守,NA,新,0,32,0,276097,3.97,7
東京,さや,さや,さや,NA,さや,NA,43,参政,NA,新,0,32,1,668568,9.6,7
東京,峰島 侑也,みねしま ゆうや,峰島,侑也,みねしま,ゆうや,35,諸派,NA,新,0,32,0,250539,3.6,7
東京,武見 敬三,たけみ けいぞう,武見,敬三,たけみ,けいぞう,73,自民,NA,現,5,32,0,355369,5.1,7
東京,奥村 政佳,おくむら まさよし,奥村,政佳,おくむら,まさよし,47,立憲,NA,現,1,32,0,368067,5.29,7
東京,牛田 茉友,うしだ まゆ,牛田,茉友,うしだ,まゆ,40,国民,NA,新,0,32,1,634304,9.11,7
東京,酒井 智浩,さかい ともひろ,酒井,智浩,さかい,ともひろ,55,諸派,NA,新,0,32,0,6292,0.09,7
東京,福村 康広,ふくむら やすひろ,福村,康広,ふくむら,やすひろ,68,諸派,NA,新,0,32,0,1494,0.02,7
東京,桑島 康文,くわじま やすふみ,桑島,康文,くわじま,やすふみ,64,諸派,NA,新,0,32,0,1611,0.02,7
東京,渋谷 莉孔,しぶや りく,渋谷,莉孔,しぶや,りく,40,諸派,NA,新,0,32,0,3885,0.06,7
東京,奥村 祥大,おくむら よしひろ,奥村,祥大,おくむら,よしひろ,31,国民,NA,新,0,32,1,585948,8.42,7
東京,吉田 綾,よしだ あや,吉田,綾,よしだ,あや,40,諸派,NA,新,0,32,0,128746,1.85,7
東京,鈴木 大地,すずき だいち,鈴木,大地,すずき,だいち,58,自民,NA,新,0,32,1,772272,11.09,7
東京,塩村 文夏,しおむら あやか,塩村,文夏,しおむら,あやか,47,立憲,NA,現,1,32,1,517885,7.44,7
東京,吉沢 恵理,よしざわ えり,吉沢,恵理,よしざわ,えり,55,無所,NA,新,0,32,0,34075,0.49,7
東京,市川 たけしま,いちかわ たけしま,市川,たけしま,いちかわ,たけしま,57,諸派,NA,新,0,32,0,3483,0.05,7
東京,川村 雄大,かわむら ゆうだい,川村,雄大,かわむら,ゆうだい,41,公明,NA,新,0,32,1,606181,8.71,7
東京,音喜多 駿,おときた しゅん,音喜多,駿,おときた,しゅん,41,維新,NA,前,1,32,0,382996,5.5,7
東京,平野 雨龍,ひらの うりゅう,平野,雨龍,ひらの,うりゅう,31,無所,NA,新,0,32,0,235411,3.38,7
東京,山尾 志桜里,やまお しおり,山尾,志桜里,やまお,しおり,50,無所,NA,新,0,32,0,106230,1.53,7
東京,千葉 均,ちば ひとし,千葉,均,ちば,ひとし,62,諸派,NA,新,0,32,0,32516,0.47,7
東京,増田 昇,ますだ のぼる,増田,昇,ますだ,のぼる,47,無所,NA,新,0,32,0,4169,0.06,7
東京,辻 健太郎,つじ けんたろう,辻,健太郎,つじ,けんたろう,39,諸派,NA,新,0,32,0,26675,0.38,7
東京,早川 幹夫,はやかわ みきお,早川,幹夫,はやかわ,みきお,77,諸派,NA,新,0,32,0,1805,0.03,7
東京,石丸 幸人,いしまる ゆきと,石丸,幸人,いしまる,ゆきと,52,諸派,NA,新,0,32,0,36169,0.52,7
東京,高橋 健司,たかはし けんじ,高橋,健司,たかはし,けんじ,54,無所,NA,新,0,32,0,8284,0.12,7
神奈川,綾 久,あや ひさし,綾,久,あや,ひさし,78,諸派,NA,新,0,16,0,23756,0.52,4
神奈川,三好 諒,みよし りょう,三好,諒,みよし,りょう,40,れいわ,NA,新,0,16,0,251192,5.53,4
神奈川,初鹿野 裕樹,はじかの ひろき,初鹿野,裕樹,はじかの,ひろき,48,参政,NA,新,0,16,1,577085,12.7,4
神奈川,浅賀 由香,あさか ゆか,浅賀,由香,あさか,ゆか,45,共産,NA,新,0,16,0,285221,6.28,4
神奈川,河合 道雄,かわい みちお,河合,道雄,かわい,みちお,35,諸派,NA,新,0,16,0,139475,3.07,4
神奈川,籠島 彰宏,かごしま あきひろ,籠島,彰宏,かごしま,あきひろ,36,国民,NA,新,0,16,1,731342,16.09,4
神奈川,みしま りえ,みしま りえ,みしま,りえ,みしま,りえ,64,無所,NA,新,0,16,0,33185,0.73,4
神奈川,脇 雅昭,わき まさあき,脇,雅昭,わき,まさあき,43,自民,NA,新,0,16,1,722917,15.9,4
神奈川,内海 聡,うつみ さとる,内海,聡,うつみ,さとる,50,諸派,NA,新,0,16,0,129978,2.86,4
神奈川,千葉 修平,ちば しゅうへい,千葉,修平,ちば,しゅうへい,53,維新,NA,新,0,16,0,240775,5.3,4
神奈川,金子 豊貴男,かねこ ときお,金子,豊貴男,かねこ,ときお,75,社民,NA,新,0,16,0,53153,1.17,4
神奈川,佐々木 さやか,ささき さやか,佐々木,さやか,ささき,さやか,44,公明,自民,現,2,16,0,571796,12.58,4
神奈川,牧山 弘恵,まきやま ひろえ,牧山,弘恵,まきやま,ひろえ,60,立憲,NA,現,3,16,1,731605,16.1,4
神奈川,堀川 圭輔,ほりかわ けいすけ,堀川,圭輔,ほりかわ,けいすけ,51,諸派,NA,新,0,16,0,34300,0.75,4
神奈川,畠山 貴弘,はたけやま たかひろ,畠山,貴弘,はたけやま,たかひろ,45,諸派,NA,新,0,16,0,11438,0.25,4
神奈川,佐久間 吾一,さくま ごいち,佐久間,吾一,さくま,ごいち,59,諸派,NA,新,0,16,0,8134,0.18,4
新潟,原田 公成,はらだ きみなり,原田,公成,はらだ,きみなり,68,諸派,NA,新,0,4,0,16604,1.52,1
新潟,平井 恵里子,ひらい えりこ,平井,恵里子,ひらい,えりこ,46,参政,NA,新,0,4,0,207786,19.04,1
新潟,中村 真衣,なかむら まい,中村,真衣,なかむら,まい,46,自民,公明,新,0,4,0,428167,39.24,1
新潟,打越 さく良,うちこし さくら,打越,さく良,うちこし,さくら,57,立憲,社民,現,1,4,1,438592,40.2,1
富山,田保 智世,たぼ ともよ,田保,智世,たぼ,ともよ,59,参政,NA,新,0,5,0,60173,12.45,1
富山,庭田 幸恵,にわた ゆきえ,庭田,幸恵,にわた,ゆきえ,57,国民,NA,新,0,5,1,198300,41.04,1
富山,佐藤 明,さとう あきら,佐藤,明,さとう,あきら,50,諸派,NA,新,0,5,0,6253,1.29,1
富山,堂故 茂,どうこ しげる,堂故,茂,どうこ,しげる,72,自民,公明,現,2,5,0,190333,39.39,1
富山,坂本 洋史,さかもと ひろし,坂本,洋史,さかもと,ひろし,54,共産,NA,新,0,5,0,28176,5.83,1
石川,村田 茂,むらた しげる,村田,茂,むらた,しげる,62,共産,NA,新,0,5,0,30101,5.79,1
石川,宮本 周司,みやもと しゅうじ,宮本,周司,みやもと,しゅうじ,54,自民,公明,現,3,5,1,209586,40.33,1
石川,浜辺 健太,はまべ けんた,浜辺,健太,はまべ,けんた,31,国民,NA,新,0,5,0,160834,30.95,1
石川,小沢 正人,おざわ まさと,小沢,正人,おざわ,まさと,49,諸派,NA,新,0,5,0,7982,1.54,1
石川,牧野 緑,まきの みどり,牧野,緑,まきの,みどり,40,参政,NA,新,0,5,0,111148,21.39,1
福井,山田 和雄,やまだ かずお,山田,和雄,やまだ,かずお,58,共産,NA,新,0,7,0,16761,4.58,1
福井,かずえちゃん,かずえちゃん,かずえちゃん,NA,かずえちゃん,NA,42,立憲,NA,新,0,7,0,36573,9.99,1
福井,滝波 宏文,たきなみ ひろふみ,滝波,宏文,たきなみ,ひろふみ,53,自民,公明,現,2,7,1,146420,39.98,1
福井,浜田 智,はまだ さとし,浜田,智,はまだ,さとし,62,諸派,NA,新,0,7,0,3541,0.97,1
福井,千田 崇裕,せんだ たかひろ,千田,崇裕,せんだ,たかひろ,39,参政,NA,新,0,7,0,58768,16.05,1
福井,大坂 幸太郎,おおさか こうたろう,大坂,幸太郎,おおさか,こうたろう,57,保守,NA,新,0,7,0,15384,4.2,1
福井,山中 俊祐,やまなか しゅんすけ,山中,俊祐,やまなか,しゅんすけ,41,国民,NA,新,0,7,0,88753,24.24,1
山梨,森屋 宏,もりや ひろし,森屋,宏,もりや,ひろし,68,自民,公明,現,2,5,0,145148,36.3,1
山梨,永田 己貴,ながた みき,永田,己貴,ながた,みき,55,参政,NA,新,0,5,0,68541,17.14,1
山梨,後藤 斎,ごとう ひとし,後藤,斎,ごとう,ひとし,67,国民,NA,新,0,5,1,156986,39.26,1
山梨,早田 記史,そうだ のりふみ,早田,記史,そうだ,のりふみ,42,共産,NA,新,0,5,0,24863,6.22,1
山梨,舟橋 夢人,ふなはし ゆめと,舟橋,夢人,ふなはし,ゆめと,59,諸派,NA,新,0,5,0,4299,1.08,1
長野,竹下 博善,たけした ひろよし,竹下,博善,たけした,ひろよし,42,参政,NA,新,0,5,0,185287,18.41,1
長野,藤田 ひかる,ふじた ひかる,藤田,ひかる,ふじた,ひかる,35,自民,公明,新,0,5,0,312183,31.02,1
長野,羽田 次郎,はた じろう,羽田,次郎,はた,じろう,55,立憲,社民,現,1,5,1,430334,42.77,1
長野,山田 雄司,やまだ ゆうじ,山田,雄司,やまだ,ゆうじ,35,諸派,NA,新,0,5,0,64833,6.44,1
長野,加藤 英明,かとう ひであき,加藤,英明,かとう,ひであき,66,諸派,NA,新,0,5,0,13637,1.36,1
岐阜,服部 学,はっとり まなぶ,服部,学,はっとり,まなぶ,54,立憲,NA,新,0,6,0,246158,26.81,1
岐阜,瀬尾 英志,せお えいじ,瀬尾,英志,せお,えいじ,40,参政,NA,新,0,6,0,215010,23.41,1
岐阜,若井 敦子,わかい あつこ,若井,敦子,わかい,あつこ,53,自民,公明,新,0,6,1,333611,36.33,1
岐阜,三尾 圭司,みお けいじ,三尾,圭司,みお,けいじ,49,共産,NA,新,0,6,0,55530,6.05,1
岐阜,伊藤 あゆみ,いとう あゆみ,伊藤,あゆみ,いとう,あゆみ,54,無所,NA,新,0,6,0,47652,5.19,1
岐阜,小池 裕之,こいけ ひろゆき,小池,裕之,こいけ,ひろゆき,31,諸派,NA,新,0,6,0,20348,2.22,1
静岡,榛葉 賀津也,しんば かづや,榛葉,賀津也,しんば,かづや,58,国民,NA,現,4,7,1,752187,43.61,2
静岡,村上 猛,むらかみ たけし,村上,猛,むらかみ,たけし,74,無所,NA,新,0,7,0,24389,1.41,2
静岡,福原 志瑠美,ふくはら しるび,福原,志瑠美,ふくはら,しるび,42,諸派,NA,新,0,7,0,17528,1.02,2
静岡,松下 友樹,まつした ゆうき,松下,友樹,まつした,ゆうき,41,参政,NA,新,0,7,0,296680,17.2,2
静岡,鈴木 千佳,すずき ちか,鈴木,千佳,すずき,ちか,54,共産,NA,新,0,7,0,141213,8.19,2
静岡,牧野 京夫,まきの たかお,牧野,京夫,まきの,たかお,66,自民,公明,現,3,7,1,426237,24.71,2
静岡,山口 香苗,やまぐち かなえ,山口,香苗,やまぐち,かなえ,46,諸派,NA,新,0,7,0,66385,3.85,2
愛知,辻 恵,つじ めぐむ,辻,恵,つじ,めぐむ,77,れいわ,NA,新,0,14,0,220642,6.17,4
愛知,石原 悟,いしはら さとる,石原,悟,いしはら,さとる,75,諸派,NA,新,0,14,0,15034,0.42,4
愛知,須山 初美,すやま はつみ,須山,初美,すやま,はつみ,46,共産,NA,新,0,14,0,145318,4.07,4
愛知,水野 孝一,みずの こういち,水野,孝一,みずの,こういち,48,国民,NA,新,0,14,1,596180,16.68,4
愛知,酒井 庸行,さかい やすゆき,酒井,庸行,さかい,やすゆき,73,自民,NA,現,2,14,1,521223,14.59,4
愛知,安江 伸夫,やすえ のぶお,安江,伸夫,やすえ,のぶお,38,公明,自民,現,1,14,0,391824,10.96,4
愛知,横山 緑,よこやま みどり,横山,緑,よこやま,みどり,47,諸派,NA,新,0,14,0,25017,0.7,4
愛知,大西 雅人,おおにし まさと,大西,雅人,おおにし,まさと,30,社民,NA,新,0,14,0,45278,1.27,4
愛知,杉本 純子,すぎもと じゅんこ,杉本,純子,すぎもと,じゅんこ,47,参政,NA,新,0,14,1,531387,14.87,4
愛知,広田 さくら,ひろた さくら,広田,さくら,ひろた,さくら,47,維新,NA,新,0,14,0,177870,4.98,4
