prefecture,dist_no,district,name,yomi,lastname,firstname,last_kana,first_kana,age,party,recommended,status,previous,duplicate,win_smd,win_pr,votes,vshare
千葉,6,千葉6区,浅野 史子,あさの ふみこ,浅野,史子,あさの,ふみこ,51,共産,NA,新,0,0,0,0,32444,17.07
千葉,6,千葉6区,生方 幸夫,うぶかた ゆきお,生方,幸夫,うぶかた,ゆきお,74,無所,NA,前,6,0,0,0,28083,14.77
千葉,7,千葉7区,内山 晃,うちやま あきら,内山,晃,うちやま,あきら,67,維新,NA,元,3,1,0,0,28594,12.33
千葉,7,千葉7区,斎藤 健,さいとう けん,斎藤,健,さいとう,けん,62,自民,公明,前,4,1,1,0,127548,54.99
千葉,7,千葉7区,竹内 千春,たけうち ちはる,竹内,千春,たけうち,ちはる,53,立憲,NA,新,0,1,0,0,71048,30.63
千葉,7,千葉7区,渡辺 晋宏,わたなべ くにひろ,渡辺,晋宏,わたなべ,くにひろ,36,Ｎ党,NA,新,0,0,0,0,4749,2.05
千葉,8,千葉8区,本庄 知史,ほんじょう さとし,本庄,知史,ほんじょう,さとし,47,立憲,NA,新,0,1,1,0,135125,59.65
千葉,8,千葉8区,桜田 義孝,さくらだ よしたか,桜田,義孝,さくらだ,よしたか,71,自民,公明,前,7,1,0,1,81556,36
千葉,8,千葉8区,宮岡 進一郎,みやおか しんいちろう,宮岡,進一郎,みやおか,しんいちろう,80,無所,NA,新,0,0,0,0,9845,4.35
千葉,9,千葉9区,奥野 総一郎,おくの そういちろう,奥野,総一郎,おくの,そういちろう,57,立憲,NA,前,4,1,1,0,107322,51.09
千葉,9,千葉9区,秋本 真利,あきもと まさとし,秋本,真利,あきもと,まさとし,46,自民,公明,前,3,1,0,1,102741,48.91
千葉,10,千葉10区,今留 尚人,いまどめ なおと,今留,尚人,いまどめ,なおと,56,無所,NA,新,0,0,0,0,2173,1.23
千葉,10,千葉10区,梓 まり,あずさ まり,梓,まり,あずさ,まり,50,諸派,NA,新,0,0,0,0,10272,5.8
千葉,10,千葉10区,谷田川 元,やたがわ はじめ,谷田川,元,やたがわ,はじめ,58,立憲,NA,前,2,1,0,1,80971,45.68
千葉,10,千葉10区,林 幹雄,はやし もとお,林,幹雄,はやし,もとお,74,自民,公明,前,9,0,1,0,83822,47.29
千葉,11,千葉11区,多ケ谷 亮,たがや りょう,多ケ谷,亮,たがや,りょう,52,れい,NA,新,0,1,0,1,30432,17.74
千葉,11,千葉11区,森 英介,もり えいすけ,森,英介,もり,えいすけ,73,自民,公明,前,10,0,1,0,110538,64.44
千葉,11,千葉11区,椎名 史明,しいな ふみあき,椎名,史明,しいな,ふみあき,64,共産,NA,新,0,0,0,0,30557,17.81
千葉,12,千葉12区,葛原 茂,くずはら しげる,葛原,茂,くずはら,しげる,70,共産,NA,新,0,0,0,0,12530,6.51
千葉,12,千葉12区,浜田 靖一,はまだ やすかず,浜田,靖一,はまだ,やすかず,66,自民,公明,前,9,1,1,0,123210,64.01
千葉,12,千葉12区,樋高 剛,ひだか たけし,樋高,剛,ひだか,たけし,55,立憲,NA,元,3,1,0,0,56747,29.48
千葉,13,千葉13区,宮川 伸,みやかわ しん,宮川,伸,みやかわ,しん,51,立憲,NA,前,1,1,0,0,79687,35.83
千葉,13,千葉13区,松本 尚,まつもと ひさし,松本,尚,まつもと,ひさし,59,自民,公明,新,0,1,1,0,100227,45.07
千葉,13,千葉13区,清水 聖士,しみず きよし,清水,聖士,しみず,きよし,60,維新,NA,新,0,1,0,0,42473,19.1
東京,1,東京1区,海江田 万里,かいえだ ばんり,海江田,万里,かいえだ,ばんり,72,立憲,NA,前,7,1,0,1,90043,35.43
東京,1,東京1区,小野 泰輔,おの たいすけ,小野,泰輔,おの,たいすけ,47,維新,NA,新,0,1,0,1,60230,23.7
東京,1,東京1区,山田 美樹,やまだ みき,山田,美樹,やまだ,みき,47,自民,公明,前,3,1,1,0,99133,39.01
東京,1,東京1区,内藤 久遠,ないとう ひさお,内藤,久遠,ないとう,ひさお,64,無所,NA,新,0,0,0,0,4715,1.86
東京,2,東京2区,木内 孝胤,きうち たかたね,木内,孝胤,きうち,たかたね,55,維新,NA,元,2,1,0,0,45754,16.66
東京,2,東京2区,松尾 明弘,まつお あきひろ,松尾,明弘,まつお,あきひろ,46,立憲,NA,前,1,1,0,0,90422,32.93
東京,2,東京2区,辻 清人,つじ きよと,辻,清人,つじ,きよと,42,自民,公明,前,3,1,1,0,119281,43.44
東京,2,東京2区,北村 造,きたむら いたる,北村,造,きたむら,いたる,38,れい,NA,新,0,1,0,0,14487,5.28
東京,2,東京2区,出口 紳一郎,でぐち しんいちろう,出口,紳一郎,でぐち,しんいちろう,48,無所,NA,新,0,0,0,0,4659,1.7
東京,3,東京3区,香西 克介,こうざい かつすけ,香西,克介,こうざい,かつすけ,45,共産,NA,新,0,0,0,0,30648,11.25
東京,3,東京3区,松原 仁,まつばら じん,松原,仁,まつばら,じん,65,立憲,NA,前,7,1,1,0,124961,45.88
東京,3,東京3区,石原 宏高,いしはら ひろたか,石原,宏高,いしはら,ひろたか,57,自民,公明,前,4,1,0,1,116753,42.87
東京,4,東京4区,林 智興,はやし ともおき,林,智興,はやし,ともおき,45,維新,NA,新,0,1,0,0,58891,23.57
東京,4,東京4区,平 将明,たいら まさあき,平,将明,たいら,まさあき,54,自民,公明,前,5,1,1,0,128708,51.51
東京,4,東京4区,谷川 智行,たにがわ ともゆき,谷川,智行,たにがわ,ともゆき,50,共産,NA,新,0,1,0,0,62286,24.93
東京,5,東京5区,手塚 仁雄,てづか よしお,手塚,仁雄,てづか,よしお,55,立憲,れいわ,前,4,1,1,0,111246,40.98
東京,5,東京5区,若宮 健嗣,わかみや けんじ,若宮,健嗣,わかみや,けんじ,60,自民,公明,前,4,1,0,1,105842,38.99
東京,5,東京5区,田淵 正文,たぶち まさふみ,田淵,正文,たぶち,まさふみ,63,維新,NA,新,0,1,0,0,54363,20.03
東京,6,東京6区,越智 隆雄,おち たかお,越智,隆雄,おち,たかお,57,自民,公明,前,4,1,0,1,105186,38.27
東京,6,東京6区,碓井 梨恵,うすい りえ,碓井,梨恵,うすい,りえ,36,維新,NA,新,0,1,0,0,59490,21.64
東京,6,東京6区,落合 貴之,おちあい たかゆき,落合,貴之,おちあい,たかゆき,42,立憲,れいわ,前,2,1,1,0,110169,40.08
東京,7,東京7区,辻 健太郎,つじ けんたろう,辻,健太郎,つじ,けんたろう,35,維新,NA,新,0,1,0,0,37781,14.94
東京,7,東京7区,松本 文明,まつもと ふみあき,松本,文明,まつもと,ふみあき,72,自民,公明,前,4,1,0,0,81087,32.06
東京,7,東京7区,長妻 昭,ながつま あきら,長妻,昭,ながつま,あきら,61,立憲,NA,前,7,1,1,0,124541,49.25
東京,7,東京7区,猪野 恵司,いの けいじ,猪野,恵司,いの,けいじ,38,Ｎ党,NA,新,0,0,0,0,3822,1.51
東京,7,東京7区,込山 洋,こみやま ひろし,込山,洋,こみやま,ひろし,47,無所,NA,新,0,0,0,0,5665,2.24
東京,8,東京8区,石原 伸晃,いしはら のぶてる,石原,伸晃,いしはら,のぶてる,64,自民,NA,前,10,1,0,0,105381,37.17
東京,8,東京8区,吉田 晴美,よしだ はるみ,吉田,晴美,よしだ,はるみ,49,立憲,れいわ,新,0,1,1,0,137341,48.45
東京,8,東京8区,笠谷 圭司,かさたに けいじ,笠谷,圭司,かさたに,けいじ,41,維新,NA,新,0,1,0,0,40763,14.38
東京,9,東京9区,山岸 一生,やまぎし いっせい,山岸,一生,やまぎし,いっせい,40,立憲,NA,新,0,1,1,0,109489,40.9
東京,9,東京9区,安藤 高夫,あんどう たかお,安藤,高夫,あんどう,たかお,62,自民,公明,前,1,1,0,0,95284,35.59
東京,9,東京9区,小林 興起,こばやし こうき,小林,興起,こばやし,こうき,77,諸派,NA,元,5,0,0,0,15091,5.64
東京,9,東京9区,南 純,みなみ じゅん,南,純,みなみ,じゅん,38,維新,NA,新,0,1,0,0,47842,17.87
東京,10,東京10区,鈴木 庸介,すずき ようすけ,鈴木,庸介,すずき,ようすけ,45,立憲,れいわ,新,0,1,0,1,107920,41.06
東京,10,東京10区,鈴木 隼人,すずき はやと,鈴木,隼人,すずき,はやと,44,自民,公明,前,2,1,1,0,115122,43.8
東京,10,東京10区,小山 徹,こやま とおる,小山,徹,こやま,とおる,46,無所,NA,新,0,0,0,0,4684,1.78
東京,10,東京10区,藤川 隆史,ふじかわ たかし,藤川,隆史,ふじかわ,たかし,65,維新,NA,新,0,1,0,0,30574,11.63
東京,10,東京10区,沢口 祐司,さわぐち ゆうじ,沢口,祐司,さわぐち,ゆうじ,67,諸派,NA,新,0,0,0,0,4552,1.73
東京,11,東京11区,下村 博文,しもむら はくぶん,下村,博文,しもむら,はくぶん,67,自民,公明,前,8,1,1,0,122465,49.98
東京,11,東京11区,桑島 康文,くわじま やすふみ,桑島,康文,くわじま,やすふみ,60,無所,NA,新,0,0,0,0,5639,2.3
東京,11,東京11区,西之原 修斗,にしのはら しゅうと,西之原,修斗,にしのはら,しゅうと,27,共産,NA,新,0,0,0,0,29304,11.96
東京,11,東京11区,阿久津 幸彦,あくつ ゆきひこ,阿久津,幸彦,あくつ,ゆきひこ,65,立憲,NA,前,4,1,0,0,87635,35.76
東京,12,東京12区,岡本 三成,おかもと みつなり,岡本,三成,おかもと,みつなり,56,公明,自民,前,3,0,1,0,101020,39.88
東京,12,東京12区,阿部 司,あべ つかさ,阿部,司,あべ,つかさ,39,維新,NA,新,0,1,0,1,80323,31.71
東京,12,東京12区,池内 沙織,いけうち さおり,池内,沙織,いけうち,さおり,39,共産,れいわ,元,1,1,0,0,71948,28.41
東京,13,東京13区,土田 慎,つちだ しん,土田,慎,つちだ,しん,31,自民,公明,新,0,1,1,0,115669,49.31
東京,13,東京13区,沢田 真吾,さわだ しんご,沢田,真吾,さわだ,しんご,36,共産,NA,新,0,0,0,0,30204,12.88
東京,13,東京13区,渡辺 秀高,わたなべ ひでたか,渡辺,秀高,わたなべ,ひでたか,50,無所,NA,新,0,0,0,0,5985,2.55
東京,13,東京13区,北條 智彦,きたじょう ともひこ,北條,智彦,きたじょう,ともひこ,38,立憲,NA,新,0,1,0,0,78665,33.54
東京,13,東京13区,橋本 孫美,はしもと まごみ,橋本,孫美,はしもと,まごみ,44,無所,NA,新,0,0,0,0,4039,1.72
東京,14,東京14区,大塚 紀久雄,おおつか きくお,大塚,紀久雄,おおつか,きくお,80,無所,NA,新,0,0,0,0,2772,1.1
東京,14,東京14区,松島 みどり,まつしま みどり,松島,みどり,まつしま,みどり,65,自民,公明,前,6,1,1,0,108681,43.28
東京,14,東京14区,竹本 秀之,たけもと ひでゆき,竹本,秀之,たけもと,ひでゆき,65,無所,NA,新,0,0,0,0,3364,1.34
東京,14,東京14区,西村 恵美,にしむら えみ,西村,恵美,にしむら,えみ,58,維新,NA,新,0,1,0,0,49517,19.72
東京,14,東京14区,木村 剛司,きむら たけつか,木村,剛司,きむら,たけつか,50,立憲,NA,元,1,1,0,0,80932,32.23
東京,14,東京14区,梁本 和則,やなもと かずのり,梁本,和則,やなもと,かずのり,58,無所,NA,新,0,0,0,0,5845,2.33
東京,15,東京15区,桜井 誠,さくらい まこと,桜井,誠,さくらい,まこと,49,諸派,NA,新,0,0,0,0,9449,3.96
東京,15,東京15区,井戸 まさえ,いど まさえ,井戸,まさえ,いど,まさえ,55,立憲,NA,元,1,1,0,0,58978,24.75
東京,15,東京15区,柿沢 未途,かきざわ みと,柿沢,未途,かきざわ,みと,50,無所,自民,前,4,0,1,0,76261,32
東京,15,東京15区,猪野 隆,いの たかし,猪野,隆,いの,たかし,56,無所,NA,新,0,0,0,0,17514,7.35
東京,15,東京15区,今村 洋史,いまむら ひろふみ,今村,洋史,いまむら,ひろふみ,59,無所,自民,元,1,0,0,0,26628,11.17
東京,15,東京15区,金沢 結衣,かなざわ ゆい,金沢,結衣,かなざわ,ゆい,31,維新,NA,新,0,1,0,0,44882,18.83
東京,15,東京15区,吉田 浩司,よしだ こうじ,吉田,浩司,よしだ,こうじ,61,無所,NA,新,0,0,0,0,4608,1.93
東京,16,東京16区,水野 素子,みずの もとこ,水野,素子,みずの,もとこ,51,立憲,NA,新,0,1,0,0,68397,29.8
東京,16,東京16区,中津川 博郷,なかつがわ ひろさと,中津川,博郷,なかつがわ,ひろさと,72,維新,NA,元,3,1,0,0,39290,17.12
東京,16,東京16区,太田 彩花,おおた あやか,太田,彩花,おおた,あやか,26,共産,NA,新,0,0,0,0,26819,11.68
東京,16,東京16区,大西 英男,おおにし ひでお,大西,英男,おおにし,ひでお,75,自民,公明,前,3,0,1,0,88758,38.67
東京,16,東京16区,田中 健,たなか けん,田中,健,たなか,けん,55,Ｎ党,NA,新,0,1,0,0,6264,2.73
東京,17,東京17区,猪口 幸子,いのくち さちこ,猪口,幸子,いのくち,さちこ,65,維新,NA,新,0,1,0,0,52260,21.95
東京,17,東京17区,新井 杉生,あらい すぎお,新井,杉生,あらい,すぎお,62,共産,NA,新,0,0,0,0,36309,15.25
東京,17,東京17区,平沢 勝栄,ひらさわ かつえい,平沢,勝栄,ひらさわ,かつえい,76,自民,NA,前,8,0,1,0,119384,50.15
東京,17,東京17区,円 より子,まどか よりこ,円,より子,まどか,よりこ,74,国民,NA,新,0,1,0,0,30103,12.65
東京,18,東京18区,長島 昭久,ながしま あきひさ,長島,昭久,ながしま,あきひさ,59,自民,公明,前,6,1,0,1,115881,44.72
東京,18,東京18区,子安 正美,こやす まさみ,子安,正美,こやす,まさみ,71,無所,NA,新,0,0,0,0,21151,8.16
東京,18,東京18区,菅 直人,かん なおと,菅,直人,かん,なおと,75,立憲,NA,前,13,1,1,0,122091,47.12
東京,19,東京19区,末松 義規,すえまつ よしのり,末松,義規,すえまつ,よしのり,64,立憲,NA,前,6,1,1,0,111267,43.03
東京,19,東京19区,松本 洋平,まつもと ようへい,松本,洋平,まつもと,ようへい,48,自民,公明,前,4,1,0,1,109131,42.2
東京,19,東京19区,山崎 英昭,やまざき ひであき,山崎,英昭,やまざき,ひであき,48,維新,NA,新,0,1,0,0,38182,14.77
東京,20,東京20区,前田 順一郎,まえだ じゅんいちろう,前田,順一郎,まえだ,じゅんいちろう,46,維新,NA,新,0,1,0,0,43089,18.64
東京,20,東京20区,宮本 徹,みやもと とおる,宮本,徹,みやもと,とおる,49,共産,NA,前,2,1,0,1,66516,28.77
東京,20,東京20区,木原 誠二,きはら せいじ,木原,誠二,きはら,せいじ,51,自民,公明,前,4,1,1,0,121621,52.6
東京,21,東京21区,竹田 光明,たけだ みつあき,竹田,光明,たけだ,みつあき,66,維新,NA,元,1,1,0,0,35527,14.38
東京,21,東京21区,大河原 雅子,おおかわら まさこ,大河原,雅子,おおかわら,まさこ,68,立憲,NA,前,1,1,0,1,99090,40.11
東京,21,東京21区,小田原 潔,おだわら きよし,小田原,潔,おだわら,きよし,57,自民,公明,前,3,1,1,0,112433,45.51
東京,22,東京22区,伊藤 達也,いとう たつや,伊藤,達也,いとう,たつや,60,自民,公明,前,8,1,1,0,131351,46.87
東京,22,東京22区,長谷川 洋平,はせがわ ようへい,長谷川,洋平,はせがわ,ようへい,44,Ｎ党,NA,新,0,0,0,0,4535,1.62
東京,22,東京22区,櫛渕 万里,くしぶち まり,櫛渕,万里,くしぶち,まり,54,れい,NA,元,1,1,0,0,31981,11.41
東京,22,東京22区,山花 郁夫,やまはな いくお,山花,郁夫,やまはな,いくお,54,立憲,NA,前,4,1,0,0,112393,40.1
東京,23,東京23区,小倉 将信,おぐら まさのぶ,小倉,将信,おぐら,まさのぶ,40,自民,公明,前,3,1,1,0,133206,51.25
東京,23,東京23区,伊藤 俊輔,いとう しゅんすけ,伊藤,俊輔,いとう,しゅんすけ,42,立憲,れいわ,前,1,1,0,1,126732,48.75
東京,24,東京24区,佐藤 由美,さとう ゆみ,佐藤,由美,さとう,ゆみ,49,国民,NA,新,0,1,0,0,44546,17.49
東京,24,東京24区,吉川 穂香,よしかわ ほのか,吉川,穂香,よしかわ,ほのか,26,共産,NA,新,0,0,0,0,44474,17.46
東京,24,東京24区,朝倉 玲子,あさくら れいこ,朝倉,玲子,あさくら,れいこ,62,社民,NA,新,0,1,0,0,16590,6.51
東京,24,東京24区,萩生田 光一,はぎうだ こういち,萩生田,光一,はぎうだ,こういち,58,自民,公明,前,5,1,1,0,149152,58.55
東京,25,東京25区,島田 幸成,しまだ ゆきなり,島田,幸成,しまだ,ゆきなり,53,立憲,NA,新,0,1,0,0,89991,40.64
東京,25,東京25区,井上 信治,いのうえ しんじ,井上,信治,いのうえ,しんじ,52,自民,公明,前,6,1,1,0,131430,59.36
神奈川,1,神奈川1区,浅川 義治,あさかわ よしはる,浅川,義治,あさかわ,よしはる,53,維新,NA,新,0,1,0,1,46271,20.8
神奈川,1,神奈川1区,松本 純,まつもと じゅん,松本,純,まつもと,じゅん,71,無所,NA,前,7,0,0,0,76064,34.19
神奈川,1,神奈川1区,篠原 豪,しのはら ごう,篠原,豪,しのはら,ごう,46,立憲,NA,前,2,1,1,0,100118,45.01
神奈川,2,神奈川2区,岡本 英子,おかもと えいこ,岡本,英子,おかもと,えいこ,57,立憲,NA,元,1,1,0,0,92880,38.85
神奈川,2,神奈川2区,菅 義偉,すが よしひで,菅,義偉,すが,よしひで,72,自民,公明,前,8,1,1,0,146166,61.15
神奈川,3,神奈川3区,中西 健治,なかにし けんじ,中西,健治,なかにし,けんじ,57,自民,公明,新,0,1,1,0,119199,52.54
神奈川,3,神奈川3区,小林 丈人,こばやし たけと,小林,丈人,こばやし,たけと,50,立憲,NA,新,0,1,0,0,68457,30.17
神奈川,3,神奈川3区,藤村 晃子,ふじむら あきこ,藤村,晃子,ふじむら,あきこ,48,無所,NA,新,0,0,0,0,15908,7.01
神奈川,3,神奈川3区,木佐木 忠晶,きさき ただまさ,木佐木,忠晶,きさき,ただまさ,37,共産,NA,新,0,0,0,0,23310,10.27
神奈川,4,神奈川4区,山本 朋広,やまもと ともひろ,山本,朋広,やまもと,ともひろ,46,自民,公明,前,4,1,0,1,47511,23.48
神奈川,4,神奈川4区,浅尾 慶一郎,あさお けいいちろう,浅尾,慶一郎,あさお,けいいちろう,57,無所,NA,元,3,0,0,0,63687,31.47
神奈川,4,神奈川4区,早稲田 夕季,わせだ ゆき,早稲田,夕季,わせだ,ゆき,62,立憲,NA,前,1,1,1,0,66841,33.03
神奈川,4,神奈川4区,大西 恒樹,おおにし つねき,大西,恒樹,おおにし,つねき,57,無所,NA,新,0,0,0,0,7790,3.85
神奈川,4,神奈川4区,高谷 清彦,たかや あきひこ,高谷,清彦,たかや,あきひこ,42,維新,NA,新,0,1,0,0,16559,8.18
神奈川,5,神奈川5区,山崎 誠,やまざき まこと,山崎,誠,やまざき,まこと,58,立憲,NA,前,2,1,0,1,118619,46.53
神奈川,5,神奈川5区,坂井 学,さかい まなぶ,坂井,学,さかい,まなぶ,56,自民,公明,前,4,1,1,0,136288,53.47
神奈川,6,神奈川6区,串田 誠一,くしだ せいいち,串田,誠一,くしだ,せいいち,63,維新,NA,前,1,1,0,0,28214,13.53
神奈川,6,神奈川6区,青柳 陽一郎,あおやぎ よういちろう,青柳,陽一郎,あおやぎ,よういちろう,52,立憲,れいわ,前,3,1,0,1,87880,42.15
神奈川,6,神奈川6区,古川 直季,ふるかわ なおき,古川,直季,ふるかわ,なおき,53,自民,公明,新,0,1,1,0,92405,44.32
神奈川,7,神奈川7区,中谷 一馬,なかたに かずま,中谷,一馬,なかたに,かずま,38,立憲,れいわ,前,1,1,0,1,124524,49.14
神奈川,7,神奈川7区,鈴木 馨祐,すずき けいすけ,鈴木,馨祐,すずき,けいすけ,44,自民,公明,前,4,1,1,0,128870,50.86
神奈川,8,神奈川8区,三谷 英弘,みたに ひでひろ,三谷,英弘,みたに,ひでひろ,45,自民,公明,前,2,1,0,1,117963,47.4
神奈川,8,神奈川8区,江田 憲司,えだ けんじ,江田,憲司,えだ,けんじ,65,立憲,NA,前,6,1,1,0,130925,52.6
神奈川,9,神奈川9区,斉藤 温,さいとう のどか,斉藤,温,さいとう,のどか,30,共産,NA,新,0,0,0,0,20432,10.33
神奈川,9,神奈川9区,中山 展宏,なかやま のりひろ,中山,展宏,なかやま,のりひろ,53,自民,公明,前,3,1,0,1,68918,34.85
神奈川,9,神奈川9区,笠 浩史,りゅう ひろふみ,笠,浩史,りゅう,ひろふみ,56,立憲,NA,前,6,1,1,0,83847,42.4
神奈川,9,神奈川9区,吉田 大成,よしだ たいせい,吉田,大成,よしだ,たいせい,51,維新,NA,新,0,1,0,0,24547,12.41
神奈川,10,神奈川10区,鈴木 敦,すずき あつし,鈴木,敦,すずき,あつし,32,国民,NA,新,0,1,0,1,30013,11.85
神奈川,10,神奈川10区,田中 和徳,たなか かずのり,田中,和徳,たなか,かずのり,72,自民,公明,前,8,1,1,0,104832,41.39
神奈川,10,神奈川10区,畑野 君枝,はたの きみえ,畑野,君枝,はたの,きみえ,64,共産,NA,前,2,1,0,0,48839,19.28
神奈川,10,神奈川10区,金村 龍那,かねむら りゅうな,金村,龍那,かねむら,りゅうな,42,維新,NA,新,0,1,0,1,69594,27.48
神奈川,11,神奈川11区,林 伸明,はやし のぶあき,林,伸明,はやし,のぶあき,55,共産,NA,新,0,0,0,0,38843,20.83
神奈川,11,神奈川11区,小泉 進次郎,こいずみ しんじろう,小泉,進次郎,こいずみ,しんじろう,40,自民,NA,前,4,0,1,0,147634,79.17
神奈川,12,神奈川12区,星野 剛士,ほしの つよし,星野,剛士,ほしの,つよし,58,自民,公明,前,3,1,0,1,91159,40.71
神奈川,12,神奈川12区,阿部 知子,あべ ともこ,阿部,知子,あべ,ともこ,73,立憲,NA,前,7,1,1,0,95013,42.43
神奈川,12,神奈川12区,水戸 将史,みと まさし,水戸,将史,みと,まさし,59,維新,NA,元,1,1,0,0,37753,16.86
神奈川,13,神奈川13区,太 栄志,ふとり ひでし,太,栄志,ふとり,ひでし,44,立憲,NA,新,0,1,1,0,130124,51.09
神奈川,13,神奈川13区,甘利 明,あまり あきら,甘利,明,あまり,あきら,72,自民,公明,前,12,1,0,1,124595,48.91
神奈川,14,神奈川14区,長友 克洋,ながとも よしひろ,長友,克洋,ながとも,よしひろ,50,立憲,NA,新,0,1,0,0,116273,46.24
神奈川,14,神奈川14区,赤間 二郎,あかま じろう,赤間,二郎,あかま,じろう,53,自民,公明,前,4,1,1,0,135197,53.76
神奈川,15,神奈川15区,佐々木 克己,ささき かつみ,佐々木,克己,ささき,かつみ,66,社民,NA,新,0,1,0,0,46312,17.45
神奈川,15,神奈川15区,河野 太郎,こうの たろう,河野,太郎,こうの,たろう,58,自民,公明,前,8,1,1,0,210515,79.32
神奈川,15,神奈川15区,渡辺 麻里子,わたなべ まりこ,渡辺,麻里子,わたなべ,まりこ,45,Ｎ党,NA,新,0,0,0,0,8565,3.23
神奈川,16,神奈川16区,義家 弘介,よしいえ ひろゆき,義家,弘介,よしいえ,ひろゆき,50,自民,公明,前,3,1,0,1,114396,45.4
神奈川,16,神奈川16区,後藤 祐一,ごとう ゆういち,後藤,祐一,ごとう,ゆういち,52,立憲,NA,前,4,1,1,0,137558,54.6
神奈川,17,神奈川17区,牧島 かれん,まきしま かれん,牧島,かれん,まきしま,かれん,45,自民,公明,前,3,1,1,0,131284,55.32
神奈川,17,神奈川17区,神山 洋介,かみやま ようすけ,神山,洋介,かみやま,ようすけ,46,立憲,NA,元,2,1,0,0,89837,37.85
神奈川,17,神奈川17区,山田 正,やまだ ただし,山田,正,やまだ,ただし,70,共産,NA,新,0,0,0,0,16202,6.83
神奈川,18,神奈川18区,三村 和也,みむら かずや,三村,和也,みむら,かずや,46,立憲,NA,元,1,1,0,0,90390,35.82
神奈川,18,神奈川18区,横田 光弘,よこた みつひろ,横田,光弘,よこた,みつひろ,63,維新,NA,新,0,1,0,0,41562,16.47
神奈川,18,神奈川18区,山際 大志郎,やまぎわ だいしろう,山際,大志郎,やまぎわ,だいしろう,53,自民,公明,前,5,1,1,0,120365,47.7
新潟,1,新潟1区,石崎 徹,いしざき とおる,石崎,徹,いしざき,とおる,37,維新,NA,元,3,1,0,0,18333,7.57
新潟,1,新潟1区,塚田 一郎,つかだ いちろう,塚田,一郎,つかだ,いちろう,57,自民,公明,新,0,1,0,1,96591,39.87
新潟,1,新潟1区,西村 智奈美,にしむら ちなみ,西村,智奈美,にしむら,ちなみ,54,立憲,NA,前,5,1,1,0,127365,52.57
新潟,2,新潟2区,高倉 栄,たかくら さかえ,高倉,栄,たかくら,さかえ,50,国民,NA,新,0,1,0,0,37157,21.11
新潟,2,新潟2区,細田 健一,ほそだ けんいち,細田,健一,ほそだ,けんいち,57,自民,公明,前,3,1,1,0,105426,59.91
新潟,2,新潟2区,平 あや子,たいら あやこ,平,あや子,たいら,あやこ,41,共産,NA,新,0,1,0,0,33399,18.98
新潟,3,新潟3区,黒岩 宇洋,くろいわ たかひろ,黒岩,宇洋,くろいわ,たかひろ,55,立憲,NA,前,3,1,0,0,88744,46.39
新潟,3,新潟3区,斎藤 洋明,さいとう ひろあき,斎藤,洋明,さいとう,ひろあき,44,自民,公明,前,3,1,1,0,102564,53.61
新潟,4,新潟4区,菊田 真紀子,きくた まきこ,菊田,真紀子,きくた,まきこ,52,立憲,NA,前,6,1,1,0,97494,50.06
新潟,4,新潟4区,国定 勇人,くにさだ いさと,国定,勇人,くにさだ,いさと,49,自民,公明,新,0,1,0,1,97256,49.94
新潟,5,新潟5区,米山 隆一,よねやま りゅういち,米山,隆一,よねやま,りゅういち,54,無所,社民,新,0,0,1,0,79447,44.96
新潟,5,新潟5区,森 民夫,もり たみお,森,民夫,もり,たみお,72,無所,NA,新,0,0,0,0,36422,20.61
新潟,5,新潟5区,泉田 裕彦,いずみだ ひろひこ,泉田,裕彦,いずみだ,ひろひこ,59,自民,公明,前,1,1,0,1,60837,34.43
新潟,6,新潟6区,梅谷 守,うめたに まもる,梅谷,守,うめたに,まもる,47,立憲,NA,新,0,1,1,0,90679,49.57
新潟,6,新潟6区,高鳥 修一,たかとり しゅういち,高鳥,修一,たかとり,しゅういち,61,自民,公明,前,4,1,0,1,90549,49.5
新潟,6,新潟6区,神鳥 古賛,かんどり こさん,神鳥,古賛,かんどり,こさん,53,無所,NA,新,0,0,0,0,1711,0.94
富山,1,富山1区,青山 了介,あおやま りょうすけ,青山,了介,あおやま,りょうすけ,46,共産,NA,新,0,0,0,0,6800,4.91
富山,1,富山1区,西尾 政英,にしお まさえい,西尾,政英,にしお,まさえい,60,立憲,NA,新,0,1,0,0,14563,10.52
富山,1,富山1区,田畑 裕明,たばた ひろあき,田畑,裕明,たばた,ひろあき,48,自民,公明,前,3,1,1,0,71696,51.78
富山,1,富山1区,吉田 豊史,よしだ とよふみ,吉田,豊史,よしだ,とよふみ,51,維新,NA,元,1,1,0,1,45411,32.79
富山,2,富山2区,上田 英俊,うえだ えいしゅん,上田,英俊,うえだ,えいしゅん,56,自民,公明,新,0,1,1,0,89341,68.41
富山,2,富山2区,越川 康晴,こしかわ やすはる,越川,康晴,こしかわ,やすはる,57,立憲,NA,新,0,1,0,0,41252,31.59
富山,3,富山3区,橘 慶一郎,たちばな けいいちろう,橘,慶一郎,たちばな,けいいちろう,60,自民,公明,前,4,1,1,0,161818,78.54
富山,3,富山3区,坂本 洋史,さかもと ひろし,坂本,洋史,さかもと,ひろし,51,共産,NA,新,0,0,0,0,44214,21.46
石川,1,石川1区,小林 誠,こばやし まこと,小林,誠,こばやし,まこと,44,維新,NA,新,0,1,0,0,45663,23.86
石川,1,石川1区,荒井 淳志,あらい あつし,荒井,淳志,あらい,あつし,27,立憲,NA,新,0,1,0,0,48491,25.33
