prefecture,dist_no,district,name,yomi,lastname,firstname,last_kana,first_kana,age,party,recommended,status,previous,duplicate,win_smd,win_pr,votes,vshare
北海道,9,北海道9区,堀井 学,ほりい まなぶ,堀井,学,ほりい,まなぶ,49,自民,公明,前,3,1,0,1,106842,48.49
北海道,10,北海道10区,神谷 裕,かみや ひろし,神谷,裕,かみや,ひろし,53,立憲,NA,前,1,1,0,1,82718,46.07
北海道,10,北海道10区,稲津 久,いなつ ひさし,稲津,久,いなつ,ひさし,63,公明,自民,前,4,0,1,0,96843,53.93
北海道,11,北海道11区,石川 香織,いしかわ かおり,石川,香織,いしかわ,かおり,37,立憲,NA,前,1,1,1,0,91538,51.75
北海道,11,北海道11区,中川 郁子,なかがわ ゆうこ,中川,郁子,なかがわ,ゆうこ,62,自民,公明,元,2,1,0,1,85336,48.25
北海道,12,北海道12区,川原田 英世,かわはらだ えいせい,川原田,英世,かわはらだ,えいせい,38,立憲,NA,新,0,1,0,0,55321,33.11
北海道,12,北海道12区,武部 新,たけべ あらた,武部,新,たけべ,あらた,51,自民,公明,前,3,1,1,0,97634,58.43
北海道,12,北海道12区,菅原 誠,すがわら まこと,菅原,誠,すがわら,まこと,48,共産,NA,新,0,0,0,0,14140,8.46
青森,1,青森1区,江渡 聡徳,えと あきのり,江渡,聡徳,えと,あきのり,66,自民,公明,前,7,1,1,0,91011,52.41
青森,1,青森1区,升田 世喜男,ますた せきお,升田,世喜男,ますた,せきお,64,立憲,NA,元,1,1,0,0,64870,37.35
青森,1,青森1区,斎藤 美緒,さいとう みお,斎藤,美緒,さいとう,みお,41,共産,NA,新,0,0,0,0,17783,10.24
青森,2,青森2区,神田 潤一,かんだ じゅんいち,神田,潤一,かんだ,じゅんいち,51,自民,公明,新,0,1,1,0,126137,61.53
青森,2,青森2区,高畑 紀子,たかはた のりこ,高畑,紀子,たかはた,のりこ,58,立憲,NA,新,0,1,0,0,65909,32.15
青森,2,青森2区,田端 深雪,たばた みゆき,田端,深雪,たばた,みゆき,64,共産,NA,新,0,0,0,0,12966,6.32
青森,3,青森3区,山内 崇,やまうち たかし,山内,崇,やまうち,たかし,66,立憲,NA,新,0,1,0,0,63796,35.05
青森,3,青森3区,木村 次郎,きむら じろう,木村,次郎,きむら,じろう,53,自民,公明,前,1,1,1,0,118230,64.95
岩手,1,岩手1区,吉田 恭子,よしだ きょうこ,吉田,恭子,よしだ,きょうこ,40,共産,NA,新,0,0,0,0,20300,11.94
岩手,1,岩手1区,階 猛,しな たけし,階,猛,しな,たけし,55,立憲,NA,前,5,1,1,0,87017,51.19
岩手,1,岩手1区,高橋 比奈子,たかはし ひなこ,高橋,比奈子,たかはし,ひなこ,63,自民,公明,前,3,1,0,0,62666,36.87
岩手,2,岩手2区,大林 正英,おおばやし まさひで,大林,正英,おおばやし,まさひで,57,立憲,NA,新,0,1,0,0,66689,30.4
岩手,2,岩手2区,荒川 順子,あらかわ じゅんこ,荒川,順子,あらかわ,じゅんこ,68,Ｎ党,NA,新,0,0,0,0,3548,1.62
岩手,2,岩手2区,鈴木 俊一,すずき しゅんいち,鈴木,俊一,すずき,しゅんいち,68,自民,公明,前,9,1,1,0,149168,67.99
岩手,3,岩手3区,藤原 崇,ふじわら たかし,藤原,崇,ふじわら,たかし,38,自民,公明,前,3,1,1,0,118734,52.05
岩手,3,岩手3区,小沢 一郎,おざわ いちろう,小沢,一郎,おざわ,いちろう,79,立憲,NA,前,17,1,0,1,109362,47.95
宮城,1,宮城1区,岡本 章子,おかもと あきこ,岡本,章子,おかもと,あきこ,57,立憲,NA,前,1,1,0,1,96649,41.16
宮城,1,宮城1区,春藤 沙弥香,しゅんどう さやか,春藤,沙弥香,しゅんどう,さやか,40,維新,NA,新,0,1,0,0,23033,9.81
宮城,1,宮城1区,土井 亨,どい とおる,土井,亨,どい,とおる,63,自民,公明,前,4,1,1,0,101964,43.42
宮城,1,宮城1区,大草 芳江,おおくさ よしえ,大草,芳江,おおくさ,よしえ,39,無所,NA,新,0,0,0,0,13174,5.61
宮城,2,宮城2区,鎌田 さゆり,かまた さゆり,鎌田,さゆり,かまた,さゆり,56,立憲,NA,元,2,1,1,0,116320,48.96
宮城,2,宮城2区,秋葉 賢也,あきば けんや,秋葉,賢也,あきば,けんや,59,自民,公明,前,6,1,0,1,115749,48.72
宮城,2,宮城2区,林 マリアゆき,はやし まりあゆき,林,マリアゆき,はやし,まりあゆき,47,Ｎ党,NA,新,0,1,0,0,5521,2.32
宮城,3,宮城3区,大野 園子,おおの そのこ,大野,園子,おおの,そのこ,33,立憲,NA,新,0,1,0,0,60237,37.11
宮城,3,宮城3区,西村 明宏,にしむら あきひろ,西村,明宏,にしむら,あきひろ,61,自民,公明,前,5,1,1,0,96210,59.27
宮城,3,宮城3区,浅田 晃司,あさだ こうじ,浅田,晃司,あさだ,こうじ,74,無所,NA,新,0,0,0,0,5890,3.63
宮城,4,宮城4区,伊藤 信太郎,いとう しんたろう,伊藤,信太郎,いとう,しんたろう,68,自民,公明,前,6,1,1,0,74721,56.51
宮城,4,宮城4区,舩山 由美,ふなやま ゆみ,舩山,由美,ふなやま,ゆみ,53,共産,NA,新,0,1,0,0,30047,22.73
宮城,4,宮城4区,早坂 敦,はやさか あつし,早坂,敦,はやさか,あつし,50,維新,NA,新,0,1,0,1,27451,20.76
宮城,5,宮城5区,安住 淳,あずみ じゅん,安住,淳,あずみ,じゅん,59,立憲,NA,前,8,1,1,0,81033,56.89
宮城,5,宮城5区,森下 千里,もりした ちさと,森下,千里,もりした,ちさと,40,自民,公明,新,0,1,0,0,61410,43.11
宮城,6,宮城6区,小野寺 五典,おのでら いつのり,小野寺,五典,おのでら,いつのり,61,自民,公明,前,7,1,1,0,119555,83.24
宮城,6,宮城6区,内藤 隆司,ないとう たかじ,内藤,隆司,ないとう,たかじ,63,共産,NA,新,0,0,0,0,24072,16.76
秋田,1,秋田1区,冨樫 博之,とがし ひろゆき,冨樫,博之,とがし,ひろゆき,66,自民,公明,前,3,1,1,0,77960,51.86
秋田,1,秋田1区,寺田 学,てらた まなぶ,寺田,学,てらた,まなぶ,45,立憲,NA,前,5,1,0,1,72366,48.14
秋田,2,秋田2区,金田 勝年,かねだ かつとし,金田,勝年,かねだ,かつとし,72,自民,公明,前,4,1,0,1,73945,47.46
秋田,2,秋田2区,緑川 貴士,みどりかわ たかし,緑川,貴士,みどりかわ,たかし,36,立憲,NA,前,1,1,1,0,81845,52.54
秋田,3,秋田3区,杉山 彰,すぎやま あきら,杉山,彰,すぎやま,あきら,55,共産,NA,新,0,0,0,0,38118,22.05
秋田,3,秋田3区,御法川 信英,みのりかわ のぶひで,御法川,信英,みのりかわ,のぶひで,57,自民,公明,前,5,1,1,0,134734,77.95
山形,1,山形1区,原田 和広,はらだ まさひろ,原田,和広,はらだ,まさひろ,48,立憲,NA,新,0,1,0,0,73872,40.03
山形,1,山形1区,遠藤 利明,えんどう としあき,遠藤,利明,えんどう,としあき,71,自民,公明,前,8,1,1,0,110688,59.97
山形,2,山形2区,鈴木 憲和,すずき のりかず,鈴木,憲和,すずき,のりかず,39,自民,公明,前,3,1,1,0,125992,61.84
山形,2,山形2区,加藤 健一,かとう けんいち,加藤,健一,かとう,けんいち,40,国民,NA,新,0,1,0,0,77742,38.16
山形,3,山形3区,梅木 威,うめき たけし,梅木,威,うめき,たけし,62,共産,NA,新,0,0,0,0,12100,6.47
山形,3,山形3区,阿部 ひとみ,あべ ひとみ,阿部,ひとみ,あべ,ひとみ,60,無所,NA,新,0,0,0,0,66320,35.47
山形,3,山形3区,加藤 鮎子,かとう あゆこ,加藤,鮎子,かとう,あゆこ,42,自民,公明,前,2,1,1,0,108558,58.06
福島,1,福島1区,金子 恵美,かねこ えみ,金子,恵美,かねこ,えみ,56,立憲,NA,前,2,1,1,0,123620,51.15
福島,1,福島1区,亀岡 偉民,かめおか よしたみ,亀岡,偉民,かめおか,よしたみ,66,自民,公明,前,4,1,0,1,118074,48.85
福島,2,福島2区,馬場 雄基,ばば ゆうき,馬場,雄基,ばば,ゆうき,29,立憲,NA,新,0,1,0,1,85501,45.45
福島,2,福島2区,根本 匠,ねもと たくみ,根本,匠,ねもと,たくみ,70,自民,公明,前,8,1,1,0,102638,54.55
福島,3,福島3区,上杉 謙太郎,うえすぎ けんたろう,上杉,謙太郎,うえすぎ,けんたろう,46,自民,公明,前,1,1,0,1,76302,45.76
福島,3,福島3区,玄葉 光一郎,げんば こういちろう,玄葉,光一郎,げんば,こういちろう,57,立憲,NA,前,9,1,1,0,90457,54.24
福島,4,福島4区,小熊 慎司,おぐま しんじ,小熊,慎司,おぐま,しんじ,53,立憲,NA,前,3,1,1,0,76683,50.96
福島,4,福島4区,菅家 一郎,かんけ いちろう,菅家,一郎,かんけ,いちろう,66,自民,公明,前,3,1,0,1,73784,49.04
福島,5,福島5区,熊谷 智,くまがい とも,熊谷,智,くまがい,とも,42,共産,NA,新,0,0,0,0,55619,37.34
福島,5,福島5区,吉野 正芳,よしの まさよし,吉野,正芳,よしの,まさよし,73,自民,公明,前,7,0,1,0,93325,62.66
茨城,1,茨城1区,福島 伸享,ふくしま のぶゆき,福島,伸享,ふくしま,のぶゆき,51,無所,NA,元,2,0,1,0,105072,52.05
茨城,1,茨城1区,田所 嘉徳,たどころ よしのり,田所,嘉徳,たどころ,よしのり,67,自民,公明,前,3,1,0,1,96791,47.95
茨城,2,茨城2区,額賀 福志郎,ぬかが ふくしろう,額賀,福志郎,ぬかが,ふくしろう,77,自民,公明,前,12,0,1,0,110831,64.46
茨城,2,茨城2区,藤田 幸久,ふじた ゆきひさ,藤田,幸久,ふじた,ゆきひさ,71,立憲,NA,元,2,1,0,0,61103,35.54
茨城,3,茨城3区,葉梨 康弘,はなし やすひろ,葉梨,康弘,はなし,やすひろ,62,自民,公明,前,5,1,1,0,109448,53.59
茨城,3,茨城3区,梶岡 博樹,かじおか ひろき,梶岡,博樹,かじおか,ひろき,44,立憲,NA,新,0,1,0,0,63674,31.18
茨城,3,茨城3区,岸野 智康,きしの ともやす,岸野,智康,きしの,ともやす,27,維新,NA,新,0,1,0,0,31100,15.23
茨城,4,茨城4区,梶山 弘志,かじやま ひろし,梶山,弘志,かじやま,ひろし,66,自民,公明,前,7,1,1,0,98254,70.47
茨城,4,茨城4区,武藤 優子,むとう ゆうこ,武藤,優子,むとう,ゆうこ,57,維新,NA,新,0,1,0,0,25162,18.05
茨城,4,茨城4区,大内 久美子,おおうち くみこ,大内,久美子,おおうち,くみこ,72,共産,NA,新,0,1,0,0,16018,11.49
茨城,5,茨城5区,飯田 美弥子,いいだ みやこ,飯田,美弥子,いいだ,みやこ,61,共産,NA,新,0,0,0,0,8061,6.37
茨城,5,茨城5区,石川 昭政,いしかわ あきまさ,石川,昭政,いしかわ,あきまさ,49,自民,NA,前,3,1,0,1,53878,42.57
茨城,5,茨城5区,浅野 哲,あさの さとし,浅野,哲,あさの,さとし,39,国民,NA,前,1,1,1,0,61373,48.49
茨城,5,茨城5区,田村 弘,たむら ひろし,田村,弘,たむら,ひろし,49,無所,NA,新,0,0,0,0,3248,2.57
茨城,6,茨城6区,青山 大人,あおやま やまと,青山,大人,あおやま,やまと,42,立憲,NA,前,1,1,0,1,113570,47.46
茨城,6,茨城6区,国光 文乃,くにみつ あやの,国光,文乃,くにみつ,あやの,42,自民,公明,前,1,1,1,0,125703,52.54
茨城,7,茨城7区,永岡 桂子,ながおか けいこ,永岡,桂子,ながおか,けいこ,67,自民,公明,前,5,1,1,0,74362,46.51
茨城,7,茨城7区,水梨 伸晃,みずなし のぶあき,水梨,伸晃,みずなし,のぶあき,42,維新,NA,新,0,1,0,0,14683,9.18
茨城,7,茨城7区,中村 喜四郎,なかむら きしろう,中村,喜四郎,なかむら,きしろう,72,立憲,NA,前,14,1,0,1,70843,44.31
栃木,1,栃木1区,青木 弘,あおき ひろし,青木,弘,あおき,ひろし,60,共産,NA,新,0,0,0,0,9393,4.21
栃木,1,栃木1区,柏倉 祐司,かしわくら ゆうじ,柏倉,祐司,かしわくら,ゆうじ,52,維新,NA,元,1,1,0,0,43935,19.71
栃木,1,栃木1区,船田 元,ふなだ はじめ,船田,元,ふなだ,はじめ,67,自民,公明,前,12,1,1,0,102870,46.15
栃木,1,栃木1区,渡辺 典喜,わたなべ のりよし,渡辺,典喜,わたなべ,のりよし,38,立憲,NA,新,0,1,0,0,66700,29.92
栃木,2,栃木2区,五十嵐 清,いがらし きよし,五十嵐,清,いがらし,きよし,51,自民,公明,新,0,1,0,1,64253,46.61
栃木,2,栃木2区,福田 昭夫,ふくだ あきお,福田,昭夫,ふくだ,あきお,73,立憲,NA,前,5,1,1,0,73593,53.39
栃木,3,栃木3区,伊賀 央,いが ひろし,伊賀,央,いが,ひろし,57,立憲,NA,新,0,1,0,0,39826,32.58
栃木,3,栃木3区,簗 和生,やな かずお,簗,和生,やな,かずお,42,自民,公明,前,3,1,1,0,82398,67.42
栃木,4,栃木4区,佐藤 勉,さとう つとむ,佐藤,勉,さとう,つとむ,69,自民,公明,前,8,1,1,0,111863,51.1
栃木,4,栃木4区,藤岡 隆雄,ふじおか たかお,藤岡,隆雄,ふじおか,たかお,44,立憲,NA,新,0,1,0,1,107043,48.9
栃木,5,栃木5区,岡村 恵子,おかむら けいこ,岡村,恵子,おかむら,けいこ,68,共産,NA,新,0,0,0,0,31713,22.64
栃木,5,栃木5区,茂木 敏充,もてぎ としみつ,茂木,敏充,もてぎ,としみつ,66,自民,公明,前,9,1,1,0,108380,77.36
群馬,1,群馬1区,中曽根 康隆,なかそね やすたか,中曽根,康隆,なかそね,やすたか,39,自民,公明,前,1,1,1,0,110244,56.32
群馬,1,群馬1区,斉藤 敦子,さいとう あつこ,斉藤,敦子,さいとう,あつこ,53,無所,NA,新,0,0,0,0,24072,12.3
群馬,1,群馬1区,宮崎 岳志,みやざき たけし,宮崎,岳志,みやざき,たけし,51,維新,NA,元,2,1,0,0,42529,21.72
群馬,1,群馬1区,店橋 世津子,たなはし せつこ,店橋,世津子,たなはし,せつこ,60,共産,NA,新,0,0,0,0,18917,9.66
群馬,2,群馬2区,堀越 啓仁,ほりこし けいにん,堀越,啓仁,ほりこし,けいにん,41,立憲,NA,前,1,1,0,0,50325,30.62
群馬,2,群馬2区,石関 貴史,いしぜき たかし,石関,貴史,いしぜき,たかし,49,無所,NA,元,4,0,0,0,25216,15.34
群馬,2,群馬2区,井野 俊郎,いの としろう,井野,俊郎,いの,としろう,41,自民,公明,前,3,1,1,0,88799,54.03
群馬,3,群馬3区,説田 健二,せった けんじ,説田,健二,せった,けんじ,50,Ｎ党,NA,新,0,0,0,0,3737,2.37
群馬,3,群馬3区,笹川 博義,ささがわ ひろよし,笹川,博義,ささがわ,ひろよし,55,自民,公明,前,3,1,1,0,86021,54.63
群馬,3,群馬3区,長谷川 嘉一,はせがわ かいち,長谷川,嘉一,はせがわ,かいち,68,立憲,NA,前,1,1,0,0,67689,42.99
群馬,4,群馬4区,角倉 邦良,かどくら くによし,角倉,邦良,かどくら,くによし,61,立憲,NA,新,0,1,0,0,56682,34.98
群馬,4,群馬4区,福田 達夫,ふくだ たつお,福田,達夫,ふくだ,たつお,54,自民,公明,前,3,1,1,0,105359,65.02
群馬,5,群馬5区,伊藤 達也,いとう たつや,伊藤,達也,いとう,たつや,38,共産,NA,新,0,0,0,0,38428,23.41
群馬,5,群馬5区,小渕 優子,おぶち ゆうこ,小渕,優子,おぶち,ゆうこ,47,自民,公明,前,7,1,1,0,125702,76.59
埼玉,1,埼玉1区,吉村 豪介,よしむら ごうすけ,吉村,豪介,よしむら,ごうすけ,40,維新,NA,新,0,1,0,0,23670,9.32
埼玉,1,埼玉1区,中島 徳二,なかじま とくじ,中島,徳二,なかじま,とくじ,62,無所,NA,新,0,0,0,0,1234,0.49
埼玉,1,埼玉1区,武正 公一,たけまさ こういち,武正,公一,たけまさ,こういち,60,立憲,NA,元,6,1,0,0,96690,38.07
埼玉,1,埼玉1区,佐藤 真実,さとう まなみ,佐藤,真実,さとう,まなみ,37,無所,NA,新,0,0,0,0,11540,4.54
埼玉,1,埼玉1区,村井 英樹,むらい ひでき,村井,英樹,むらい,ひでき,41,自民,公明,前,3,1,1,0,120856,47.58
埼玉,2,埼玉2区,新藤 義孝,しんどう よしたか,新藤,義孝,しんどう,よしたか,63,自民,公明,前,7,1,1,0,121543,52.78
埼玉,2,埼玉2区,高橋 英明,たかはし ひであき,高橋,英明,たかはし,ひであき,58,維新,NA,新,0,1,0,1,57327,24.89
埼玉,2,埼玉2区,奥田 智子,おくだ ともこ,奥田,智子,おくだ,ともこ,52,共産,NA,新,0,0,0,0,51420,22.33
埼玉,3,埼玉3区,黄川田 仁志,きかわだ ひとし,黄川田,仁志,きかわだ,ひとし,51,自民,公明,前,3,1,1,0,125500,53.63
埼玉,3,埼玉3区,山川 百合子,やまかわ ゆりこ,山川,百合子,やまかわ,ゆりこ,52,立憲,NA,前,1,1,0,0,100963,43.15
埼玉,3,埼玉3区,河合 悠祐,かわい ゆうすけ,河合,悠祐,かわい,ゆうすけ,40,Ｎ党,NA,新,0,0,0,0,7534,3.22
埼玉,4,埼玉4区,遠藤 宣彦,えんどう のぶひこ,遠藤,宣彦,えんどう,のぶひこ,58,無所,NA,元,1,0,0,0,11733,5.72
埼玉,4,埼玉4区,工藤 薫,くどう かおる,工藤,薫,くどう,かおる,71,共産,NA,新,0,0,0,0,34897,17.02
埼玉,4,埼玉4区,穂坂 泰,ほさか やすし,穂坂,泰,ほさか,やすし,47,自民,公明,前,1,1,1,0,107135,52.26
埼玉,4,埼玉4区,浅野 克彦,あさの かつひこ,浅野,克彦,あさの,かつひこ,47,国民,NA,新,0,1,0,0,47863,23.35
埼玉,4,埼玉4区,小笠原 洋輝,おがさわら ひろき,小笠原,洋輝,おがさわら,ひろき,37,無所,NA,新,0,0,0,0,3358,1.64
埼玉,5,埼玉5区,枝野 幸男,えだの ゆきお,枝野,幸男,えだの,ゆきお,57,立憲,NA,前,9,1,1,0,113615,51.38
埼玉,5,埼玉5区,牧原 秀樹,まきはら ひでき,牧原,秀樹,まきはら,ひでき,50,自民,公明,前,4,1,0,1,107532,48.62
埼玉,6,埼玉6区,大島 敦,おおしま あつし,大島,敦,おおしま,あつし,64,立憲,NA,前,7,1,1,0,134281,56.02
埼玉,6,埼玉6区,中根 一幸,なかね かずゆき,中根,一幸,なかね,かずゆき,52,自民,公明,前,4,1,0,1,105433,43.98
埼玉,7,埼玉7区,小宮山 泰子,こみやま やすこ,小宮山,泰子,こみやま,やすこ,56,立憲,NA,前,6,1,0,1,93419,41.73
埼玉,7,埼玉7区,伊勢田 享子,いせだ みちこ,伊勢田,享子,いせだ,みちこ,44,維新,NA,新,0,1,0,0,31475,14.06
埼玉,7,埼玉7区,中野 英幸,なかの ひでゆき,中野,英幸,なかの,ひでゆき,60,自民,公明,新,0,1,1,0,98958,44.21
埼玉,8,埼玉8区,柴山 昌彦,しばやま まさひこ,柴山,昌彦,しばやま,まさひこ,55,自民,公明,前,6,1,1,0,104650,51.61
埼玉,8,埼玉8区,小野塚 勝俊,おのづか まさとし,小野塚,勝俊,おのづか,まさとし,49,無所,NA,元,1,0,0,0,98102,48.39
埼玉,9,埼玉9区,神田 三春,かんだ みはる,神田,三春,かんだ,みはる,67,共産,NA,新,0,0,0,0,21464,9.79
埼玉,9,埼玉9区,大塚 拓,おおつか たく,大塚,拓,おおつか,たく,48,自民,公明,前,4,1,1,0,117002,53.37
埼玉,9,埼玉9区,杉村 慎治,すぎむら しんじ,杉村,慎治,すぎむら,しんじ,45,立憲,NA,新,0,1,0,0,80756,36.84
埼玉,10,埼玉10区,坂本 祐之輔,さかもと ゆうのすけ,坂本,祐之輔,さかもと,ゆうのすけ,66,立憲,NA,元,2,1,0,1,90214,48.41
埼玉,10,埼玉10区,山口 晋,やまぐち すすむ,山口,晋,やまぐち,すすむ,38,自民,公明,新,0,1,1,0,96153,51.59
埼玉,11,埼玉11区,小泉 龍司,こいずみ りゅうじ,小泉,龍司,こいずみ,りゅうじ,69,自民,公明,前,6,1,1,0,111810,61.94
埼玉,11,埼玉11区,島田 誠,しまだ まこと,島田,誠,しまだ,まこと,63,立憲,NA,新,0,1,0,0,49094,27.2
埼玉,11,埼玉11区,小山 森也,こやま しんや,小山,森也,こやま,しんや,30,共産,NA,新,0,0,0,0,19619,10.87
埼玉,12,埼玉12区,森田 俊和,もりた としかず,森田,俊和,もりた,としかず,47,立憲,NA,前,1,1,1,0,102627,51.03
埼玉,12,埼玉12区,野中 厚,のなか あつし,野中,厚,のなか,あつし,44,自民,公明,前,3,1,0,1,98493,48.97
埼玉,13,埼玉13区,赤岸 雅治,あかぎし まさはる,赤岸,雅治,あかぎし,まさはる,60,共産,NA,新,0,0,0,0,16622,8.12
埼玉,13,埼玉13区,土屋 品子,つちや しなこ,土屋,品子,つちや,しなこ,69,自民,公明,前,7,1,1,0,101149,49.41
埼玉,13,埼玉13区,三角 創太,みすみ そうた,三角,創太,みすみ,そうた,33,立憲,NA,新,0,1,0,0,86923,42.46
埼玉,14,埼玉14区,三ツ林 裕巳,みつばやし ひろみ,三ツ林,裕巳,みつばやし,ひろみ,66,自民,公明,前,3,1,1,0,111262,51.56
埼玉,14,埼玉14区,鈴木 義弘,すずき よしひろ,鈴木,義弘,すずき,よしひろ,58,国民,NA,元,2,1,0,1,71460,33.12
埼玉,14,埼玉14区,田村 勉,たむら つとむ,田村,勉,たむら,つとむ,73,共産,NA,新,0,0,0,0,33062,15.32
埼玉,15,埼玉15区,田中 良生,たなか りょうせい,田中,良生,たなか,りょうせい,57,自民,公明,前,4,1,1,0,102023,45.87
埼玉,15,埼玉15区,高木 錬太郎,たかぎ れんたろう,高木,錬太郎,たかぎ,れんたろう,49,立憲,NA,前,1,1,0,0,71958,32.35
埼玉,15,埼玉15区,沢田 良,さわだ りょう,沢田,良,さわだ,りょう,42,維新,NA,新,0,1,0,1,48434,21.78
千葉,1,千葉1区,田嶋 要,たじま かなめ,田嶋,要,たじま,かなめ,60,立憲,NA,前,6,1,1,0,128556,56.27
千葉,1,千葉1区,門山 宏哲,かどやま ひろあき,門山,宏哲,かどやま,ひろあき,57,自民,公明,前,3,1,0,1,99895,43.73
千葉,2,千葉2区,寺尾 賢,てらお さとし,寺尾,賢,てらお,さとし,45,共産,NA,新,0,1,0,0,24052,9.75
千葉,2,千葉2区,小林 鷹之,こばやし たかゆき,小林,鷹之,こばやし,たかゆき,46,自民,公明,前,3,1,1,0,153017,62.04
千葉,2,千葉2区,黒田 雄,くろだ ゆう,黒田,雄,くろだ,ゆう,62,立憲,NA,元,1,1,0,0,69583,28.21
千葉,3,千葉3区,松野 博一,まつの ひろかず,松野,博一,まつの,ひろかず,59,自民,公明,前,7,1,1,0,106500,61.87
千葉,3,千葉3区,岡島 一正,おかじま かずまさ,岡島,一正,おかじま,かずまさ,63,立憲,NA,前,3,1,0,0,65627,38.13
千葉,4,千葉4区,木村 哲也,きむら てつや,木村,哲也,きむら,てつや,52,自民,公明,前,1,1,0,0,84813,35.45
千葉,4,千葉4区,野田 佳彦,のだ よしひこ,野田,佳彦,のだ,よしひこ,64,立憲,NA,前,8,1,1,0,154412,64.55
千葉,5,千葉5区,矢崎 堅太郎,やざき けんたろう,矢崎,堅太郎,やざき,けんたろう,54,立憲,NA,新,0,1,0,0,69887,29.31
千葉,5,千葉5区,鴇田 敦,ときた あつし,鴇田,敦,ときた,あつし,55,国民,NA,新,0,1,0,0,24307,10.19
千葉,5,千葉5区,椎木 保,しいき たもつ,椎木,保,しいき,たもつ,55,維新,NA,元,2,1,0,0,32241,13.52
千葉,5,千葉5区,薗浦 健太郎,そのうら けんたろう,薗浦,健太郎,そのうら,けんたろう,49,自民,公明,前,4,1,1,0,111985,46.97
千葉,6,千葉6区,藤巻 健太,ふじまき けんた,藤巻,健太,ふじまき,けんた,38,維新,NA,新,0,1,0,1,48829,25.68
千葉,6,千葉6区,渡辺 博道,わたなべ ひろみち,渡辺,博道,わたなべ,ひろみち,71,自民,公明,前,7,1,1,0,80764,42.48
