prefecture,district,name,party,status,votes,voteshare,result,dual
広島,広島７区,坂元　大輔,次世,前,18186,10.4,lose,1
広島,広島７区,小浜　一輝,共産,新,14811,8.47,lose,0
山口,山口１区,高村　正彦,自民,前,120084,68.09,win,1
山口,山口１区,高邑　勉,維新,元,39375,22.33,lose,1
山口,山口１区,藤井　直子,共産,新,16890,9.58,lose,0
山口,山口２区,岸　信夫,自民,前,96799,58.41,win,1
山口,山口２区,平岡　秀夫,民主,元,57814,34.88,lose,1
山口,山口２区,赤松　義生,共産,新,11115,6.71,lose,0
山口,山口３区,河村　建夫,自民,前,93248,68.37,win,1
山口,山口３区,三浦　昇,民主,元,29329,21.5,lose,1
山口,山口３区,藤井　岳志,共産,新,13818,10.13,lose,0
山口,山口４区,安倍　晋三,自民,前,100829,76.27,win,0
山口,山口４区,吉田　貞好,共産,新,17358,13.13,lose,0
山口,山口４区,渡辺　利絵,無所,新,14018,10.6,lose,0
徳島,徳島１区,後藤田　正純,自民,前,92166,52.03,win,1
徳島,徳島１区,仁木　博文,民主,元,69188,39.06,lose,1
徳島,徳島１区,古田　元則,共産,新,15776,8.91,lose,0
徳島,徳島２区,山口　俊一,自民,前,85979,74.14,win,1
徳島,徳島２区,久保　孝之,共産,新,29996,25.86,lose,0
香川,香川１区,平井　卓也,自民,前,74115,49.49,win,1
香川,香川１区,小川　淳也,民主,前,65810,43.95,PR-win,1
香川,香川１区,河村　整,共産,新,9823,6.56,lose,0
香川,香川２区,玉木　雄一郎,民主,前,78797,55.82,win,1
香川,香川２区,瀬戸　隆一,自民,前,57318,40.6,PR-win,1
香川,香川２区,佐伯　守,共産,新,5050,3.58,lose,0
香川,香川３区,大野　敬太郎,自民,前,76281,68.19,win,1
香川,香川３区,高田　良徳,社民,新,25899,23.15,lose,1
香川,香川３区,土岐　一郎,共産,新,9688,8.66,lose,0
愛媛,愛媛１区,塩崎　恭久,自民,前,99900,53.6,win,1
愛媛,愛媛１区,永江　孝子,民主,元,74508,39.98,lose,1
愛媛,愛媛１区,田中　克彦,共産,新,11975,6.42,lose,0
愛媛,愛媛２区,村上　誠一郎,自民,前,57168,48.03,win,1
愛媛,愛媛２区,西岡　新,無所,前,30277,25.44,lose,0
愛媛,愛媛２区,横山　博幸,維新,新,22677,19.05,PR-win,1
愛媛,愛媛２区,植木　正勝,共産,新,8912,7.49,lose,0
愛媛,愛媛３区,白石　徹,自民,前,64929,51.65,win,1
愛媛,愛媛３区,白石　洋一,民主,元,52602,41.85,lose,1
愛媛,愛媛３区,一色　一正,共産,新,8176,6.5,lose,0
愛媛,愛媛４区,山本　公一,自民,前,66954,47.12,win,1
愛媛,愛媛４区,桜内　文城,次世,前,47637,33.52,lose,1
愛媛,愛媛４区,森　夏枝,維新,新,20222,14.23,lose,1
愛媛,愛媛４区,西井　直人,共産,新,7285,5.13,lose,0
高知,高知１区,中谷　元,自民,前,78279,51.94,win,1
高知,高知１区,大石　宗,民主,新,38237,25.37,lose,1
高知,高知１区,春名　直章,共産,元,30694,20.37,lose,1
高知,高知１区,藤島　利久,無所,新,3505,2.33,lose,0
高知,高知２区,山本　有二,自民,前,83764,53.61,win,1
高知,高知２区,武内　則男,民主,新,42562,27.24,lose,1
高知,高知２区,谷崎　治之,共産,新,29913,19.15,lose,0
福岡,福岡１区,井上　貴博,無所,前,59712,36.34,win,0
福岡,福岡１区,山本　剛正,民主,元,42960,26.15,lose,1
福岡,福岡１区,新開　裕司,無所,前,31087,18.92,lose,0
福岡,福岡１区,比江嶋　俊和,共産,新,18906,11.51,lose,0
福岡,福岡１区,金出　公子,無所,新,6764,4.12,lose,0
福岡,福岡１区,明石　健太郎,諸派,新,4883,2.97,lose,0
福岡,福岡２区,鬼木　誠,自民,前,102241,49.47,win,1
福岡,福岡２区,稲富　修二,民主,元,83535,40.42,lose,1
福岡,福岡２区,倉元　達朗,共産,新,17200,8.32,lose,0
福岡,福岡２区,中村　宣久,無所,新,3682,1.78,lose,0
福岡,福岡３区,古賀　篤,自民,前,114093,57.43,win,1
福岡,福岡３区,藤田　一枝,民主,元,65395,32.92,lose,1
福岡,福岡３区,川原　康裕,共産,新,19164,9.65,lose,0
福岡,福岡４区,宮内　秀樹,自民,前,91222,53.92,win,1
福岡,福岡４区,河野　正美,維新,前,54663,32.31,PR-win,1
福岡,福岡４区,新留　清隆,共産,新,23285,13.76,lose,0
福岡,福岡５区,原田　義昭,自民,前,113736,54.47,win,1
福岡,福岡５区,楠田　大蔵,民主,元,73805,35.35,lose,1
福岡,福岡５区,田中　陽二,共産,新,21251,10.18,lose,0
福岡,福岡６区,鳩山　邦夫,自民,前,116413,71.96,win,1
福岡,福岡６区,金子　睦美,共産,新,45357,28.04,lose,0
福岡,福岡７区,藤丸　敏,自民,前,95796,70.54,win,1
福岡,福岡７区,江口　学,共産,新,40003,29.46,lose,0
福岡,福岡８区,麻生　太郎,自民,前,126684,71.32,win,0
福岡,福岡８区,河野　祥子,共産,新,50947,28.68,lose,0
福岡,福岡９区,三原　朝彦,自民,前,87892,47.2,win,1
福岡,福岡９区,緒方　林太郎,民主,元,71871,38.6,PR-win,1
福岡,福岡９区,真島　省三,共産,新,26443,14.2,PR-win,1
福岡,福岡１０区,山本　幸三,自民,前,81567,44.21,win,1
福岡,福岡１０区,城井　崇,民主,元,58599,31.76,lose,1
福岡,福岡１０区,高瀬　菜穂子,共産,新,25941,14.06,lose,0
福岡,福岡１０区,佐藤　正夫,無所,前,18400,9.97,lose,0
福岡,福岡１１区,武田　良太,自民,前,85488,65.6,win,1
福岡,福岡１１区,藤中　寛之,社民,新,24138,18.52,lose,1
福岡,福岡１１区,山下　登美子,共産,新,20694,15.88,lose,0
佐賀,佐賀１区,原口　一博,民主,前,85903,47.51,win,1
佐賀,佐賀１区,岩田　和親,自民,前,83421,46.14,PR-win,1
佐賀,佐賀１区,古賀　誠,共産,新,11483,6.35,lose,0
佐賀,佐賀２区,古川　康,自民,新,114074,55.57,win,1
佐賀,佐賀２区,大串　博志,民主,前,82383,40.13,PR-win,1
佐賀,佐賀２区,御厨　さとみ,共産,新,8812,4.29,lose,0
長崎,長崎１区,冨岡　勉,自民,前,76247,45.57,win,1
長崎,長崎１区,高木　義明,民主,前,74218,44.35,PR-win,1
長崎,長崎１区,中西　敦信,共産,新,16867,10.08,lose,0
長崎,長崎２区,加藤　寛治,自民,前,86359,52.82,win,1
長崎,長崎２区,大久保　潔重,民主,新,65924,40.32,lose,1
長崎,長崎２区,矢崎　勝己,共産,新,11228,6.87,lose,0
長崎,長崎３区,谷川　弥一,自民,前,82354,72.24,win,0
長崎,長崎３区,石丸　完治,共産,新,31650,27.76,lose,0
長崎,長崎４区,北村　誠吾,自民,前,61533,50.39,win,1
長崎,長崎４区,宮島　大典,民主,元,42690,34.96,lose,1
長崎,長崎４区,末次　精一,生活,新,9303,7.62,lose,1
長崎,長崎４区,石川　悟,共産,新,6319,5.17,lose,0
長崎,長崎４区,森　拓也,無所,新,2268,1.86,lose,0
熊本,熊本１区,木原　稔,自民,前,87111,49.68,win,1
熊本,熊本１区,松野　頼久,維新,前,73274,41.79,PR-win,1
熊本,熊本１区,高本　征尚,共産,新,14947,8.52,lose,0
熊本,熊本２区,野田　毅,自民,前,92873,71.64,win,0
熊本,熊本２区,広瀬　由美,共産,新,36769,28.36,lose,0
熊本,熊本３区,坂本　哲志,自民,前,100824,77.08,win,1
熊本,熊本３区,芋生　よしや,共産,新,29981,22.92,lose,0
熊本,熊本４区,園田　博之,次世,前,101581,75.92,win,1
熊本,熊本４区,井芹　栄次,共産,新,32223,24.08,lose,0
熊本,熊本５区,金子　恭之,自民,前,87874,69.51,win,1
熊本,熊本５区,今泉　克己,社民,新,26245,20.76,lose,1
熊本,熊本５区,橋田　芳昭,共産,新,12307,9.73,lose,0
大分,大分１区,吉良　州司,民主,元,94893,48.29,win,1
大分,大分１区,穴見　陽一,自民,前,88507,45.04,PR-win,1
大分,大分１区,山本　茂,共産,新,13113,6.67,lose,0
大分,大分２区,衛藤　征士郎,自民,前,86363,52.65,win,0
大分,大分２区,吉川　元,社民,前,59775,36.44,PR-win,1
大分,大分２区,山下　魁,共産,新,17907,10.92,lose,0
大分,大分３区,岩屋　毅,自民,前,106257,61.67,win,1
大分,大分３区,浦野　英樹,民主,新,48389,28.08,lose,1
大分,大分３区,大塚　光義,共産,新,17657,10.25,lose,0
宮崎,宮崎１区,武井　俊輔,自民,前,89171,54.19,win,1
宮崎,宮崎１区,外山　斎,維新,新,39394,23.94,lose,1
宮崎,宮崎１区,村尾　英俊,民主,新,23127,14.05,lose,1
宮崎,宮崎１区,松本　隆,共産,新,12871,7.82,lose,0
宮崎,宮崎２区,江藤　拓,自民,前,111850,78.39,win,1
宮崎,宮崎２区,吉田　貴行,共産,新,30841,21.61,lose,0
宮崎,宮崎３区,古川　禎久,自民,前,108051,78.5,win,1
宮崎,宮崎３区,来住　一人,共産,新,29599,21.5,lose,0
鹿児島,鹿児島１区,保岡　興治,自民,前,67376,44.08,win,0
鹿児島,鹿児島１区,川内　博史,民主,元,47315,30.96,lose,1
鹿児島,鹿児島１区,山之内　毅,維新,前,30133,19.71,lose,1
鹿児島,鹿児島１区,山口　広延,共産,新,8024,5.25,lose,0
鹿児島,鹿児島２区,金子　万寿夫,自民,前,91670,74.23,win,1
鹿児島,鹿児島２区,祝迫　光治,共産,新,31823,25.77,lose,0
鹿児島,鹿児島３区,野間　健,無所,前,79003,54.65,win,0
鹿児島,鹿児島３区,宮路　拓馬,自民,新,56741,39.25,PR-win,1
鹿児島,鹿児島３区,山口　陽規,共産,新,8821,6.1,lose,0
鹿児島,鹿児島４区,小里　泰弘,自民,前,93501,69.65,win,1
鹿児島,鹿児島４区,野呂　正和,社民,新,28281,21.07,lose,1
鹿児島,鹿児島４区,永田　義人,共産,新,12464,9.28,lose,0
鹿児島,鹿児島５区,森山　裕,自民,前,94977,79.05,win,1
鹿児島,鹿児島５区,野口　寛,共産,新,25168,20.95,lose,0
沖縄,沖縄１区,赤嶺　政賢,共産,前,57935,39.82,win,1
沖縄,沖縄１区,国場　幸之助,自民,前,53241,36.59,PR-win,1
沖縄,沖縄１区,下地　幹郎,維新,元,34328,23.59,PR-win,1
沖縄,沖縄２区,照屋　寛徳,社民,前,85781,62.19,win,1
沖縄,沖縄２区,宮崎　政久,自民,前,52156,37.81,PR-win,1
沖縄,沖縄３区,玉城　デニー,生活,前,89110,59.97,win,1
沖縄,沖縄３区,比嘉　奈津美,自民,前,59491,40.03,PR-win,1
沖縄,沖縄４区,仲里　利信,無所,新,71227,51.97,win,0
沖縄,沖縄４区,西銘　恒三郎,自民,前,65838,48.03,PR-win,1
