prefecture,dist_no,district,name,yomi,lastname,firstname,last_kana,first_kana,age,party,recommended,status,previous,duplicate,win_smd,win_pr,votes,vshare
富山,2,富山2区,山崎 彰,やまざき あきら,山崎,彰,やまざき,あきら,67,社民,立憲,新,0,1,0,0,32348,25.58
富山,3,富山3区,橘 慶一郎,たちばな けいいちろう,橘,慶一郎,たちばな,けいいちろう,56,自民,公明,前,3,1,1,0,140803,63.87
富山,3,富山3区,柴田 巧,しばた たくみ,柴田,巧,しばた,たくみ,56,希望,NA,新,0,1,0,0,62066,28.15
富山,3,富山3区,坂本 洋史,さかもと ひろし,坂本,洋史,さかもと,ひろし,47,共産,NA,新,0,1,0,0,17576,7.97
石川,1,石川1区,馳 浩,はせ ひろし,馳,浩,はせ,ひろし,56,自民,公明,前,6,1,1,0,112168,59.08
石川,1,石川1区,黒崎 清則,くろさき きよのり,黒崎,清則,くろさき,きよのり,69,共産,NA,新,0,0,0,0,16152,8.51
石川,1,石川1区,田中 美絵子,たなか みえこ,田中,美絵子,たなか,みえこ,41,希望,NA,元,1,1,0,0,61541,32.41
石川,2,石川2区,本田 正和,ほんだ まさかず,本田,正和,ほんだ,まさかず,68,共産,NA,新,0,0,0,0,9920,5.22
石川,2,石川2区,柴田 未来,しばた みき,柴田,未来,しばた,みき,46,希望,NA,新,0,1,0,0,58164,30.62
石川,2,石川2区,佐々木 紀,ささき はじめ,佐々木,紀,ささき,はじめ,43,自民,公明,前,2,1,1,0,118421,62.33
石川,2,石川2区,宮元 智,みやもと さとし,宮元,智,みやもと,さとし,57,諸派,NA,新,0,0,0,0,3472,1.83
石川,3,石川3区,西田 昭二,にしだ しょうじ,西田,昭二,にしだ,しょうじ,48,自民,公明,新,0,1,1,0,80416,49.05
石川,3,石川3区,近藤 和也,こんどう かずや,近藤,和也,こんどう,かずや,43,希望,NA,元,1,1,0,1,78306,47.77
石川,3,石川3区,鈴木 宏太,すずき こうた,鈴木,宏太,すずき,こうた,36,共産,NA,新,0,0,0,0,5212,3.18
福井,1,福井1区,金元 幸枝,かねもと ゆきえ,金元,幸枝,かねもと,ゆきえ,59,共産,NA,新,0,0,0,0,22931,11.24
福井,1,福井1区,稲田 朋美,いなだ ともみ,稲田,朋美,いなだ,ともみ,58,自民,公明,前,4,1,1,0,116969,57.34
福井,1,福井1区,鈴木 宏治,すずき こうじ,鈴木,宏治,すずき,こうじ,43,希望,NA,新,0,1,0,0,64086,31.42
福井,2,福井2区,高木 毅,たかぎ つよし,高木,毅,たかぎ,つよし,61,自民,公明,前,6,1,1,0,80895,54.18
福井,2,福井2区,斉木 武志,さいき たけし,斉木,武志,さいき,たけし,43,希望,NA,元,1,1,0,1,55537,37.2
福井,2,福井2区,猿橋 巧,さるはし たくみ,猿橋,巧,さるはし,たくみ,63,共産,NA,新,0,0,0,0,12873,8.62
山梨,1,山梨1区,宮内 現,みやうち げん,宮内,現,みやうち,げん,35,共産,NA,新,0,1,0,0,21320,8.83
山梨,1,山梨1区,西脇 愛,にしわき あい,西脇,愛,にしわき,あい,32,諸派,NA,新,0,0,0,0,7119,2.95
山梨,1,山梨1区,中谷 真一,なかたに しんいち,中谷,真一,なかたに,しんいち,41,自民,公明,前,2,1,0,1,105876,43.87
山梨,1,山梨1区,中島 克仁,なかじま かつひと,中島,克仁,なかじま,かつひと,50,無所,NA,前,2,0,1,0,107007,44.34
山梨,2,山梨2区,井桁 亮,いげた まこと,井桁,亮,いげた,まこと,48,希望,NA,新,0,1,0,0,9719,5.53
山梨,2,山梨2区,長崎 幸太郎,ながさき こうたろう,長崎,幸太郎,ながさき,こうたろう,49,無所,NA,前,3,0,0,0,67434,38.36
山梨,2,山梨2区,大久保 令子,おおくぼ れいこ,大久保,令子,おおくぼ,れいこ,67,共産,NA,新,0,0,0,0,5414,3.08
山梨,2,山梨2区,堀内 詔子,ほりうち のりこ,堀内,詔子,ほりうち,のりこ,51,無所,自民/公明,前,2,0,1,0,70532,40.12
山梨,2,山梨2区,小林 弘幸,こばやし ひろゆき,小林,弘幸,こばやし,ひろゆき,45,立憲,NA,新,0,1,0,0,22684,12.9
長野,1,長野1区,小松 裕,こまつ ゆたか,小松,裕,こまつ,ゆたか,55,自民,公明,前,2,1,0,0,85460,35.03
長野,1,長野1区,篠原 孝,しのはら たかし,篠原,孝,しのはら,たかし,69,無所,社民,前,5,0,1,0,131883,54.06
長野,1,長野1区,橋本 将之,はしもと まさゆき,橋本,将之,はしもと,まさゆき,37,維新,NA,新,0,1,0,0,22817,9.35
長野,1,長野1区,駒村 幸成,こまむら ゆきなり,駒村,幸成,こまむら,ゆきなり,61,諸派,NA,新,0,0,0,0,3784,1.55
長野,2,長野2区,手塚 大輔,てづか だいすけ,手塚,大輔,てづか,だいすけ,34,維新,NA,新,0,1,0,0,34073,15.42
長野,2,長野2区,下条 みつ,しもじょう みつ,下条,みつ,しもじょう,みつ,61,希望,NA,元,3,1,1,0,78343,35.47
長野,2,長野2区,中川 博司,なかがわ ひろじ,中川,博司,なかがわ,ひろじ,59,社民,NA,新,0,1,0,0,41274,18.68
長野,2,長野2区,務台 俊介,むたい しゅんすけ,務台,俊介,むたい,しゅんすけ,61,自民,公明,前,2,1,0,1,67210,30.43
長野,3,長野3区,木内 均,きうち ひとし,木内,均,きうち,ひとし,53,自民,公明,前,2,1,0,0,74722,31.08
長野,3,長野3区,小金沢 由佳,こがねざわ ゆか,小金沢,由佳,こがねざわ,ゆか,34,共産,NA,新,0,0,0,0,34462,14.33
長野,3,長野3区,井出 庸生,いで ようせい,井出,庸生,いで,ようせい,39,希望,NA,前,2,1,1,0,127542,53.05
長野,3,長野3区,及川 幸久,おいかわ ゆきひさ,及川,幸久,おいかわ,ゆきひさ,57,諸派,NA,新,0,0,0,0,3687,1.53
長野,4,長野4区,寺島 義幸,てらしま よしゆき,寺島,義幸,てらしま,よしゆき,64,希望,NA,元,1,1,0,0,40863,27.16
長野,4,長野4区,毛利 栄子,もうり えいこ,毛利,栄子,もうり,えいこ,66,共産,NA,新,0,0,0,0,40898,27.19
長野,4,長野4区,後藤 茂之,ごとう しげゆき,後藤,茂之,ごとう,しげゆき,61,自民,公明,前,5,1,1,0,68673,45.65
長野,5,長野5区,曽我 逸郎,そが いつろう,曽我,逸郎,そが,いつろう,61,無所,共産/社民,新,0,0,0,0,48588,26.47
長野,5,長野5区,中嶋 康介,なかじま こうすけ,中嶋,康介,なかじま,こうすけ,40,希望,NA,新,0,1,0,0,43425,23.66
長野,5,長野5区,宮下 一郎,みやした いちろう,宮下,一郎,みやした,いちろう,59,自民,公明,前,4,1,1,0,91542,49.87
岐阜,1,岐阜1区,野原 典子,のはら のりこ,野原,典子,のはら,のりこ,60,諸派,NA,新,0,0,0,0,5124,3.19
岐阜,1,岐阜1区,吉田 里江,よしだ りえ,吉田,里江,よしだ,りえ,51,無所,NA,新,0,0,0,0,43688,27.24
岐阜,1,岐阜1区,野田 聖子,のだ せいこ,野田,聖子,のだ,せいこ,57,自民,公明,前,8,1,1,0,103453,64.51
岐阜,1,岐阜1区,服部 泰輔,はっとり たいすけ,服部,泰輔,はっとり,たいすけ,36,無所,NA,新,0,0,0,0,8113,5.06
岐阜,2,岐阜2区,森桜 房義,もりざくら ふさよし,森桜,房義,もりざくら,ふさよし,60,共産,NA,新,0,0,0,0,38270,24.6
岐阜,2,岐阜2区,棚橋 泰文,たなはし やすふみ,棚橋,泰文,たなはし,やすふみ,54,自民,公明,前,7,1,1,0,117278,75.4
岐阜,3,岐阜3区,武藤 容治,むとう ようじ,武藤,容治,むとう,ようじ,62,自民,公明,前,3,1,1,0,127308,56.88
岐阜,3,岐阜3区,井上 諭,いのうえ さとし,井上,諭,いのうえ,さとし,50,共産,NA,新,0,0,0,0,28093,12.55
岐阜,3,岐阜3区,阪口 直人,さかぐち なおと,阪口,直人,さかぐち,なおと,54,希望,NA,元,2,1,0,0,68404,30.56
岐阜,4,岐阜4区,今井 雅人,いまい まさと,今井,雅人,いまい,まさと,55,希望,NA,前,3,1,0,1,92370,42.28
岐阜,4,岐阜4区,籠山 恵美子,こみやま えみこ,籠山,恵美子,こみやま,えみこ,63,共産,NA,新,0,0,0,0,18634,8.53
岐阜,4,岐阜4区,金子 俊平,かねこ しゅんぺい,金子,俊平,かねこ,しゅんぺい,39,自民,公明,新,0,1,1,0,107473,49.19
岐阜,5,岐阜5区,阿知波 吉信,あちは よしのぶ,阿知波,吉信,あちは,よしのぶ,54,希望,NA,元,1,1,0,0,57982,34.02
岐阜,5,岐阜5区,小関 祥子,おぜき しょうこ,小関,祥子,おぜき,しょうこ,64,共産,NA,新,0,0,0,0,20318,11.92
岐阜,5,岐阜5区,古屋 圭司,ふるや けいじ,古屋,圭司,ふるや,けいじ,64,自民,公明,前,9,1,1,0,92113,54.05
静岡,1,静岡1区,上川 陽子,かみかわ ようこ,上川,陽子,かみかわ,ようこ,64,自民,公明,前,5,1,1,0,96500,46.88
静岡,1,静岡1区,青山 雅幸,あおやま まさゆき,青山,雅幸,あおやま,まさゆき,55,立憲,社民,新,0,1,0,1,38531,18.72
静岡,1,静岡1区,小池 政就,こいけ まさなり,小池,政就,こいけ,まさなり,43,希望,NA,元,1,1,0,0,56086,27.25
静岡,1,静岡1区,鈴木 千佳,すずき ちか,鈴木,千佳,すずき,ちか,46,共産,NA,新,0,0,0,0,14732,7.16
静岡,2,静岡2区,井林 辰憲,いばやし たつのり,井林,辰憲,いばやし,たつのり,41,自民,公明,前,2,1,1,0,130857,57.19
静岡,2,静岡2区,松尾 勉,まつお つとむ,松尾,勉,まつお,つとむ,33,希望,NA,新,0,1,0,0,75771,33.12
静岡,2,静岡2区,四ツ谷 恵,よつや めぐみ,四ツ谷,恵,よつや,めぐみ,65,共産,NA,新,0,0,0,0,22173,9.69
静岡,3,静岡3区,鈴木 望,すずき のぞむ,鈴木,望,すずき,のぞむ,68,希望,NA,元,1,1,0,0,40495,18.41
静岡,3,静岡3区,宮沢 博行,みやざわ ひろゆき,宮沢,博行,みやざわ,ひろゆき,42,自民,公明,前,2,1,1,0,97923,44.51
静岡,3,静岡3区,小山 展弘,こやま のぶひろ,小山,展弘,こやま,のぶひろ,41,無所,NA,前,2,0,0,0,81568,37.08
静岡,4,静岡4区,松原 聡,まつばら さとし,松原,聡,まつばら,さとし,55,共産,NA,新,0,0,0,0,18437,10.7
静岡,4,静岡4区,田中 健,たなか けん,田中,健,たなか,けん,40,希望,NA,新,0,1,0,0,57581,33.43
静岡,4,静岡4区,望月 義夫,もちづき よしお,望月,義夫,もちづき,よしお,70,自民,公明,前,7,1,1,0,96243,55.87
静岡,5,静岡5区,吉川 赳,よしかわ たける,吉川,赳,よしかわ,たける,35,自民,公明,元,1,1,0,0,92467,36.88
静岡,5,静岡5区,井口 昌彦,いぐち まさひこ,井口,昌彦,いぐち,まさひこ,63,共産,NA,新,0,0,0,0,20750,8.28
静岡,5,静岡5区,細野 豪志,ほその ごうし,細野,豪志,ほその,ごうし,46,希望,NA,前,6,0,1,0,137523,54.85
静岡,6,静岡6区,内田 豊,うちだ ゆたか,内田,豊,うちだ,ゆたか,63,共産,NA,新,0,0,0,0,19455,8.23
静岡,6,静岡6区,勝俣 孝明,かつまた たかあき,勝俣,孝明,かつまた,たかあき,41,自民,公明,前,2,1,0,1,108157,45.75
静岡,6,静岡6区,渡辺 周,わたなべ しゅう,渡辺,周,わたなべ,しゅう,55,希望,NA,前,7,1,1,0,108788,46.02
静岡,7,静岡7区,城内 実,きうち みのる,城内,実,きうち,みのる,52,自民,公明,前,4,1,1,0,129463,65.81
静岡,7,静岡7区,日吉 雄太,ひよし ゆうた,日吉,雄太,ひよし,ゆうた,49,立憲,NA,新,0,1,0,1,26383,13.41
静岡,7,静岡7区,野沢 正司,のざわ まさじ,野沢,正司,のざわ,まさじ,68,共産,NA,新,0,0,0,0,10980,5.58
静岡,7,静岡7区,福村 隆,ふくむら たかし,福村,隆,ふくむら,たかし,54,希望,NA,新,0,1,0,0,29905,15.2
静岡,8,静岡8区,源馬 謙太郎,げんま けんたろう,源馬,謙太郎,げんま,けんたろう,44,希望,NA,新,0,1,0,1,78524,39.26
静岡,8,静岡8区,塩谷 立,しおのや りゅう,塩谷,立,しおのや,りゅう,67,自民,公明,前,8,1,1,0,101858,50.92
静岡,8,静岡8区,嶋田 初江,しまだ はつえ,嶋田,初江,しまだ,はつえ,69,共産,NA,新,0,0,0,0,19645,9.82
愛知,1,愛知1区,吉田 統彦,よしだ つねひこ,吉田,統彦,よしだ,つねひこ,42,立憲,NA,元,1,1,0,1,57780,31.97
愛知,1,愛知1区,佐藤 夕子,さとう ゆうこ,佐藤,夕子,さとう,ゆうこ,54,希望,NA,元,1,1,0,0,48633,26.91
愛知,1,愛知1区,熊田 裕通,くまだ ひろみち,熊田,裕通,くまだ,ひろみち,53,自民,公明,前,2,1,1,0,74298,41.11
愛知,2,愛知2区,古川 元久,ふるかわ もとひさ,古川,元久,ふるかわ,もとひさ,51,希望,NA,前,7,1,1,0,99520,50.13
愛知,2,愛知2区,田畑 毅,たばた つよし,田畑,毅,たばた,つよし,45,自民,公明,前,2,1,0,0,71600,36.06
愛知,2,愛知2区,酒井 健太朗,さかい けんたろう,酒井,健太朗,さかい,けんたろう,31,共産,NA,新,0,0,0,0,27423,13.81
愛知,3,愛知3区,近藤 昭一,こんどう しょういち,近藤,昭一,こんどう,しょういち,59,立憲,NA,前,7,1,1,0,98595,46.85
愛知,3,愛知3区,余語 冴耶香,よご さやか,余語,冴耶香,よご,さやか,39,希望,NA,新,0,1,0,0,35611,16.92
愛知,3,愛知3区,池田 佳隆,いけだ よしたか,池田,佳隆,いけだ,よしたか,51,自民,公明,前,2,1,0,1,76220,36.22
愛知,4,愛知4区,西田 敏子,にしだ としこ,西田,敏子,にしだ,としこ,63,共産,NA,新,0,0,0,0,29885,17.63
愛知,4,愛知4区,牧 義夫,まき よしお,牧,義夫,まき,よしお,59,希望,NA,前,5,1,0,1,63207,37.28
愛知,4,愛知4区,工藤 彰三,くどう しょうぞう,工藤,彰三,くどう,しょうぞう,52,自民,公明,前,2,1,1,0,76446,45.09
愛知,5,愛知5区,野々部 尚昭,ののべ なおあき,野々部,尚昭,ののべ,なおあき,47,希望,NA,新,0,1,0,0,32179,16.43
愛知,5,愛知5区,赤松 広隆,あかまつ ひろたか,赤松,広隆,あかまつ,ひろたか,69,立憲,NA,前,9,1,1,0,91081,46.49
愛知,5,愛知5区,神田 憲次,かんだ けんじ,神田,憲次,かんだ,けんじ,54,自民,公明,前,2,1,0,1,72651,37.08
愛知,6,愛知6区,森本 和義,もりもと かずよし,森本,和義,もりもと,かずよし,51,希望,NA,元,1,1,0,0,75069,33.18
愛知,6,愛知6区,丹羽 秀樹,にわ ひでき,丹羽,秀樹,にわ,ひでき,44,自民,公明,前,4,1,1,0,114894,50.79
愛知,6,愛知6区,平山 良平,ひらやま りょうへい,平山,良平,ひらやま,りょうへい,69,社民,NA,新,0,1,0,0,12764,5.64
愛知,6,愛知6区,田上 光徳,たがみ みつのり,田上,光徳,たがみ,みつのり,66,共産,NA,新,0,0,0,0,23499,10.39
愛知,7,愛知7区,山尾 志桜里,やまお しおり,山尾,志桜里,やまお,しおり,43,無所,NA,前,2,0,1,0,128163,50.16
愛知,7,愛知7区,鈴木 淳司,すずき じゅんじ,鈴木,淳司,すずき,じゅんじ,59,自民,公明,前,4,1,0,1,127329,49.84
愛知,8,愛知8区,長友 忠弘,ながとも ただひろ,長友,忠弘,ながとも,ただひろ,58,共産,NA,新,0,0,0,0,19931,8.48
愛知,8,愛知8区,伴野 豊,ばんの ゆたか,伴野,豊,ばんの,ゆたか,56,無所,NA,前,5,0,0,0,106625,45.37
愛知,8,愛知8区,伊藤 忠彦,いとう ただひこ,伊藤,忠彦,いとう,ただひこ,53,自民,公明,前,3,1,1,0,108477,46.15
愛知,9,愛知9区,長坂 康正,ながさか やすまさ,長坂,康正,ながさか,やすまさ,60,自民,公明,前,2,1,1,0,104419,47.5
愛知,9,愛知9区,渡辺 裕,わたなべ ひろし,渡辺,裕,わたなべ,ひろし,37,共産,NA,新,0,0,0,0,25489,11.6
愛知,9,愛知9区,岡本 充功,おかもと みつのり,岡本,充功,おかもと,みつのり,46,希望,NA,前,4,1,0,1,89908,40.9
愛知,10,愛知10区,杉本 和巳,すぎもと かずみ,杉本,和巳,すぎもと,かずみ,57,維新,NA,元,2,1,0,1,44258,19.58
愛知,10,愛知10区,板倉 正文,いたくら まさふみ,板倉,正文,いたくら,まさふみ,59,共産,NA,新,0,0,0,0,27044,11.96
愛知,10,愛知10区,江崎 鉄磨,えさき てつま,江崎,鉄磨,えさき,てつま,74,自民,公明,前,6,0,1,0,88171,39.01
愛知,10,愛知10区,安井 美沙子,やすい みさこ,安井,美沙子,やすい,みさこ,52,希望,NA,新,0,1,0,0,66560,29.45
愛知,11,愛知11区,本多 信弘,ほんだ のぶひろ,本多,信弘,ほんだ,のぶひろ,41,共産,NA,新,0,0,0,0,18685,7.46
愛知,11,愛知11区,古本 伸一郎,ふるもと しんいちろう,古本,伸一郎,ふるもと,しんいちろう,52,希望,NA,前,5,1,1,0,134698,53.8
愛知,11,愛知11区,八木 哲也,やぎ てつや,八木,哲也,やぎ,てつや,70,自民,公明,前,2,1,0,1,96978,38.74
愛知,12,愛知12区,重徳 和彦,しげとく かずひこ,重徳,和彦,しげとく,かずひこ,46,無所,NA,前,2,0,1,0,103088,55.86
愛知,12,愛知12区,宮地 勲,みやち いさお,宮地,勲,みやち,いさお,63,共産,NA,新,0,0,0,0,9897,5.36
愛知,12,愛知12区,青山 周平,あおやま しゅうへい,青山,周平,あおやま,しゅうへい,40,自民,公明,前,2,1,0,0,71553,38.77
愛知,13,愛知13区,大西 健介,おおにし けんすけ,大西,健介,おおにし,けんすけ,46,希望,NA,前,3,1,1,0,116471,47.42
愛知,13,愛知13区,大見 正,おおみ せい,大見,正,おおみ,せい,59,自民,NA,前,2,1,0,1,109581,44.61
愛知,13,愛知13区,下島 良一,しもじま りょういち,下島,良一,しもじま,りょういち,71,共産,NA,新,0,0,0,0,19589,7.97
愛知,14,愛知14区,金原 信之,きんぱら のぶゆき,金原,信之,きんぱら,のぶゆき,57,共産,NA,新,0,0,0,0,16969,9.74
愛知,14,愛知14区,今枝 宗一郎,いまえだ そういちろう,今枝,宗一郎,いまえだ,そういちろう,33,自民,公明,前,2,1,1,0,96303,55.27
愛知,14,愛知14区,田中 克典,たなか かつのり,田中,克典,たなか,かつのり,43,希望,NA,新,0,1,0,0,60955,34.99
愛知,15,愛知15区,根本 幸典,ねもと ゆきのり,根本,幸典,ねもと,ゆきのり,52,自民,公明,前,2,1,1,0,95568,49.94
愛知,15,愛知15区,関 健一郎,せき けんいちろう,関,健一郎,せき,けんいちろう,39,希望,NA,新,0,1,0,1,77224,40.35
愛知,15,愛知15区,野沢 康幸,のざわ やすゆき,野沢,康幸,のざわ,やすゆき,29,共産,NA,新,0,0,0,0,18574,9.71
三重,1,三重1区,松田 直久,まつだ なおひさ,松田,直久,まつだ,なおひさ,63,無所,NA,前,1,0,0,0,94045,46.18
三重,1,三重1区,田村 憲久,たむら のりひさ,田村,憲久,たむら,のりひさ,52,自民,公明,前,7,1,1,0,109584,53.82
三重,2,三重2区,中川 正春,なかがわ まさはる,中川,正春,なかがわ,まさはる,67,無所,NA,前,7,0,1,0,122518,53.9
三重,2,三重2区,川崎 二郎,かわさき じろう,川崎,二郎,かわさき,じろう,69,自民,公明,前,11,1,0,1,104780,46.1
三重,3,三重3区,坂本 麻貴,さかもと まき,坂本,麻貴,さかもと,まき,33,諸派,NA,新,0,0,0,0,6353,2.78
三重,3,三重3区,岡田 克也,おかだ かつや,岡田,克也,おかだ,かつや,64,無所,NA,前,9,0,1,0,147255,64.34
三重,3,三重3区,野村 真弘,のむら まさひろ,野村,真弘,のむら,まさひろ,61,共産,NA,新,0,0,0,0,11864,5.18
三重,3,三重3区,島田 佳和,しまだ よしかず,島田,佳和,しまだ,よしかず,47,自民,公明,前,2,1,0,0,63406,27.7
三重,4,三重4区,三ツ矢 憲生,みつや のりお,三ツ矢,憲生,みつや,のりお,66,自民,公明,前,5,0,1,0,99596,54.04
三重,4,三重4区,谷中 三好,たになか みよし,谷中,三好,たになか,みよし,57,共産,NA,新,0,0,0,0,15724,8.53
三重,4,三重4区,藤田 大助,ふじた だいすけ,藤田,大助,ふじた,だいすけ,41,希望,NA,元,1,1,0,0,68978,37.43
滋賀,1,滋賀1区,小坂 淑子,こさか よしこ,小坂,淑子,こさか,よしこ,77,社民,NA,新,0,1,0,0,13483,7.57
滋賀,1,滋賀1区,大岡 敏孝,おおおか としたか,大岡,敏孝,おおおか,としたか,45,自民,公明,前,2,1,1,0,84994,47.7
滋賀,1,滋賀1区,嘉田 由紀子,かだ ゆきこ,嘉田,由紀子,かだ,ゆきこ,67,無所,NA,新,0,0,0,0,79724,44.74
滋賀,2,滋賀2区,田島 一成,たじま いっせい,田島,一成,たじま,いっせい,55,希望,NA,前,4,1,0,0,58718,40.2
滋賀,2,滋賀2区,上野 賢一郎,うえの けんいちろう,上野,賢一郎,うえの,けんいちろう,52,自民,公明,前,3,1,1,0,73694,50.45
滋賀,2,滋賀2区,荒川 雅司,あらかわ まさし,荒川,雅司,あらかわ,まさし,42,諸派,NA,新,0,0,0,0,2576,1.76
滋賀,2,滋賀2区,対月 慈照,たいげつ じしょう,対月,慈照,たいげつ,じしょう,64,無所,NA,新,0,0,0,0,11073,7.58
滋賀,3,滋賀3区,小川 泰江,おがわ やすえ,小川,泰江,おがわ,やすえ,54,希望,NA,新,0,1,0,0,48018,33.76
滋賀,3,滋賀3区,石堂 淳士,いしどう あつし,石堂,淳士,いしどう,あつし,43,共産,NA,新,0,0,0,0,15502,10.9
滋賀,3,滋賀3区,武村 展英,たけむら のぶひで,武村,展英,たけむら,のぶひで,45,自民,公明,前,2,1,1,0,78724,55.34
滋賀,4,滋賀4区,西沢 耕一,にしざわ こういち,西沢,耕一,にしざわ,こういち,39,共産,NA,新,0,0,0,0,22896,13.66
滋賀,4,滋賀4区,小寺 裕雄,こてら ひろお,小寺,裕雄,こてら,ひろお,57,自民,公明,新,0,1,1,0,80114,47.79
滋賀,4,滋賀4区,徳永 久志,とくなが ひさし,徳永,久志,とくなが,ひさし,54,希望,NA,新,0,1,0,0,64617,38.55
京都,1,京都1区,伊吹 文明,いぶき ぶんめい,伊吹,文明,いぶき,ぶんめい,79,自民,公明,前,11,0,1,0,88106,47.32
京都,1,京都1区,穀田 恵二,こくた けいじ,穀田,恵二,こくた,けいじ,70,共産,NA,前,8,1,0,1,61938,33.27
京都,1,京都1区,嶋村 聖子,しまむら せいこ,嶋村,聖子,しまむら,せいこ,40,希望,NA,新,0,1,0,0,36134,19.41
京都,2,京都2区,地坂 拓晃,ちさか たくあき,地坂,拓晃,ちさか,たくあき,44,共産,NA,新,0,1,0,0,28600,21.28
京都,2,京都2区,繁本 護,しげもと まもる,繁本,護,しげもと,まもる,44,自民,公明,新,0,1,0,1,40336,30.01
京都,2,京都2区,前原 誠司,まえはら せいじ,前原,誠司,まえはら,せいじ,55,無所,NA,前,8,0,1,0,65480,48.71
京都,3,京都3区,泉 健太,いずみ けんた,泉,健太,いずみ,けんた,43,希望,NA,前,6,1,1,0,63013,38.3
京都,3,京都3区,金森 亨,かなもり とおる,金森,亨,かなもり,とおる,61,共産,NA,新,0,0,0,0,26420,16.06
京都,3,京都3区,森 夏枝,もり なつえ,森,夏枝,もり,なつえ,36,維新,NA,新,0,1,0,1,16511,10.03
京都,3,京都3区,木村 弥生,きむら やよい,木村,弥生,きむら,やよい,52,自民,公明,前,1,1,0,1,56534,34.36
京都,3,京都3区,小田切 新一郎,おだぎり しんいちろう,小田切,新一郎,おだぎり,しんいちろう,71,無所,NA,新,0,0,0,0,2059,1.25
京都,4,京都4区,吉田 幸一,よしだ こういち,吉田,幸一,よしだ,こういち,43,共産,NA,新,0,0,0,0,38219,19.48
京都,4,京都4区,北神 圭朗,きたがみ けいろう,北神,圭朗,きたがみ,けいろう,50,希望,NA,前,3,1,0,0,71068,36.23
京都,4,京都4区,縁田 有紀,えんだ ゆき,縁田,有紀,えんだ,ゆき,27,諸派,NA,新,0,0,0,0,3606,1.84
京都,4,京都4区,田中 英之,たなか ひでゆき,田中,英之,たなか,ひでゆき,47,自民,公明,前,2,1,1,0,83286,42.45
京都,5,京都5区,井上 一徳,いのうえ かずのり,井上,一徳,いのうえ,かずのり,55,希望,NA,新,0,1,0,1,19586,14.07
京都,5,京都5区,中山 泰,なかやま やすし,中山,泰,なかやま,やすし,57,無所,NA,新,0,0,0,0,30665,22.03
京都,5,京都5区,山内 健,やまうち けん,山内,健,やまうち,けん,49,共産,NA,新,0,0,0,0,21234,15.25
京都,5,京都5区,鈴木 麻理子,すずき まりこ,鈴木,麻理子,すずき,まりこ,33,無所,NA,新,0,0,0,0,7464,5.36
京都,5,京都5区,本田 太郎,ほんだ たろう,本田,太郎,ほんだ,たろう,43,自民,公明,新,0,1,1,0,60277,43.29
京都,6,京都6区,山井 和則,やまのい かずのり,山井,和則,やまのい,かずのり,55,希望,NA,前,6,1,0,1,100338,42.28
京都,6,京都6区,上條 亮一,かみじょう りょういち,上條,亮一,かみじょう,りょういち,31,共産,NA,新,0,0,0,0,34998,14.75
京都,6,京都6区,安藤 裕,あんどう ひろし,安藤,裕,あんどう,ひろし,52,自民,公明,前,2,1,1,0,101977,42.97
大阪,1,大阪1区,井上 英孝,いのうえ ひでたか,井上,英孝,いのうえ,ひでたか,45,維新,NA,前,2,1,0,1,66506,36.91
大阪,1,大阪1区,大西 宏幸,おおにし ひろゆき,大西,宏幸,おおにし,ひろゆき,50,自民,公明,前,1,1,1,0,67748,37.6
大阪,1,大阪1区,小泉 修平,こいずみ しゅうへい,小泉,修平,こいずみ,しゅうへい,70,諸派,NA,新,0,0,0,0,5291,2.94
大阪,1,大阪1区,村上 賀厚,むらかみ のりあつ,村上,賀厚,むらかみ,のりあつ,58,立憲,NA,新,0,1,0,0,26140,14.51
大阪,1,大阪1区,柴山 昇,しばやま のぼる,柴山,昇,しばやま,のぼる,63,共産,NA,新,0,0,0,0,14498,8.05
大阪,2,大阪2区,尾辻 かな子,おつじ かなこ,尾辻,かな子,おつじ,かなこ,42,立憲,NA,新,0,1,0,1,48018,23.05
大阪,2,大阪2区,椎木 保,しいき たもつ,椎木,保,しいき,たもつ,51,維新,NA,前,2,1,0,0,68844,33.05
大阪,2,大阪2区,左藤 章,さとう あきら,左藤,章,さとう,あきら,66,自民,公明,前,4,1,1,0,91439,43.9
大阪,3,大阪3区,渡部 結,わたなべ ゆい,渡部,結,わたなべ,ゆい,36,共産,NA,新,0,1,0,0,54958,35.43
大阪,3,大阪3区,佐藤 茂樹,さとう しげき,佐藤,茂樹,さとう,しげき,58,公明,自民,前,8,0,1,0,83907,54.1
大阪,3,大阪3区,中条 栄太郎,ちゅうじょう えいたろう,中条,栄太郎,ちゅうじょう,えいたろう,48,無所,NA,新,0,0,0,0,16231,10.47
大阪,4,大阪4区,中山 泰秀,なかやま やすひで,中山,泰秀,なかやま,やすひで,47,自民,公明,前,4,1,1,0,80083,42.29
大阪,4,大阪4区,清水 忠史,しみず ただし,清水,忠史,しみず,ただし,49,共産,NA,前,1,1,0,0,36825,19.45
大阪,4,大阪4区,美延 映夫,みのべ てるお,美延,映夫,みのべ,てるお,56,維新,NA,新,0,1,0,0,72446,38.26
大阪,5,大阪5区,数森 圭吾,かずもり けいご,数森,圭吾,かずもり,けいご,38,諸派,NA,新,0,0,0,0,9522,5.36
