prefecture,name,yomi,lastname,firstname,last_kana,first_kana,age,party,recommended,status,previous,n_cand,win,votes,vshare,magnitude
秋田,村岡 敏英,むらおか としひで,村岡,敏英,むらおか,としひで,61,無所属,国民民主,新,0,6,0,162889,35.65,1
秋田,石井 浩郎,いしい ひろお,石井,浩郎,いしい,ひろお,58,自民党,公明,現,2,6,1,194949,42.66,1
秋田,佐々 百合子,ささ ゆりこ,佐々,百合子,ささ,ゆりこ,46,無所属,立憲民主,新,0,6,0,62415,13.66,1
秋田,伊東 万美子,いとう まみこ,伊東,万美子,いとう,まみこ,51,諸派,NA,新,0,6,0,10329,2.26,1
山形,黒木 明,くろき あきら,黒木,明,くろき,あきら,48,諸派,NA,新,0,5,0,11481,2.09,1
山形,舟山 康江,ふなやま やすえ,舟山,康江,ふなやま,やすえ,56,国民民主党,NA,現,2,5,1,269494,48.96,1
山形,石川 渉,いしかわ しょう,石川,渉,いしかわ,しょう,48,共産党,NA,新,0,5,0,19767,3.59,1
山形,小泉 明,こいずみ あきら,小泉,明,こいずみ,あきら,51,NHK党,NA,新,0,5,0,7217,1.31,1
山形,大内 理加,おおうち りか,大内,理加,おおうち,りか,59,自民党,公明,新,0,5,0,242433,44.05,1
福島,皆川 真紀子,みながわ まきこ,皆川,真紀子,みながわ,まきこ,52,NHK党,NA,新,0,5,0,19829,2.44,1
福島,小野寺 彰子,おのでら あきこ,小野寺,彰子,おのでら,あきこ,43,無所属,立憲民主/国民民主/社民,新,0,5,0,320151,39.35,1
福島,窪山 紗和子,くぼやま さわこ,窪山,紗和子,くぼやま,さわこ,47,諸派,NA,新,0,5,0,23027,2.83,1
福島,佐藤 早苗,さとう さなえ,佐藤,早苗,さとう,さなえ,62,無所属,NA,新,0,5,0,30913,3.8,1
福島,星 北斗,ほし ほくと,星,北斗,ほし,ほくと,58,自民党,公明,新,0,5,1,419701,51.58,1
茨城,菊池 政也,きくち まさや,菊池,政也,きくち,まさや,37,諸派,NA,新,0,8,0,48582,4.45,2
茨城,堂込 麻紀子,どうごみ まきこ,堂込,麻紀子,どうごみ,まきこ,46,無所属,立憲民主/国民民主,新,0,8,1,197292,18.08,2
茨城,佐々木 里加,ささき りか,佐々木,里加,ささき,りか,55,日本維新の会,NA,新,0,8,0,159017,14.57,2
茨城,丹羽 茂之,にわ しげゆき,丹羽,茂之,にわ,しげゆき,30,NHK党,NA,新,0,8,0,14724,1.35,2
茨城,加藤 明良,かとう あきよし,加藤,明良,かとう,あきよし,54,自民党,公明,新,0,8,1,544187,49.86,2
茨城,村田 大地,むらた だいち,村田,大地,むらた,だいち,45,NHK党,NA,新,0,8,0,16966,1.55,2
茨城,大内 久美子,おおうち くみこ,大内,久美子,おおうち,くみこ,72,共産党,NA,新,0,8,0,105735,9.69,2
茨城,仲村渠 哲勝,なかんだかり てつまさ,仲村渠,哲勝,なかんだかり,てつまさ,80,無所属,NA,新,0,8,0,4866,0.45,2
栃木,岡村 恵子,おかむら けいこ,岡村,恵子,おかむら,けいこ,68,共産党,NA,新,0,6,0,44310,6.01,1
栃木,板倉 京,いたくら みやこ,板倉,京,いたくら,みやこ,55,立憲民主党,NA,新,0,6,0,127628,17.32,1
栃木,上野 通子,うえの みちこ,上野,通子,うえの,みちこ,64,自民党,公明,現,2,6,1,414456,56.24,1
栃木,大隈 広郷,おおくま ひろさと,大隈,広郷,おおくま,ひろさと,52,諸派,NA,新,0,6,0,30864,4.19,1
栃木,大久保 裕美,おおくぼ ゆみ,大久保,裕美,おおくぼ,ゆみ,45,日本維新の会,NA,新,0,6,0,100529,13.64,1
栃木,高橋 真佐子,たかはし まさこ,高橋,真佐子,たかはし,まさこ,57,NHK党,NA,新,0,6,0,19090,2.59,1
群馬,小島 糾史,こじま ただふみ,小島,糾史,こじま,ただふみ,46,NHK党,NA,新,0,5,0,22276,2.99,1
群馬,新倉 哲郎,にいくら てつろう,新倉,哲郎,にいくら,てつろう,43,諸派,NA,新,0,5,0,39523,5.3,1
群馬,中曽根 弘文,なかそね ひろふみ,中曽根,弘文,なかそね,ひろふみ,76,自民党,公明,現,6,5,1,476017,63.83,1
群馬,白井 桂子,しらい けいこ,白井,桂子,しらい,けいこ,60,無所属,立憲民主,新,0,5,0,138429,18.56,1
群馬,高橋 保,たかはし たもつ,高橋,保,たかはし,たもつ,64,共産党,NA,新,0,5,0,69490,9.32,1
埼玉,宮川 直輝,みやがわ なおき,宮川,直輝,みやがわ,なおき,49,NHK党,NA,新,0,15,0,12279,0.41,4
埼玉,加来 武宜,かく たけよし,加来,武宜,かく,たけよし,41,日本維新の会,NA,新,0,15,0,324476,10.74,4
埼玉,高木 真理,たかぎ まり,高木,真理,たかぎ,まり,54,立憲民主党,NA,新,0,15,1,444567,14.71,4
埼玉,湊 侑子,みなと ゆうこ,湊,侑子,みなと,ゆうこ,39,諸派,NA,新,0,15,0,15389,0.51,4
埼玉,関口 昌一,せきぐち まさかず,関口,昌一,せきぐち,まさかず,69,自民党,NA,現,4,15,1,727232,24.07,4
埼玉,上田 清司,うえだ きよし,上田,清司,うえだ,きよし,74,無所属,国民民主,現,1,15,1,501820,16.61,4
埼玉,梅村 早江子,うめむら さえこ,梅村,早江子,うめむら,さえこ,58,共産党,NA,新,0,15,0,236899,7.84,4
埼玉,河合 悠祐,かわい ゆうすけ,河合,悠祐,かわい,ゆうすけ,41,NHK党,NA,新,0,15,0,18194,0.6,4
埼玉,西田 実仁,にしだ まこと,西田,実仁,にしだ,まこと,59,公明党,自民,現,3,15,1,476642,15.78,4
埼玉,高橋 易資,たかはし やすし,高橋,易資,たかはし,やすし,65,無所属,NA,新,0,15,0,22613,0.75,4
埼玉,堀切 笹美,ほりきり ささみ,堀切,笹美,ほりきり,ささみ,47,諸派,NA,新,0,15,0,8588,0.28,4
埼玉,小林 宏,こばやし ひろし,小林,宏,こばやし,ひろし,49,NHK党,NA,新,0,15,0,13966,0.46,4
埼玉,坂上 仁志,さかうえ ひとし,坂上,仁志,さかうえ,ひとし,60,諸派,NA,新,0,15,0,89693,2.97,4
埼玉,池 高生,いけ たかお,池,高生,いけ,たかお,53,NHK党,NA,新,0,15,0,7178,0.24,4
埼玉,西 美友加,にし みゆか,西,美友加,にし,みゆか,50,れいわ新選組,NA,新,0,15,0,121769,4.03,4
千葉,猪口 邦子,いのぐち くにこ,猪口,邦子,いのぐち,くにこ,70,自民党,公明,現,2,14,1,587809,23.13,3
千葉,七海 ひろこ,ななみ ひろこ,七海,ひろこ,ななみ,ひろこ,37,諸派,NA,新,0,14,0,22834,0.9,3
千葉,臼井 正一,うすい しょういち,臼井,正一,うすい,しょういち,47,自民党,公明,新,0,14,1,656952,25.85,3
千葉,渡辺 晋宏,わたなべ くにひろ,渡辺,晋宏,わたなべ,くにひろ,36,NHK党,NA,新,0,14,0,17511,0.69,3
千葉,記内 恵,きない めぐみ,記内,恵,きない,めぐみ,47,諸派,NA,新,0,14,0,10922,0.43,3
千葉,椎名 亮太,しいな りょうた,椎名,亮太,しいな,りょうた,38,諸派,NA,新,0,14,0,86147,3.39,3
千葉,小西 洋之,こにし ひろゆき,小西,洋之,こにし,ひろゆき,50,立憲民主党,NA,現,2,14,1,473175,18.62,3
千葉,中村 典子,なかむら のりこ,中村,典子,なかむら,のりこ,44,NHK党,NA,新,0,14,0,28295,1.11,3
千葉,礒部 裕和,いそべ ひろかず,礒部,裕和,いそべ,ひろかず,40,国民民主党,NA,新,0,14,0,161648,6.36,3
千葉,梓 まり,あずさ まり,梓,まり,あずさ,まり,51,諸派,NA,新,0,14,0,18329,0.72,3
千葉,斉藤 和子,さいとう かずこ,斉藤,和子,さいとう,かずこ,47,共産党,NA,新,0,14,0,194475,7.65,3
千葉,佐野 正人,さの まさと,佐野,正人,さの,まさと,54,日本維新の会,NA,新,0,14,0,251416,9.89,3
千葉,須田 良,すだ りょう,須田,良,すだ,りょう,30,NHK党,NA,新,0,14,0,13016,0.51,3
千葉,宇田 桜子,うた さくらこ,宇田,桜子,うた,さくらこ,41,諸派,NA,新,0,14,0,18791,0.74,3
東京,説田 健二,せった けんじ,説田,健二,せった,けんじ,51,NHK党,NA,新,0,34,0,9658,0.15,6
東京,菅原 深雪,すがわら みゆき,菅原,深雪,すがわら,みゆき,60,諸派,NA,新,0,34,0,17020,0.27,6
東京,山本 太郎,やまもと たろう,山本,太郎,やまもと,たろう,47,れいわ新選組,NA,前,1,34,1,565925,8.99,6
東京,中村 之菊,なかむら みどり,中村,之菊,なかむら,みどり,42,諸派,NA,新,0,34,0,3043,0.05,6
東京,安藤 裕,あんどう ひろし,安藤,裕,あんどう,ひろし,57,諸派,NA,新,0,34,0,20758,0.33,6
東京,海老沢 由紀,えびさわ ゆき,海老沢,由紀,えびさわ,ゆき,48,日本維新の会,NA,新,0,34,0,530361,8.42,6
東京,荒木 千陽,あらき ちはる,荒木,千陽,あらき,ちはる,40,諸派,国民民主,新,0,34,0,284629,4.52,6
東京,服部 良一,はっとり りょういち,服部,良一,はっとり,りょういち,72,社民党,NA,新,0,34,0,59365,0.94,6
東京,長谷川 洋平,はせがわ ようへい,長谷川,洋平,はせがわ,ようへい,45,NHK党,NA,新,0,34,0,13431,0.21,6
東京,山添 拓,やまぞえ たく,山添,拓,やまぞえ,たく,37,共産党,NA,現,1,34,1,685224,10.88,6
東京,猪野 恵司,いの けいじ,猪野,恵司,いの,けいじ,38,NHK党,NA,新,0,34,0,10150,0.16,6
東京,竹谷 とし子,たけや としこ,竹谷,とし子,たけや,としこ,52,公明党,NA,現,2,34,1,742968,11.8,6
東京,田中 健,たなか けん,田中,健,たなか,けん,56,NHK党,NA,新,0,34,0,19287,0.31,6
東京,沓沢 亮治,くつざわ りょうじ,沓沢,亮治,くつざわ,りょうじ,54,諸派,NA,新,0,34,0,46641,0.74,6
東京,桑島 康文,くわじま やすふみ,桑島,康文,くわじま,やすふみ,60,諸派,NA,新,0,34,0,1913,0.03,6
東京,小畑 治彦,こばた はるひこ,小畑,治彦,こばた,はるひこ,36,諸派,NA,新,0,34,0,3283,0.05,6
東京,後藤 輝樹,ごとう てるき,後藤,輝樹,ごとう,てるき,39,諸派,NA,新,0,34,0,19100,0.3,6
東京,朝日 健太郎,あさひ けんたろう,朝日,健太郎,あさひ,けんたろう,46,自民党,NA,現,1,34,1,922793,14.65,6
東京,込山 洋,こみやま ひろし,込山,洋,こみやま,ひろし,48,諸派,NA,新,0,34,0,5408,0.09,6
東京,及川 幸久,おいかわ ゆきひさ,及川,幸久,おいかわ,ゆきひさ,62,諸派,NA,新,0,34,0,25209,0.4,6
東京,青山 雅幸,あおやま まさゆき,青山,雅幸,あおやま,まさゆき,60,諸派,NA,新,0,34,0,14845,0.24,6
東京,生稲 晃子,いくいな あきこ,生稲,晃子,いくいな,あきこ,54,自民党,NA,新,0,34,1,619792,9.84,6
東京,松尾 明弘,まつお あきひろ,松尾,明弘,まつお,あきひろ,47,立憲民主党,NA,新,0,34,0,372064,5.91,6
東京,蓮舫,れんほう,蓮舫,NA,れんほう,NA,54,立憲民主党,NA,現,3,34,NA,NA,NA,NA
東京,斎木 陽平,さいき ようへい,斎木,陽平,さいき,ようへい,30,諸派,NA,新,0,34,0,50661,0.8,6
東京,河野 憲二,こうの けんじ,河野,憲二,こうの,けんじ,74,諸派,NA,新,0,34,0,22306,0.35,6
東京,乙武 洋匡,おとたけ ひろただ,乙武,洋匡,おとたけ,ひろただ,46,無所属,NA,新,0,34,0,322904,5.13,6
東京,中川 智晴,なかがわ ともはる,中川,智晴,なかがわ,ともはる,64,無所属,NA,新,0,34,0,7203,0.11,6
東京,田村 真菜,たむら まな,田村,真菜,たむら,まな,34,諸派,NA,新,0,34,0,27110,0.43,6
東京,内藤 久遠,ないとう ひさお,内藤,久遠,ないとう,ひさお,65,諸派,NA,新,0,34,0,3559,0.06,6
東京,松田 美樹,まつだ みき,松田,美樹,まつだ,みき,35,NHK党,NA,新,0,34,0,53032,0.84,6
東京,河西 泉緒,かわにし みお,河西,泉緒,かわにし,みお,41,諸派,NA,新,0,34,0,137692,2.19,6
東京,油井 史正,あぶらい ふみまさ,油井,史正,あぶらい,ふみまさ,78,無所属,NA,新,0,34,0,3370,0.05,6
東京,中村 高志,なかむら たかし,中村,高志,なかむら,たかし,62,無所属,NA,新,0,34,0,7417,0.12,6
神奈川,寺崎 雄介,てらさき ゆうすけ,寺崎,雄介,てらさき,ゆうすけ,50,立憲民主党,NA,新,0,22,0,210016,5.13,5
神奈川,重黒木 優平,じゅうくろき ゆうへい,重黒木,優平,じゅうくろき,ゆうへい,35,NHK党,NA,新,0,22,0,25784,0.63,5
神奈川,浅賀 由香,あさか ゆか,浅賀,由香,あさか,ゆか,42,共産党,NA,新,0,22,0,354456,8.67,5
神奈川,水野 素子,みずの もとこ,水野,素子,みずの,もとこ,52,立憲民主党,NA,新,0,22,1,394303,9.64,5
神奈川,橋本 博幸,はしもと ひろゆき,橋本,博幸,はしもと,ひろゆき,39,NHK党,NA,新,0,22,0,19920,0.49,5
神奈川,三浦 信祐,みうら のぶひろ,三浦,信祐,みうら,のぶひろ,47,公明党,自民,現,1,22,1,547028,13.37,5
神奈川,内海 洋一,うつみ よういち,内海,洋一,うつみ,よういち,63,社民党,NA,新,0,22,0,49787,1.22,5
神奈川,三原 じゅん子,みはら じゅんこ,三原,じゅん子,みはら,じゅんこ,57,自民党,NA,現,2,22,1,807300,19.74,5
神奈川,グリスタン・エズズ,ぐりすたんえずず,グリスタン・エズズ,NA,ぐりすたんえずず,NA,37,諸派,NA,新,0,22,NA,NA,NA,NA
神奈川,萩山 あゆみ,はぎやま あゆみ,萩山,あゆみ,はぎやま,あゆみ,44,諸派,NA,新,0,22,0,8099,0.2,5
神奈川,浅尾 慶一郎,あさお けいいちろう,浅尾,慶一郎,あさお,けいいちろう,58,自民党,NA,元,2,22,1,544597,13.31,5
神奈川,小野塚 清仁,おのづか きよと,小野塚,清仁,おのづか,きよと,49,NHK党,NA,新,0,22,0,11623,0.28,5
神奈川,松沢 成文,まつざわ しげふみ,松沢,成文,まつざわ,しげふみ,64,日本維新の会,NA,前,2,22,1,605248,14.8,5
神奈川,深作 ヘスス,ふかさく へすす,深作,ヘスス,ふかさく,へすす,37,国民民主党,NA,新,0,22,0,253234,6.19,5
神奈川,久保田 京,くぼた けい,久保田,京,くぼた,けい,45,諸派,NA,新,0,22,0,10268,0.25,5
神奈川,藤沢 あゆみ,ふじさわ あゆみ,藤沢,あゆみ,ふじさわ,あゆみ,55,無所属,NA,新,0,22,0,19155,0.47,5
神奈川,壹岐 愛子,いき あいこ,壹岐,愛子,いき,あいこ,36,諸派,NA,新,0,22,0,11073,0.27,5
神奈川,飯田 富和子,いいだ とわこ,飯田,富和子,いいだ,とわこ,53,NHK党,NA,新,0,22,0,17609,0.43,5
神奈川,首藤 信彦,すとう のぶひこ,首藤,信彦,すとう,のぶひこ,77,諸派,NA,新,0,22,0,13904,0.34,5
神奈川,針谷 大輔,はりや だいすけ,針谷,大輔,はりや,だいすけ,57,諸派,NA,新,0,22,0,19867,0.49,5
神奈川,藤村 晃子,ふじむら あきこ,藤村,晃子,ふじむら,あきこ,49,諸派,NA,新,0,22,0,120471,2.95,5
神奈川,秋田 恵,あきた めぐみ,秋田,恵,あきた,めぐみ,40,無所属,NA,新,0,22,0,24389,0.6,5
新潟,遠藤 弘樹,えんどう ひろき,遠藤,弘樹,えんどう,ひろき,42,諸派,NA,新,0,4,0,32500,3.2,1
新潟,越智 寛之,おち ひろゆき,越智,寛之,おち,ひろゆき,48,NHK党,NA,新,0,4,0,17098,1.68,1
新潟,森 ゆうこ,もり ゆうこ,森,ゆうこ,もり,ゆうこ,66,立憲民主党,社民,現,3,4,0,448651,44.17,1
新潟,小林 一大,こばやし かずひろ,小林,一大,こばやし,かずひろ,49,自民党,公明,新,0,4,1,517581,50.95,1
富山,京谷 公友,きょうたに きみとも,京谷,公友,きょうたに,きみとも,54,日本維新の会,NA,新,0,6,0,43177,9.8,1
富山,野上 浩太郎,のがみ こうたろう,野上,浩太郎,のがみ,こうたろう,55,自民党,公明,現,3,6,1,302951,68.77,1
富山,小関 真二,こせき しんじ,小関,真二,こせき,しんじ,61,NHK党,NA,新,0,6,0,6209,1.41,1
富山,坂本 洋史,さかもと ひろし,坂本,洋史,さかもと,ひろし,51,共産党,NA,新,0,6,0,26493,6.01,1
富山,海老 克昌,えび かつよし,海老,克昌,えび,かつよし,41,諸派,NA,新,0,6,0,20970,4.76,1
富山,山 登志浩,やま としひろ,山,登志浩,やま,としひろ,42,立憲民主党,NA,新,0,6,0,40735,9.25,1
石川,西村 祐士,にしむら ひろし,西村,祐士,にしむら,ひろし,67,共産党,NA,新,0,6,0,23119,5.44,1
石川,岡田 直樹,おかだ なおき,岡田,直樹,おかだ,なおき,60,自民党,公明,現,3,6,1,274253,64.53,1
石川,小山田 経子,おやまだ つねこ,小山田,経子,おやまだ,つねこ,44,立憲民主党,NA,新,0,6,0,83766,19.71,1
石川,先沖 仁志,さきおき ひとし,先沖,仁志,さきおき,ひとし,46,諸派,NA,新,0,6,0,21567,5.07,1
石川,山田 信一,やまだ しんいち,山田,信一,やまだ,しんいち,51,NHK党,NA,新,0,6,0,12120,2.85,1
石川,針原 崇志,はりはら たかゆき,針原,崇志,はりはら,たかゆき,50,諸派,NA,新,0,6,0,10188,2.4,1
福井,砂畑 まみ恵,すなはた まみえ,砂畑,まみ恵,すなはた,まみえ,40,諸派,NA,新,0,6,0,26042,7.62,1
福井,斉木 武志,さいき たけし,斉木,武志,さいき,たけし,48,無所属,NA,新,0,6,0,122389,35.82,1
福井,山崎 正昭,やまざき まさあき,山崎,正昭,やまざき,まさあき,80,自民党,公明,現,5,6,1,135762,39.74,1
福井,笹岡 一彦,ささおか かずひこ,笹岡,一彦,ささおか,かずひこ,66,無所属,維新,新,0,6,0,31228,9.14,1
福井,山田 和雄,やまだ かずお,山田,和雄,やまだ,かずお,54,共産党,NA,新,0,6,0,17044,4.99,1
福井,ダニエル 益資,だにえる よしもと,ダニエル,益資,だにえる,よしもと,42,NHK党,NA,新,0,6,0,9203,2.69,1
山梨,渡辺 知彦,わたなべ ともひこ,渡辺,知彦,わたなべ,ともひこ,58,諸派,NA,新,0,4,0,20291,5.42,1
山梨,宮沢 由佳,みやざわ ゆか,宮沢,由佳,みやざわ,ゆか,59,立憲民主党,社民,現,1,4,0,163740,43.77,1
山梨,永井 学,ながい まなぶ,永井,学,ながい,まなぶ,48,自民党,公明,新,0,4,1,183073,48.94,1
山梨,黒木 一郎,くろき いちろう,黒木,一郎,くろき,いちろう,51,NHK党,NA,新,0,4,0,7006,1.87,1
長野,手塚 大輔,てづか だいすけ,手塚,大輔,てづか,だいすけ,39,日本維新の会,NA,新,0,6,0,102223,10.53,1
長野,松山 三四六,まつやま さんしろう,松山,三四六,まつやま,さんしろう,52,自民党,公明,新,0,6,0,376028,38.74,1
長野,杉尾 秀哉,すぎお ひでや,杉尾,秀哉,すぎお,ひでや,64,立憲民主党,社民,現,1,6,1,433154,44.62,1
長野,サルサ 岩渕,さるさ いわぶち,サルサ,岩渕,さるさ,いわぶち,44,無所属,NA,新,0,6,0,10978,1.13,1
長野,秋山 良治,あきやま よしはる,秋山,良治,あきやま,よしはる,45,諸派,NA,新,0,6,0,31644,3.26,1
長野,日高 千穂,ひだか ちほ,日高,千穂,ひだか,ちほ,43,NHK党,NA,新,0,6,0,16646,1.71,1
岐阜,三尾 圭司,みお けいじ,三尾,圭司,みお,けいじ,45,共産党,NA,新,0,5,0,74072,8.65,1
岐阜,広江 恵,ひろえ めぐみ,広江,恵,ひろえ,めぐみ,43,諸派,NA,新,0,5,0,49350,5.77,1
岐阜,渡辺 猛之,わたなべ たけゆき,渡辺,猛之,わたなべ,たけゆき,54,自民党,公明,現,2,5,1,452085,52.81,1
岐阜,丹野 みどり,たんの みどり,丹野,みどり,たんの,みどり,49,国民民主党,NA,新,0,5,0,257852,30.12,1
岐阜,坂本 雅彦,さかもと まさひこ,坂本,雅彦,さかもと,まさひこ,50,NHK党,NA,新,0,5,0,22648,2.65,1
静岡,舟橋 夢人,ふなはし ゆめと,舟橋,夢人,ふなはし,ゆめと,56,NHK党,NA,新,0,8,0,14640,0.93,2
静岡,鈴木 千佳,すずき ちか,鈴木,千佳,すずき,ちか,51,共産党,NA,新,0,8,0,137835,8.76,2
静岡,山本 貴史,やまもと たかし,山本,貴史,やまもと,たかし,52,諸派,NA,新,0,8,0,72662,4.62,2
静岡,山崎 真之輔,やまざき しんのすけ,山崎,真之輔,やまざき,しんのすけ,40,無所属,国民民主,現,1,8,0,250391,15.91,2
静岡,若林 洋平,わかばやし ようへい,若林,洋平,わかばやし,ようへい,50,自民党,公明,新,0,8,1,622141,39.54,2
静岡,平山 佐知子,ひらやま さちこ,平山,佐知子,ひらやま,さちこ,51,無所属,NA,現,1,8,1,446185,28.36,2
静岡,堀川 圭輔,ほりかわ けいすけ,堀川,圭輔,ほりかわ,けいすけ,48,NHK党,NA,新,0,8,0,19023,1.21,2
静岡,船川 淳志,ふなかわ あつし,船川,淳志,ふなかわ,あつし,65,無所属,NA,新,0,8,0,10666,0.68,2
愛知,広沢 一郎,ひろさわ いちろう,広沢,一郎,ひろさわ,いちろう,58,日本維新の会,NA,新,0,17,0,351840,11.36,4
愛知,伝 三樹雄,でん みきお,伝,三樹雄,でん,みきお,43,諸派,NA,新,0,17,0,8071,0.26,4
愛知,須山 初美,すやま はつみ,須山,初美,すやま,はつみ,43,共産党,NA,新,0,17,0,198962,6.43,4
愛知,石川 昭彦,いしかわ あきひこ,石川,昭彦,いしかわ,あきひこ,51,諸派,NA,新,0,17,0,40868,1.32,4
愛知,山下 俊輔,やました しゅんすけ,山下,俊輔,やました,しゅんすけ,60,無所属,NA,新,0,17,0,36370,1.17,4
愛知,伊藤 正哉,いとう まさや,伊藤,正哉,いとう,まさや,34,諸派,NA,新,0,17,0,107387,3.47,4
愛知,我喜屋 宗司,がきや そうじ,我喜屋,宗司,がきや,そうじ,42,れいわ新選組,NA,新,0,17,0,108922,3.52,4
愛知,斎藤 幸成,さいとう こうせい,斎藤,幸成,さいとう,こうせい,53,NHK党,NA,新,0,17,0,9841,0.32,4
愛知,山下 健次,やました けんじ,山下,健次,やました,けんじ,34,NHK党,NA,新,0,17,0,21629,0.7,4
愛知,塚崎 海緒,つかざき みお,塚崎,海緒,つかざき,みお,41,社民党,NA,新,0,17,0,39569,1.28,4
愛知,斎藤 嘉隆,さいとう よしたか,斎藤,嘉隆,さいとう,よしたか,59,立憲民主党,NA,現,2,17,1,403027,13.02,4
愛知,伊藤 孝恵,いとう たかえ,伊藤,孝恵,いとう,たかえ,47,国民民主党,NA,現,1,17,1,391757,12.65,4
愛知,曽我 周作,そが しゅうさく,曽我,周作,そが,しゅうさく,43,諸派,NA,新,0,17,0,12459,0.4,4
愛知,藤川 政人,ふじかわ まさひと,藤川,政人,ふじかわ,まさひと,62,自民党,NA,現,2,17,1,878403,28.37,4
愛知,末永 友香梨,すえなが ゆかり,末永,友香梨,すえなが,ゆかり,40,NHK党,NA,新,0,17,0,27497,0.89,4
愛知,里見 隆治,さとみ りゅうじ,里見,隆治,さとみ,りゅうじ,54,公明党,自民,現,1,17,1,443250,14.32,4
愛知,平岡 真奈美,ひらおか まなみ,平岡,真奈美,ひらおか,まなみ,43,NHK党,NA,新,0,17,0,16359,0.53,4
三重,堀江 珠恵,ほりえ たまえ,堀江,珠恵,ほりえ,たまえ,47,諸派,NA,新,0,4,0,51069,6.76,1
三重,芳野 正英,よしの まさひで,芳野,正英,よしの,まさひで,47,無所属,立憲民主/国民民主/社民,新,0,4,0,278508,36.87,1
三重,門田 節代,かどた せつよ,門田,節代,かどた,せつよ,54,NHK党,NA,新,0,4,0,22128,2.93,1
三重,山本 佐知子,やまもと さちこ,山本,佐知子,やまもと,さちこ,54,自民党,公明,新,0,4,1,403630,53.44,1
