prefecture,name,yomi,lastname,firstname,last_kana,first_kana,age,party,recommended,status,previous,n_cand,win,votes,vshare,magnitude
滋賀,石堂 淳士,いしどう あつし,石堂,淳士,いしどう,あつし,48,共産党,NA,新,0,5,0,51742,8.48,1
滋賀,小鑓 隆史,こやり たかし,小鑓,隆史,こやり,たかし,55,自民党,公明,現,1,5,1,315249,51.64,1
滋賀,田野上 勇人,たのうえ はやと,田野上,勇人,たのうえ,はやと,57,NHK党,NA,新,0,5,0,16980,2.78,1
滋賀,田島 一成,たじま いっせい,田島,一成,たじま,いっせい,60,無所属,立憲民主/国民民主,新,0,5,0,190700,31.24,1
滋賀,片岡 真,かたおか まこと,片岡,真,かたおか,まこと,30,諸派,NA,新,0,5,0,35839,5.87,1
京都,武山 彩子,たけやま さいこ,武山,彩子,たけやま,さいこ,51,共産党,NA,新,0,9,0,130260,12.53,2
京都,福山 哲郎,ふくやま てつろう,福山,哲郎,ふくやま,てつろう,60,立憲民主党,NA,現,4,9,1,275140,26.46,2
京都,平井 基之,ひらい もとゆき,平井,基之,ひらい,もとゆき,43,諸派,NA,新,0,9,0,5414,0.52,2
京都,橋本 久美,はしもと くみ,橋本,久美,はしもと,くみ,53,諸派,NA,新,0,9,0,21614,2.08,2
京都,星野 達也,ほしの たつや,星野,達也,ほしの,たつや,33,NHK党,NA,新,0,9,0,8946,0.86,2
京都,安達 悠司,あだち ゆうじ,安達,悠司,あだち,ゆうじ,40,諸派,NA,新,0,9,0,40500,3.89,2
京都,近江 政彦,おうみ まさひこ,近江,政彦,おうみ,まさひこ,52,NHK党,NA,新,0,9,0,7181,0.69,2
京都,楠井 祐子,くすい ゆうこ,楠井,祐子,くすい,ゆうこ,54,日本維新の会,国民民主,新,0,9,0,257852,24.79,2
京都,吉井 章,よしい あきら,吉井,章,よしい,あきら,55,自民党,公明,新,0,9,1,293071,28.18,2
大阪,大谷 由里子,おおたに ゆりこ,大谷,由里子,おおたに,ゆりこ,59,国民民主党,NA,新,0,18,0,103052,2.76,4
大阪,高山 純三朗,たかやま じゅんざぶろう,高山,純三朗,たかやま,じゅんざぶろう,49,NHK党,NA,新,0,18,0,7254,0.19,4
大阪,吉田 宏之,よしだ ひろゆき,吉田,宏之,よしだ,ひろゆき,46,NHK党,NA,新,0,18,0,21663,0.58,4
大阪,本多 香織,ほんだ かおり,本多,香織,ほんだ,かおり,50,諸派,NA,新,0,18,0,9138,0.24,4
大阪,押越 清悦,おしこし せいいち,押越,清悦,おしこし,せいいち,63,諸派,NA,新,0,18,0,2440,0.07,4
大阪,石川 博崇,いしかわ ひろたか,石川,博崇,いしかわ,ひろたか,48,公明党,NA,現,2,18,1,586940,15.71,4
大阪,高木 佳保里,たかぎ かおり,高木,佳保里,たかぎ,かおり,49,日本維新の会,NA,現,1,18,1,862736,23.09,4
大阪,石田 敏高,いしだ としたか,石田,敏高,いしだ,としたか,57,立憲民主党,NA,新,0,18,0,197975,5.3,4
大阪,後藤 住弘,ごとう よしひろ,後藤,住弘,ごとう,よしひろ,56,諸派,NA,新,0,18,0,6217,0.17,4
大阪,浅田 均,あさだ ひとし,浅田,均,あさだ,ひとし,71,日本維新の会,NA,現,1,18,1,598021,16.01,4
大阪,西谷 久美,にしたに ひさよし,西谷,久美,にしたに,ひさよし,67,諸派,NA,新,0,18,0,37088,0.99,4
大阪,数森 圭吾,かずもり けいご,数森,圭吾,かずもり,けいご,42,諸派,NA,新,0,18,0,8111,0.22,4
大阪,西脇 京子,にしわき きょうこ,西脇,京子,にしわき,きょうこ,49,NHK党,NA,新,0,18,0,13234,0.35,4
大阪,辰巳 孝太郎,たつみ こうたろう,辰巳,孝太郎,たつみ,こうたろう,45,共産党,NA,前,1,18,0,337467,9.03,4
大阪,油谷 聖一郎,あぶらたに せいいちろう,油谷,聖一郎,あぶらたに,せいいちろう,48,諸派,NA,新,0,18,0,97426,2.61,4
大阪,八幡 愛,やはた あい,八幡,愛,やはた,あい,34,れいわ新選組,NA,新,0,18,0,110767,2.96,4
大阪,松川 るい,まつかわ るい,松川,るい,まつかわ,るい,51,自民党,NA,現,1,18,1,725243,19.41,4
大阪,丸吉 孝文,まるよし たかふみ,丸吉,孝文,まるよし,たかふみ,37,NHK党,NA,新,0,18,0,11220,0.3,4
兵庫,西村 しのぶ,にしむら しのぶ,西村,しのぶ,にしむら,しのぶ,59,諸派,NA,新,0,13,0,88231,3.83,3
兵庫,片山 大介,かたやま だいすけ,片山,大介,かたやま,だいすけ,55,日本維新の会,NA,現,1,13,1,652384,28.34,3
兵庫,木原 功仁哉,きはら くにや,木原,功仁哉,きはら,くにや,38,無所属,NA,新,0,13,0,25113,1.09,3
兵庫,稲垣 秀哉,いながき ひでや,稲垣,秀哉,いながき,ひでや,53,諸派,NA,新,0,13,0,8989,0.39,3
兵庫,速水 肇,はやみず はじめ,速水,肇,はやみず,はじめ,37,NHK党,NA,新,0,13,0,14323,0.62,3
兵庫,伊藤 孝江,いとう たかえ,伊藤,孝江,いとう,たかえ,54,公明党,自民,現,1,13,1,454962,19.76,3
兵庫,里村 英一,さとむら えいいち,里村,英一,さとむら,えいいち,61,諸派,NA,新,0,13,0,7263,0.32,3
兵庫,黒田 秀高,くろだ ひでたか,黒田,秀高,くろだ,ひでたか,75,諸派,NA,新,0,13,0,33870,1.47,3
兵庫,末松 信介,すえまつ しんすけ,末松,信介,すえまつ,しんすけ,66,自民党,NA,現,3,13,1,562853,24.45,3
兵庫,山崎 藍子,やまざき あいこ,山崎,藍子,やまざき,あいこ,37,NHK党,NA,新,0,13,0,27057,1.18,3
兵庫,相崎 佐和子,あいざき さわこ,相崎,佐和子,あいざき,さわこ,49,立憲民主党,社民,新,0,13,0,260496,11.32,3
兵庫,中曽 千鶴子,なかそ ちづこ,中曽,千鶴子,なかそ,ちづこ,60,NHK党,NA,新,0,13,0,16324,0.71,3
兵庫,小村 潤,こむら じゅん,小村,潤,こむら,じゅん,46,共産党,NA,新,0,13,0,150040,6.52,3
奈良,北野 伊津子,きたの いつこ,北野,伊津子,きたの,いつこ,46,共産党,NA,新,0,6,0,42609,6.93,1
奈良,中村 麻美,なかむら まみ,中村,麻美,なかむら,まみ,43,諸派,NA,新,0,6,0,28919,4.7,1
奈良,猪奥 美里,いおく みさと,猪奥,美里,いおく,みさと,42,立憲民主党,NA,新,0,6,0,98757,16.07,1
奈良,中川 崇,なかがわ たかし,中川,崇,なかがわ,たかし,36,日本維新の会,NA,新,0,6,0,180124,29.3,1
奈良,佐藤 啓,さとう けい,佐藤,啓,さとう,けい,43,自民党,公明,現,1,6,1,256139,41.67,1
奈良,冨田 哲之,とみだ てつゆき,冨田,哲之,とみだ,てつゆき,70,NHK党,NA,新,0,6,0,8161,1.33,1
和歌山,谷口 尚大,たにぐち たかひろ,谷口,尚大,たにぐち,たかひろ,42,諸派,NA,新,0,5,0,14200,3.6,1
和歌山,前 久,まえ ひさし,前,久,まえ,ひさし,66,共産党,NA,新,0,5,0,57522,14.6,1
和歌山,鶴保 庸介,つるほ ようすけ,鶴保,庸介,つるほ,ようすけ,55,自民党,公明,現,4,5,1,283965,72.06,1
和歌山,遠西 愛美,とおにし まなみ,遠西,愛美,とおにし,まなみ,37,NHK党,NA,新,0,5,0,15420,3.91,1
和歌山,加藤 充也,かとう あつや,加藤,充也,かとう,あつや,57,諸派,NA,新,0,5,0,22967,5.83,1
鳥取・島根,黒瀬 信明,くろせ のぶあき,黒瀬,信明,くろせ,のぶあき,37,NHK党,NA,新,0,5,0,13517,2.59,1
鳥取・島根,福住 英行,ふくずみ ひでゆき,福住,英行,ふくずみ,ひでゆき,46,共産党,NA,新,0,5,0,37723,7.22,1
鳥取・島根,村上 泰二朗,むらかみ たいじろう,村上,泰二朗,むらかみ,たいじろう,34,立憲民主党,NA,新,0,5,0,118063,22.58,1
鳥取・島根,前田 敬孝,まえた ひろのり,前田,敬孝,まえた,ひろのり,60,諸派,NA,新,0,5,0,26718,5.11,1
鳥取・島根,青木 一彦,あおき かずひこ,青木,一彦,あおき,かずひこ,61,自民党,公明,現,2,5,1,326750,62.5,1
岡山,高野 由里子,たかの ゆりこ,高野,由里子,たかの,ゆりこ,46,諸派,NA,新,0,5,0,37281,5.2,1
岡山,住寄 聡美,すみより さとみ,住寄,聡美,すみより,さとみ,39,共産党,NA,新,0,5,0,59481,8.29,1
岡山,小野田 紀美,おのだ きみ,小野田,紀美,おのだ,きみ,39,自民党,NA,現,1,5,1,392553,54.74,1
岡山,黒田 晋,くろだ すすむ,黒田,晋,くろだ,すすむ,58,無所属,立憲民主/国民民主,新,0,5,0,211419,29.48,1
岡山,山本 貴平,やまもと たかひら,山本,貴平,やまもと,たかひら,47,NHK党,NA,新,0,5,0,16441,2.29,1
広島,浅井 千晴,あさい ちはる,浅井,千晴,あさい,ちはる,45,諸派,NA,新,0,10,0,52969,5.03,2
広島,渡辺 敏光,わたなべ としみつ,渡辺,敏光,わたなべ,としみつ,38,NHK党,NA,新,0,10,0,11087,1.05,2
広島,森川 央,もりかわ ひさし,森川,央,もりかわ,ひさし,46,日本維新の会,NA,新,0,10,0,114442,10.86,2
広島,宮沢 洋一,みやざわ よういち,宮沢,洋一,みやざわ,よういち,72,自民党,公明,現,2,10,1,530375,50.33,2
広島,産原 稔文,うぶはら としふみ,産原,稔文,うぶはら,としふみ,54,無所属,NA,新,0,10,0,6717,0.64,2
広島,三上 絵里,みかみ えり,三上,絵里,みかみ,えり,52,無所属,立憲民主/国民民主/社民,新,0,10,1,259363,24.61,2
広島,中村 孝江,なかむら たかえ,中村,孝江,なかむら,たかえ,36,共産党,NA,新,0,10,0,58461,5.55,2
広島,玉田 憲勲,たまだ のりたか,玉田,憲勲,たまだ,のりたか,64,無所属,NA,新,0,10,0,7335,0.7,2
広島,猪飼 規之,いかい のりゆき,猪飼,規之,いかい,のりゆき,48,NHK党,NA,新,0,10,0,5846,0.55,2
広島,野村 昌央,のむら まさてる,野村,昌央,のむら,まさてる,39,諸派,NA,新,0,10,0,7149,0.68,2
山口,秋山 賢治,あきやま けんじ,秋山,賢治,あきやま,けんじ,52,立憲民主党,NA,新,0,7,0,61853,11.91,1
山口,江島 潔,えじま きよし,江島,潔,えじま,きよし,65,自民党,公明,現,2,7,1,327153,62.97,1
山口,二矢川 珠紀,にやがわ たまき,二矢川,珠紀,にやがわ,たまき,51,NHK党,NA,新,0,7,0,8298,1.6,1
山口,大内 一也,おおうち かずや,大内,一也,おおうち,かずや,48,国民民主党,NA,新,0,7,0,53990,10.39,1
山口,大石 健一,おおいし けんいち,大石,健一,おおいし,けんいち,57,諸派,NA,新,0,7,0,20441,3.93,1
山口,佐々木 信夫,ささき ただお,佐々木,信夫,ささき,ただお,83,諸派,NA,新,0,7,0,15410,2.97,1
山口,吉田 達彦,よしだ たつひこ,吉田,達彦,よしだ,たつひこ,64,共産党,NA,新,0,7,0,32390,6.23,1
徳島・高知,藤本 健一,ふじもと けんいち,藤本,健一,ふじもと,けんいち,52,日本維新の会,NA,新,0,6,0,62001,11.38,1
徳島・高知,中西 祐介,なかにし ゆうすけ,中西,祐介,なかにし,ゆうすけ,42,自民党,公明,現,2,6,1,287609,52.81,1
徳島・高知,前田 強,まえだ つよし,前田,強,まえだ,つよし,39,国民民主党,NA,新,0,6,0,49566,9.1,1
徳島・高知,中島 康治,なかじま やすはる,中島,康治,なかじま,やすはる,43,NHK党,NA,新,0,6,0,14006,2.57,1
徳島・高知,荒牧 国晴,あらまき くにはる,荒牧,国晴,あらまき,くにはる,41,諸派,NA,新,0,6,0,28195,5.18,1
徳島・高知,松本 顕治,まつもと けんじ,松本,顕治,まつもと,けんじ,38,共産党,社民,新,0,6,0,103217,18.95,1
香川,池田 順一,いけだ じゅんいち,池田,順一,いけだ,じゅんいち,41,NHK党,NA,新,0,8,0,7116,1.84,1
香川,小林 直美,こばやし なおみ,小林,直美,こばやし,なおみ,48,諸派,NA,新,0,8,0,13528,3.5,1
香川,石田 真優,いしだ まゆ,石田,真優,いしだ,まゆ,40,共産党,NA,新,0,8,0,18070,4.67,1
香川,三谷 祥子,みたに しょうこ,三谷,祥子,みたに,しょうこ,55,国民民主党,NA,新,0,8,0,59614,15.42,1
香川,茂木 邦夫,もてき くにお,茂木,邦夫,もてき,くにお,35,立憲民主党,NA,新,0,8,0,52897,13.68,1
香川,鹿島 日出喜,かしま ひでき,鹿島,日出喜,かしま,ひでき,78,諸派,NA,新,0,8,0,2890,0.75,1
香川,町川 順子,まちかわ じゅんこ,町川,順子,まちかわ,じゅんこ,63,日本維新の会,NA,新,0,8,0,33399,8.64,1
香川,磯崎 仁彦,いそざき よしひこ,磯崎,仁彦,いそざき,よしひこ,64,自民党,公明,現,2,8,1,199135,51.5,1
愛媛,山本 順三,やまもと じゅんぞう,山本,順三,やまもと,じゅんぞう,67,自民党,公明,現,3,5,1,318846,59.04,1
愛媛,吉原 弘訓,よしはら ひろのり,吉原,弘訓,よしはら,ひろのり,36,NHK党,NA,新,0,5,0,12724,2.36,1
愛媛,松木 崇,まつぎ たかし,松木,崇,まつぎ,たかし,42,諸派,NA,新,0,5,0,7350,1.36,1
愛媛,八木 邦靖,やぎ くにやす,八木,邦靖,やぎ,くにやす,56,諸派,NA,新,0,5,0,27912,5.17,1
愛媛,高見 知佳,たかみ ちか,高見,知佳,たかみ,ちか,60,無所属,立憲民主,新,0,5,0,173229,32.08,1
福岡,古賀 之士,こが ゆきひと,古賀,之士,こが,ゆきひと,63,立憲民主党,NA,現,1,16,1,438876,21.87,3
福岡,先崎 玲,せんざき れい,先崎,玲,せんざき,れい,65,諸派,NA,新,0,16,0,4908,0.24,3
福岡,熊丸 英治,くままる えいじ,熊丸,英治,くままる,えいじ,52,NHK党,NA,新,0,16,0,9309,0.46,3
福岡,福本 貴紀,ふくもと たかのり,福本,貴紀,ふくもと,たかのり,49,社民党,NA,新,0,16,0,30190,1.5,3
福岡,秋野 公造,あきの こうぞう,秋野,公造,あきの,こうぞう,55,公明党,自民,現,2,16,1,348700,17.38,3
福岡,大田 京子,おおた きょうこ,大田,京子,おおた,きょうこ,43,国民民主党,NA,新,0,16,0,133900,6.67,3
福岡,対馬 一誠,つしま いっせい,対馬,一誠,つしま,いっせい,62,無所属,NA,新,0,16,0,7186,0.36,3
福岡,組坂 善昭,くみさか よしあき,組坂,善昭,くみさか,よしあき,75,諸派,NA,新,0,16,0,3868,0.19,3
福岡,奥田 芙美代,おくだ ふみよ,奥田,芙美代,おくだ,ふみよ,45,れいわ新選組,NA,新,0,16,0,82333,4.1,3
福岡,龍野 真由美,りゅうの まゆみ,龍野,真由美,りゅうの,まゆみ,49,日本維新の会,NA,新,0,16,0,158772,7.91,3
福岡,野中 しんすけ,のなか しんすけ,野中,しんすけ,のなか,しんすけ,35,諸派,NA,新,0,16,0,72263,3.6,3
福岡,真島 省三,まじま しょうぞう,真島,省三,まじま,しょうぞう,59,共産党,NA,新,0,16,0,98746,4.92,3
福岡,大家 敏志,おおいえ さとし,大家,敏志,おおいえ,さとし,54,自民党,NA,現,2,16,1,586217,29.21,3
福岡,江夏 正敏,えなつ まさとし,江夏,正敏,えなつ,まさとし,54,諸派,NA,新,0,16,0,7962,0.4,3
福岡,和田 昌子,わだ まさこ,和田,昌子,わだ,まさこ,41,NHK党,NA,新,0,16,0,8917,0.44,3
福岡,真島 加央理,ましま かおり,真島,加央理,ましま,かおり,40,NHK党,NA,新,0,16,0,14513,0.72,3
佐賀,福岡 資麿,ふくおか たかまろ,福岡,資麿,ふくおか,たかまろ,49,自民党,公明,現,2,5,1,218425,65.19,1
佐賀,小野 司,おの つかさ,小野,司,おの,つかさ,45,立憲民主党,NA,新,0,5,0,78802,23.52,1
佐賀,稲葉 継男,いなば つぎお,稲葉,継男,いなば,つぎお,46,諸派,NA,新,0,5,0,18008,5.37,1
佐賀,真喜志 雄一,まきし ゆういち,真喜志,雄一,まきし,ゆういち,31,NHK党,NA,新,0,5,0,6383,1.91,1
佐賀,上村 泰稔,かみむら やすとし,上村,泰稔,かみむら,やすとし,57,共産党,NA,新,0,5,0,13442,4.01,1
長崎,山本 啓介,やまもと けいすけ,山本,啓介,やまもと,けいすけ,47,自民党,公明,新,0,6,1,261554,50.07,1
長崎,山田 真美,やまだ まみ,山田,真美,やまだ,まみ,50,日本維新の会,NA,新,0,6,0,53715,10.28,1
長崎,大熊 和人,おおくま かずと,大熊,和人,おおくま,かずと,52,NHK党,NA,新,0,6,0,6969,1.33,1
長崎,安江 綾子,やすえ あやこ,安江,綾子,やすえ,あやこ,45,共産党,NA,新,0,6,0,26281,5.03,1
長崎,白川 鮎美,しらかわ あゆみ,白川,鮎美,しらかわ,あゆみ,42,立憲民主党,社民,新,0,6,0,152473,29.19,1
長崎,尾方 綾子,おがた あやこ,尾方,綾子,おがた,あやこ,47,諸派,NA,新,0,6,0,21363,4.09,1
熊本,高井 千歳,たかい ちとせ,高井,千歳,たかい,ちとせ,36,諸派,NA,新,0,4,0,78101,11.38,1
熊本,出口 慎太郎,でぐち しんたろう,出口,慎太郎,でぐち,しんたろう,40,立憲民主党,社民,新,0,4,0,149780,21.83,1
熊本,松村 祥史,まつむら よしふみ,松村,祥史,まつむら,よしふみ,58,自民党,公明,現,3,4,1,426623,62.17,1
熊本,本間 明子,ほんま あきこ,本間,明子,ほんま,あきこ,40,NHK党,NA,新,0,4,0,31734,4.62,1
大分,小手川 裕市,こてがわ ゆういち,小手川,裕市,こてがわ,ゆういち,55,無所属,NA,新,0,6,0,10512,2.14,1
大分,古庄 玄知,こしょう はるとも,古庄,玄知,こしょう,はるとも,64,自民党,公明,新,0,6,1,228417,46.58,1
大分,二宮 大造,にのみや たいぞう,二宮,大造,にのみや,たいぞう,51,NHK党,NA,新,0,6,0,10770,2.2,1
大分,山下 魁,やました かい,山下,魁,やました,かい,45,共産党,NA,新,0,6,0,35705,7.28,1
大分,足立 信也,あだち しんや,足立,信也,あだち,しんや,65,国民民主党,NA,現,3,6,0,183258,37.37,1
大分,重松 雄子,しげまつ ゆうこ,重松,雄子,しげまつ,ゆうこ,63,諸派,NA,新,0,6,0,21723,4.43,1
宮崎,森 大地,もり だいち,森,大地,もり,だいち,30,NHK党,NA,新,0,6,0,8255,1.98,1
宮崎,黒木 章光,くろぎ あきみつ,黒木,章光,くろぎ,あきみつ,45,国民民主党,NA,新,0,6,0,30162,7.22,1
宮崎,白江 好友,しらえ よしとも,白江,好友,しらえ,よしとも,33,共産党,NA,新,0,6,0,12260,2.93,1
宮崎,松下 新平,まつした しんぺい,松下,新平,まつした,しんぺい,55,自民党,公明,現,3,6,1,200565,48,1
宮崎,黒田 奈々,くろだ なな,黒田,奈々,くろだ,なな,48,立憲民主党,社民,新,0,6,0,150911,36.12,1
宮崎,今村 幸史,いまむら ゆきふみ,今村,幸史,いまむら,ゆきふみ,49,諸派,NA,新,0,6,0,15670,3.75,1
鹿児島,野村 哲郎,のむら てつろう,野村,哲郎,のむら,てつろう,78,自民党,公明,現,3,5,1,291169,46.01,1
鹿児島,昇 拓真,のぼり たくま,昇,拓真,のぼり,たくま,32,諸派,NA,新,0,5,0,47479,7.5,1
鹿児島,西郷 歩美,さいごう あゆみ,西郷,歩美,さいごう,あゆみ,37,無所属,NA,新,0,5,0,93372,14.75,1
鹿児島,柳 誠子,やなぎ せいこ,柳,誠子,やなぎ,せいこ,61,立憲民主党,社民,新,0,5,0,185055,29.24,1
鹿児島,草尾 敦,くさお あつし,草尾,敦,くさお,あつし,53,NHK党,NA,新,0,5,0,15770,2.49,1
沖縄,伊波 洋一,いは よういち,伊波,洋一,いは,よういち,70,無所属,れいわ,現,1,5,1,274235,46.89,1
沖縄,古謝 玄太,こじゃ げんた,古謝,玄太,こじゃ,げんた,38,自民党,公明,新,0,5,0,271347,46.4,1
沖縄,山本 圭,やまもと けい,山本,圭,やまもと,けい,42,NHK党,NA,新,0,5,0,11034,1.89,1
沖縄,河野 禎史,かわの さだふみ,河野,禎史,かわの,さだふみ,48,諸派,NA,新,0,5,0,22585,3.86,1
沖縄,金城 竜郎,きんじょう たつろう,金城,竜郎,きんじょう,たつろう,58,諸派,NA,新,0,5,0,5644,0.97,1
東京,蓮舫 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,670339,10.64,6
神奈川,グリスタン・エズズ ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22043,0.54,5
