"year","ku","kun","party","name","age","status","nocand","wl","rank","previous","vote","voteshare","eligible","turnout","exp","experience","expm"
2009,"ishikawa",3,"DPJ","KONDO, KAZUYA",35,"challenger",3,"won",1,1,100832,49.9,268230,76.66,7080746,0,7.080746
2009,"ishikawa",3,"LDP","KITAMURA, SHIGEO",63,"incumbent",3,"zombie",2,2,98599,48.8,268230,76.66,8060736,1,8.060736
2009,"ishikawa",3,"H","HIGASHI, YOSHIKAZU",54,"challenger",3,"lost",3,0,2654,1.3,268230,76.66,1378696,0,1.378696
2009,"iwate",1,"DPJ","SHINA, TAKESHI",42,"incumbent",5,"won",1,2,116425,60.2,275596,70.93,8365132,1,8.365132
2009,"iwate",1,"LDP","TAKAHASHI, HINAKO",51,"challenger",5,"lost",2,0,50585,26.2,275596,70.93,10625710,0,10.62571
2009,"iwate",1,"SDP","ISAWA, MASAHIRO",62,"challenger",5,"lost",3,0,13048,6.8,275596,70.93,4875017,0,4.875017
2009,"iwate",1,"JCP","YOSHIDA, KYOKO",28,"challenger",5,"lost",4,0,12187,6.3,275596,70.93,1055958,0,1.055958
2009,"iwate",1,"H","MORI, KENSAKU",52,"challenger",5,"lost",5,0,1047,0.5,275596,70.93,1405547,0,1.405547
2009,"iwate",2,"DPJ","HATA, KOJI",45,"challenger",3,"won",1,1,115080,54.2,300967,71.62,11038714,0,11.038714
2009,"iwate",2,"LDP","SUZUKI, SHUNICHI",56,"incumbent",3,"lost",2,6,94566,44.6,300967,71.62,14449442,1,14.449442
2009,"iwate",2,"H","KUDO, TETSUKO",46,"challenger",3,"lost",3,0,2581,1.2,300967,71.62,1621302,0,1.621302
2009,"iwate",3,"DPJ","KIKAWADA, TORU",55,"incumbent",3,"won",1,4,122746,67,249636,75.14,7105240,1,7.10524
2009,"iwate",3,"LDP","HASHIMOTO, HIDENORI",42,"challenger",3,"lost",2,0,57674,31.5,249636,75.14,6533703,0,6.533703
2009,"iwate",3,"H","ABE, TATDASHIGE",35,"challenger",3,"lost",3,0,2811,1.5,249636,75.14,1948671,0,1.948671
2009,"iwate",4,"DPJ","OZAWA, ICHIRO",67,"incumbent",5,"won",1,14,133978,62.6,284534,76.18,8228787,1,8.228787
2009,"iwate",4,"LDP","TAKAHASHI, YOSHINOBU",55,"ex",5,"lost",2,0,41690,19.5,284534,76.18,7697952,1,7.697952
2009,"iwate",4,"SDP","OBARA, SENRYO",65,"challenger",5,"lost",3,0,28925,13.5,284534,76.18,7156209,0,7.156209
2009,"iwate",4,"JCP","SEGAWA, SADAKIYO",59,"challenger",5,"lost",4,0,8288,3.9,284534,76.18,1213937,0,1.213937
2009,"iwate",4,"H","YASUNAGA, AKIRA",61,"challenger",5,"lost",5,0,1280,0.6,284534,76.18,1678268,0,1.678268
2009,"kagawa",1,"DPJ","OGAWA, JUNYA",38,"incumbent",4,"won",1,2,109618,52.2,304702,70.14,14129651,1,14.129651
2009,"kagawa",1,"LDP","HIRAI, TAKUYA",51,"incumbent",4,"zombie",2,4,91403,43.6,304702,70.14,18271872,1,18.271872
2009,"kagawa",1,"JCP","KAWAMURA, TADASHI",50,"challenger",4,"lost",3,0,6378,3,304702,70.14,323337,0,0.323337
2009,"kagawa",1,"H","SHIRAISHI, KUMIKO",47,"challenger",4,"lost",4,0,2416,1.2,304702,70.14,2067108,0,2.067108
2009,"kagawa",2,"DPJ","TAMAKI, YUICHIRO",40,"challenger",3,"won",1,1,109863,57.2,274715,71.49,10287798,0,10.287798
2009,"kagawa",2,"LDP","KIMURA, YOSHIO",61,"incumbent",3,"lost",2,0,79463,41.3,274715,71.49,10358,1,0.010358
2009,"kagawa",2,"H","DOI, MISAKO",50,"challenger",3,"lost",3,0,2848,1.5,274715,71.49,1912199,0,1.912199
2009,"kagawa",3,"LDP","OONO, YOSHINORI",73,"incumbent",5,"won",1,8,73379,43.3,251318,69.29,15735767,1,15.735767
2009,"kagawa",3,"SDP","MAIDA, HARUHIKO",50,"challenger",5,"lost",2,0,53822,31.8,251318,69.29,3614287,0,3.614287
2009,"kagawa",3,"independent","MANABE, TAKESHI",46,"challenger",5,"lost",3,0,32963,19.5,251318,69.29,7679584,0,7.679584
2009,"kagawa",3,"JCP","CHIKAISHI, MICHIKO",61,"challenger",5,"lost",4,0,7325,4.3,251318,69.29,284654,0,0.284654
2009,"kagawa",3,"H","SENOO, MAYUMI",49,"challenger",5,"lost",5,0,1886,1.1,251318,69.29,2622910,0,2.62291
2009,"kagoshima",1,"DPJ","KAWAUCHI, HIROSHI",47,"incumbent",5,"won",1,5,117383,53.2,333555,66.88,21444256,1,21.444256
2009,"kagoshima",1,"LDP","YASUOKA, OKIHARU",70,"incumbent",5,"lost",2,11,94226,42.7,333555,66.88,14698093,1,14.698093
2009,"kagoshima",1,"JCP","YAMAGUCHI, HIRONOBU",34,"challenger",5,"lost",3,0,6422,2.9,333555,66.88,792249,0,0.792249
2009,"kagoshima",1,"independent","YAMASHITA, JUNICHI",54,"challenger",5,"lost",4,0,1429,0.6,333555,66.88,NA,0,NA
2009,"kagoshima",1,"H","KAWTA, JUNICHI",42,"challenger",5,"lost",5,0,1079,0.5,333555,66.88,1617993,0,1.617993
2009,"kagoshima",2,"LDP","TOKUDA, TAKESHI",38,"incumbent",3,"won",1,2,114102,55.7,281457,74.18,25029285,1,25.029285
2009,"kagoshima",2,"DPJ","UCHIKOSHI, AKASHI",51,"challenger",3,"zombie",2,1,88562,43.2,281457,74.18,15095555,0,15.095555
2009,"kagoshima",2,"H","KAMIMURA, MIFUKO",64,"challenger",3,"lost",3,0,2169,1.1,281457,74.18,1182451,0,1.182451
2009,"kagoshima",3,"NNP","MATSUSHITA, TADAHIRO",70,"ex",3,"won",1,5,107285,56.5,264355,72.95,10702814,1,10.702814
2009,"kagoshima",3,"LDP","MIYAJI, KAZUAKI",68,"incumbent",3,"lost",2,0,78876,41.6,264355,72.95,9984434,1,9.984434
2009,"kagoshima",3,"H","TERASAKO, YOSHIMI",57,"challenger",3,"lost",3,0,3630,1.9,264355,72.95,1368412,0,1.368412
2009,"kagoshima",4,"LDP","OZATO, YASUHIRO",50,"incumbent",3,"won",1,2,97054,50.1,271930,72.14,18344355,1,18.344355
2009,"kagoshima",4,"DPJ","MINAYOSHI, INAO",59,"challenger",3,"zombie",2,1,94343,48.7,271930,72.14,9105028,0,9.105028
2009,"kagoshima",4,"H","HIGUCHI, NOBUHIRO",48,"challenger",3,"lost",3,0,2251,1.2,271930,72.14,1367479,0,1.367479
2009,"kagoshima",5,"LDP","MORIYAMA, HIROSHI",64,"incumbent",3,"won",1,3,109426,61.1,250755,72.43,22235842,1,22.235842
2009,"kagoshima",5,"DPJ","AMIYA, SHINSUKE",51,"challenger",3,"zombie",2,1,67403,37.6,250755,72.43,8312090,0,8.31209
2009,"kagoshima",5,"H","TAKATA, HIROAKI",36,"challenger",3,"lost",3,0,2369,1.3,250755,72.43,1456776,0,1.456776
2009,"kanagawa",1,"DPJ","NAKABAYASHI, EMIKO",48,"challenger",4,"won",1,1,135211,48.1,420265,68.24,5696908,0,5.696908
2009,"kanagawa",1,"LDP","MATSUMOTO, JUN",59,"incumbent",4,"zombie",2,4,117840,41.9,420265,68.24,11924132,1,11.924132
2009,"kanagawa",1,"JCP","KOZAI, RYOKO",35,"challenger",4,"lost",3,0,18898,6.7,420265,68.24,1414050,0,1.41405
2009,"kanagawa",1,"independent","YAMAMOTO, SEIICHI",37,"challenger",4,"lost",4,0,9229,3.3,420265,68.24,40743,0,0.040743
2009,"kanagawa",2,"LDP","SUGA, YOSHIHIDE",60,"incumbent",3,"won",1,5,132270,46.5,424028,68.3,7882591,1,7.882591
2009,"kanagawa",2,"DPJ","MIMURA, KAZUYA",33,"challenger",3,"zombie",2,1,131722,46.3,424028,68.3,4301992,0,4.301992
2009,"kanagawa",2,"JCP","TAKAYAMA, OSAMU",53,"challenger",3,"lost",3,0,20366,7.2,424028,68.3,1408900,0,1.4089
2009,"kanagawa",3,"DPJ","OKAMOTO, EIKO",44,"challenger",6,"won",1,1,125856,48.5,407479,65.08,3890070,0,3.89007
2009,"kanagawa",3,"LDP","OKONOGI, HACHIRO",44,"incumbent",6,"lost",2,5,89588,34.5,407479,65.08,6882164,1,6.882164
2009,"kanagawa",3,"minna","KATO, MASANORI",40,"challenger",6,"lost",3,0,20407,7.9,407479,65.08,4855315,0,4.855315
2009,"kanagawa",3,"JCP","FURUYA, YASUHIKO",37,"challenger",6,"lost",4,0,19419,7.5,407479,65.08,3118201,0,3.118201
2009,"kanagawa",3,"independent","YAMASHITA, KOICHIRO",57,"challenger",6,"lost",5,0,2279,0.9,407479,65.08,546916,0,0.546916
2009,"kanagawa",3,"H","TOKUSHIMA, MASAHIRO",44,"challenger",6,"lost",6,0,2206,0.8,407479,65.08,1475449,0,1.475449
2009,"kanagawa",4,"DPJ","NAGASHIMA, KAZUYOSHI",42,"challenger",5,"won",1,1,89082,38,331102,72.24,6612037,0,6.612037
2009,"kanagawa",4,"minna","ASAO, KEIICHIRO",45,"challenger",5,"zombie",2,2,70728,30.1,331102,72.24,9190693,0,9.190693
2009,"kanagawa",4,"LDP","HAYASHI, JUN",36,"incumbent",5,"lost",3,1,64006,27.3,331102,72.24,17772967,1,17.772967
2009,"kanagawa",4,"independent","ITOU, KOHEI",27,"challenger",5,"lost",4,0,7270,3.1,331102,72.24,1126126,0,1.126126
2009,"kanagawa",4,"H","OBARA, MARI",49,"challenger",5,"lost",5,0,3505,1.5,331102,72.24,1359775,0,1.359775
2009,"kanagawa",5,"DPJ","TANAKA, KEISHU",71,"ex",4,"won",1,6,156328,50.9,447549,70.13,16043451,1,16.043451
2009,"kanagawa",5,"LDP","SAKAI, MANABU",43,"incumbent",4,"lost",2,1,116468,37.9,447549,70.13,14447314,1,14.447314
2009,"kanagawa",5,"JCP","IWASAKI, HIROSHI",62,"challenger",4,"lost",3,0,29657,9.7,447549,70.13,2079300,0,2.0793
2009,"kanagawa",5,"H","KADOMORI, TAKASHI",40,"challenger",4,"lost",4,0,4448,1.4,447549,70.13,2091069,0,2.091069
2009,"kanagawa",6,"DPJ","IKEDA, MOTOHISA",68,"incumbent",4,"won",1,6,132192,51.7,374762,70.18,8747121,1,8.747121
2009,"kanagawa",6,"CGP","UEDA, ISAMU",51,"incumbent",4,"lost",2,5,94941,37.1,374762,70.18,11339747,1,11.339747
2009,"kanagawa",6,"JCP","FUJII, MIDORI",53,"challenger",4,"lost",3,0,22646,8.9,374762,70.18,1785900,0,1.7859
2009,"kanagawa",6,"H","TERSHIMA, HIROYA",47,"challenger",4,"lost",4,0,5790,2.3,374762,70.18,2149057,0,2.149057
2009,"kanagawa",7,"DPJ","SUTOU, NOBUHIKO",64,"ex",3,"won",1,3,157070,57.2,411728,68.5,7168874,1,7.168874
2009,"kanagawa",7,"LDP","SUZUKI, KEISUKE",32,"incumbent",3,"lost",2,1,109844,40,411728,68.5,9246113,1,9.246113
2009,"kanagawa",7,"H","ISHI, SATOSHI",49,"challenger",3,"lost",3,0,7731,2.8,411728,68.5,1632514,0,1.632514
2009,"kanagawa",8,"minna","EDA, KENJI",53,"incumbent",4,"won",1,3,128753,49.1,376393,70.82,6851426,1,6.851426
2009,"kanagawa",8,"DPJ","YAMAZAKI, MAKOTO",46,"challenger",4,"zombie",2,2,74544,28.4,376393,70.82,4650871,0,4.650871
2009,"kanagawa",8,"LDP","FUKUDA, MINEYUKI",45,"challenger",4,"lost",3,1,54480,20.8,376393,70.82,7130992,0,7.130992
2009,"kanagawa",8,"H","KOJIMA, HIROYUKI",39,"challenger",4,"lost",4,0,4246,1.6,376393,70.82,1654531,0,1.654531
2009,"kanagawa",9,"DPJ","RYU, HIROFUMI",44,"incumbent",5,"won",1,3,127219,63.5,299255,68.45,2986415,1,2.986415
2009,"kanagawa",9,"LDP","NAKAYAMA, NORIHIRO",40,"challenger",5,"lost",2,0,49274,24.6,299255,68.45,7214363,0,7.214363
2009,"kanagawa",9,"JCP","TONEGAWA, TAKENORI",65,"challenger",5,"lost",3,0,16239,8.1,299255,68.45,2204330,0,2.20433
2009,"kanagawa",9,"independent","SUDO, TAKANARI",29,"challenger",5,"lost",4,0,4423,2.2,299255,68.45,2975173,0,2.975173
2009,"kanagawa",9,"H","OGUCHI, HIROTSUGU",32,"challenger",5,"lost",5,0,3055,1.5,299255,68.45,1644896,0,1.644896
2009,"kanagawa",10,"DPJ","JYOJIMA, KOURIKI",62,"ex",4,"won",1,4,152921,49.3,484482,65.46,4063499,1,4.063499
2009,"kanagawa",10,"LDP","TANAKA, KAZUNORI",60,"incumbent",4,"zombie",2,5,118641,38.2,484482,65.46,7606392,1,7.606392
2009,"kanagawa",10,"JCP","KASAKI, TAKASHI",62,"challenger",4,"lost",3,0,33134,10.7,484482,65.46,1959723,0,1.959723
2009,"kanagawa",10,"H","SHIMAZAKI, RYUICHI",53,"challenger",4,"lost",4,0,5746,1.9,484482,65.46,1245701,0,1.245701
2009,"kanagawa",11,"LDP","KOIZUMI, SHINJIRO",28,"challenger",5,"won",1,1,150893,57.1,394396,68.12,10439820,0,10.43982
2009,"kanagawa",11,"DPJ","YOKOKUME, KATSUHITO",27,"challenger",5,"zombie",2,1,96631,36.6,394396,68.12,5318673,0,5.318673
2009,"kanagawa",11,"JCP","ITO, MASAKO",68,"challenger",5,"lost",3,0,12601,4.8,394396,68.12,1811017,0,1.811017
2009,"kanagawa",11,"H","TSURUKAWA, AKIHISA",35,"challenger",5,"lost",4,0,2375,0.9,394396,68.12,2354640,0,2.35464
2009,"kanagawa",11,"independent","IWATA, YOSHINOBU",50,"challenger",5,"lost",5,0,1830,0.7,394396,68.12,15600,0,0.0156
2009,"kanagawa",12,"DPJ","NAKATSUKA, IKKO",44,"ex",5,"won",1,3,110532,45.9,367535,66.68,7900927,1,7.900927
2009,"kanagawa",12,"LDP","SAKURAI, IKUZO",65,"incumbent",5,"lost",2,3,69524,28.9,367535,66.68,NA,1,NA
2009,"kanagawa",12,"SDP","ABE, TOMOKO",61,"incumbent",5,"zombie",3,4,47538,19.7,367535,66.68,5873933,1,5.873933
2009,"kanagawa",12,"JCP","WATANABE, CHIKAKO",61,"challenger",5,"lost",4,0,11240,4.7,367535,66.68,3266434,0,3.266434
2009,"kanagawa",12,"H","YAMADA, SHIGERU",45,"challenger",5,"lost",5,0,2056,0.9,367535,66.68,NA,0,NA
2009,"kanagawa",13,"DPJ","TACHIBANA, HIDENORI",40,"challenger",4,"won",1,1,138104,46.1,453308,67.34,7333541,0,7.333541
2009,"kanagawa",13,"LDP","AMARI, AKIRA",60,"incumbent",4,"zombie",2,9,136164,45.5,453308,67.34,6519645,1,6.519645
2009,"kanagawa",13,"JCP","KONDO, CHIAKI",60,"challenger",4,"lost",3,0,18721,6.2,453308,67.34,3040839,0,3.040839
2009,"kanagawa",13,"H","SUZUKI, CHIHIRO",38,"challenger",4,"lost",4,0,6588,2.2,453308,67.34,1715729,0,1.715729
2009,"kanagawa",14,"DPJ","MOTOMURA, KENTARO",39,"challenger",5,"won",1,1,157644,55.4,430105,67.45,4814781,0,4.814781
2009,"kanagawa",14,"LDP","AKAMA, JIRO",41,"incumbent",5,"lost",2,1,104631,36.8,430105,67.45,12054870,1,12.05487
2009,"kanagawa",14,"JCP","AKAMA, TOMOKO",67,"challenger",5,"lost",3,0,17844,6.3,430105,67.45,2488211,0,2.488211
2009,"kanagawa",14,"H","ISHIKAWA, MASASHI",32,"challenger",5,"lost",4,0,2713,1,430105,67.45,1198818,0,1.198818
2009,"kanagawa",14,"independent","YOSHIDA, TAKANORI",57,"challenger",5,"lost",5,0,1737,0.6,430105,67.45,NA,0,NA
2009,"kanagawa",15,"LDP","KONO, TARO",46,"incumbent",4,"won",1,5,163470,53.2,454639,68.44,10418481,1,10.418481
2009,"kanagawa",15,"DPJ","KATSUMATA, KOICHIRO",46,"challenger",4,"zombie",2,1,124414,40.5,454639,68.44,5149880,0,5.14988
2009,"kanagawa",15,"JCP","NISHIWAKE, TAKUYA",32,"challenger",4,"lost",3,0,15786,5.1,454639,68.44,2028022,0,2.028022
2009,"kanagawa",15,"H","HAMADA, YUSAKU",35,"challenger",4,"lost",4,0,3341,1.1,454639,68.44,1466354,0,1.466354
2009,"kanagawa",16,"DPJ","GOTO, YUICHI",40,"challenger",3,"won",1,1,167721,58.8,430198,67.61,5639682,0,5.639682
2009,"kanagawa",16,"LDP","KAMEI, ZENTARO",38,"incumbent",3,"lost",2,1,113341,39.7,430198,67.61,22172635,1,22.172635
2009,"kanagawa",16,"H","SUMIYOSHI, MASAMITSU",35,"challenger",3,"lost",3,0,4166,1.5,430198,67.61,1930423,0,1.930423
2009,"kanagawa",17,"DPJ","KAMIYAMA, YOSUKE",34,"challenger",4,"won",1,0,139678,47.8,427538,69.73,6342771,0,6.342771
2009,"kanagawa",17,"LDP","MAKISHIMA, KAREN",32,"challenger",4,"lost",2,0,105806,36.2,427538,69.73,4630521,0,4.630521
2009,"kanagawa",17,"independent","INOUE, YOSHIYUKI",46,"challenger",4,"lost",3,0,42881,14.7,427538,69.73,5302452,0,5.302452
2009,"kanagawa",17,"H","NAKANO, ATSUKO",48,"challenger",4,"lost",4,0,4067,1.4,427538,69.73,1139338,0,1.139338
2009,"kanagawa",18,"DPJ","HIDAKA, TAKESHI",43,"ex",5,"won",1,3,119239,50.8,342219,67.13,6232370,1,6.23237
2009,"kanagawa",18,"LDP","YAMAGIWA, DAISHIRO",40,"incumbent",5,"lost",2,2,82221,35,342219,67.13,14169662,1,14.169662
2009,"kanagawa",18,"JCP","MUNETA, HIROYUKI",50,"challenger",5,"lost",3,0,15832,6.7,342219,67.13,2119097,0,2.119097
2009,"kanagawa",18,"minna","FUJISAKI, KOTARO",30,"challenger",5,"lost",4,0,14325,6.1,342219,67.13,1287862,0,1.287862
2009,"kanagawa",18,"H","TOYAMA, HIROKO",36,"challenger",5,"lost",5,0,3209,1.4,342219,67.13,1792516,0,1.792516
2009,"kochi",1,"LDP","FUKUI, TERU",55,"incumbent",5,"won",1,4,44068,32.5,213841,64.11,11890047,1,11.890047
2009,"kochi",1,"independent","HASHIMOTO, DAIJIRO",62,"challenger",5,"lost",2,0,39326,29,213841,64.11,5153157,0,5.153157
2009,"kochi",1,"DPJ","TAMURA, KUMIKO",50,"challenger",5,"lost",3,0,38117,28.1,213841,64.11,3781455,0,3.781455
2009,"kochi",1,"JCP","HARUNA, NAOAKI",50,"ex",5,"lost",4,0,13072,9.6,213841,64.11,2070486,1,2.070486
2009,"kochi",1,"H","MOMOTA, TAEKO",49,"challenger",5,"lost",5,0,890,0.7,213841,64.11,1699898,0,1.699898
2009,"kochi",2,"LDP","NAKATANI, GEN",51,"incumbent",4,"won",1,7,75554,53.4,217563,66.29,7076111,1,7.076111
2009,"kochi",2,"DPJ","KUSUMOTO, KIYO",36,"challenger",4,"lost",2,0,49842,35.2,217563,66.29,3810558,0,3.810558
2009,"kochi",2,"JCP","YAMANAKA, MASAHIRO",59,"challenger",4,"lost",3,0,14225,10.1,217563,66.29,1843513,0,1.843513
2009,"kochi",2,"H","ITO, RISA",41,"challenger",4,"lost",4,0,1822,1.3,217563,66.29,2113918,0,2.113918
2009,"kochi",3,"LDP","YAMAMOTO, YUJI",57,"incumbent",4,"won",1,7,74489,49.4,211750,72.59,8880054,1,8.880054
2009,"kochi",3,"DPJ","NAKAYAMA, TOMOI",31,"challenger",4,"lost",2,0,64777,43,211750,72.59,NA,0,NA
2009,"kochi",3,"JCP","MURAKAMI, NOBUO",45,"challenger",4,"lost",3,0,10376,6.9,211750,72.59,1995104,0,1.995104
2009,"kochi",3,"H","KITAMURA, TAKEYUKI",32,"challenger",4,"lost",4,0,1079,0.7,211750,72.59,1675607,0,1.675607
2009,"kumamoto",1,"DPJ","MATSUNO, YORIHISA",48,"incumbent",4,"won",1,4,137048,55.4,366290,68.73,14718147,1,14.718147
2009,"kumamoto",1,"LDP","KIHARA, MINORU",40,"incumbent",4,"lost",2,0,97585,39.5,366290,68.73,8186361,1,8.186361
2009,"kumamoto",1,"JCP","UENO, TETSUO",55,"challenger",4,"lost",3,0,9729,3.9,366290,68.73,2331253,0,2.331253
2009,"kumamoto",1,"H","MORITA, TAKASHI",59,"challenger",4,"lost",4,0,2907,1.2,366290,68.73,1101775,0,1.101775
2009,"kumamoto",2,"DPJ","FUKUSHIMA, KENICHIRO",43,"challenger",3,"won",1,1,104876,50.4,306933,69.64,4023837,0,4.023837
2009,"kumamoto",2,"LDP","HAYASHIDA, TAKESHI",65,"incumbent",3,"lost",2,3,99933,48,306933,69.64,11255506,1,11.255506
2009,"kumamoto",2,"H","MAGORI, KENICHI",45,"challenger",3,"lost",3,0,3354,1.6,306933,69.64,1431078,0,1.431078
2009,"kumamoto",3,"LDP","SAKAMOTO, TETSUSHI",58,"incumbent",4,"won",1,3,81506,40.6,270914,75.31,17281721,1,17.281721
2009,"kumamoto",3,"DPJ","GOTO, HIDETOMO",42,"challenger",4,"zombie",2,1,74885,37.3,270914,75.31,5406507,0,5.406507
2009,"kumamoto",3,"independent","MIURA, ISSUI",55,"challenger",4,"lost",3,0,42579,21.2,270914,75.31,6607912,0,6.607912
2009,"kumamoto",3,"H","MATSUI, EIJI",43,"challenger",4,"lost",4,0,1650,0.8,270914,75.31,1160267,0,1.160267
2009,"kumamoto",4,"LDP","SONODA, HIROYUKI",67,"incumbent",3,"won",1,8,123900,59.2,298569,72.58,5811656,1,5.811656
2009,"kumamoto",4,"NNP","MATSUNAGA, SHINICHI",50,"challenger",3,"lost",2,0,78711,37.6,298569,72.58,2740129,0,2.740129
2009,"kumamoto",4,"H","KONO, ICHIRO",49,"challenger",3,"lost",3,0,6668,3.2,298569,72.58,2803567,0,2.803567
2009,"kumamoto",5,"LDP","KANEKO, YASUSHI",48,"incumbent",4,"won",1,4,98632,55.1,246515,74.03,10872633,1,10.872633
2009,"kumamoto",5,"SDP","NAKASHIMA, TAKTOSHI",66,"challenger",4,"zombie",2,1,76126,42.5,246515,74.03,3893113,0,3.893113
2009,"kumamoto",5,"H","MINAMI, MASAHIRO",39,"challenger",4,"lost",3,0,2723,1.5,246515,74.03,1426934,0,1.426934
2009,"kumamoto",5,"H","NAGATOMO, KIYOTOMI",59,"challenger",4,"lost",4,0,1520,0.8,246515,74.03,36400,0,0.0364
2009,"kyoto",1,"DPJ","TAIRA, TOMOYUKI",50,"challenger",4,"won",1,1,105818,43,381114,65.65,5208326,0,5.208326
2009,"kyoto",1,"LDP","IBUKI, BUNMEI",71,"incumbent",4,"zombie",2,9,81913,33.3,381114,65.65,17468736,1,17.468736
2009,"kyoto",1,"JCP","KOKUTA, KEIJI",62,"incumbent",4,"zombie",3,6,54605,22.2,381114,65.65,4865131,1,4.865131
2009,"kyoto",1,"H","TANEMURA, YUMIKO",53,"challenger",4,"lost",4,0,3576,1.5,381114,65.65,1234507,0,1.234507
2009,"kyoto",2,"DPJ","MAEHARA, SEIJI",47,"incumbent",5,"won",1,6,101151,57.5,269819,66.31,12677934,1,12.677934
2009,"kyoto",2,"LDP","YAMAMOTO, TOMOHIRO",34,"incumbent",5,"lost",2,1,42771,24.3,269819,66.31,8252516,1,8.252516
2009,"kyoto",2,"JCP","HARA, TOSHIFUMI",42,"challenger",5,"lost",3,0,25856,14.7,269819,66.31,4125704,0,4.125704
2009,"kyoto",2,"SDP","FUJITA, TAKAKAGE",60,"challenger",5,"lost",4,0,5028,2.9,269819,66.31,2824128,0,2.824128
2009,"kyoto",2,"H","KARUBE, YOSHITER",41,"challenger",5,"lost",5,0,1045,0.6,269819,66.31,918647,0,0.918647
2009,"kyoto",3,"DPJ","IZUMI, KENTA",35,"incumbent",4,"won",1,3,121834,54.6,345315,65.89,4516917,1,4.516917
2009,"kyoto",3,"LDP","SHIMIZU, KOICHIRO",63,"incumbent",4,"lost",2,1,68043,30.5,345315,65.89,16278697,1,16.278697
2009,"kyoto",3,"JCP","ISHIMURA, KAZUKO",59,"challenger",4,"lost",3,0,30583,13.7,345315,65.89,2953455,0,2.953455
2009,"kyoto",3,"H","KISHIMOTO, KOICHI",33,"challenger",4,"lost",4,0,2744,1.2,345315,65.89,451087,0,0.451087
2009,"kyoto",4,"DPJ","KITAGAMI, KEIRO",42,"incumbent",5,"won",1,2,109865,41.2,395807,68.42,7254064,1,7.254064
2009,"kyoto",4,"independent","TANAKA, HIDEO",65,"ex",5,"lost",2,1,89257,33.5,395807,68.42,12975720,1,12.97572
2009,"kyoto",4,"LDP","NAKAGAWA, YASUHIRO",57,"incumbent",5,"lost",3,1,35314,13.3,395807,68.42,8885700,1,8.8857
2009,"kyoto",4,"JCP","YOSHIDA, KOICHI",35,"challenger",5,"lost",4,0,30410,11.4,395807,68.42,4052391,0,4.052391
2009,"kyoto",4,"H","DENO, HIROSHI",60,"challenger",5,"lost",5,0,1541,0.6,395807,68.42,1408626,0,1.408626
2009,"kyoto",5,"LDP","TANIGAKI, SADAKAZU",64,"incumbent",4,"won",1,10,87998,46.5,259445,74.1,7092395,1,7.092395
2009,"kyoto",5,"DPJ","OHARA, MAI",35,"challenger",4,"zombie",2,1,80966,42.8,259445,74.1,4398245,0,4.398245
2009,"kyoto",5,"JCP","YOSHIDA, SAYUMI",58,"challenger",4,"lost",3,0,17941,9.5,259445,74.1,3929493,0,3.929493
2009,"kyoto",5,"H","TAKUMA, KEIJI",30,"challenger",4,"lost",4,0,2225,1.2,259445,74.1,1555354,0,1.555354
2009,"kyoto",6,"DPJ","YAMANOI, KAZUNORI",47,"incumbent",4,"won",1,4,176022,57.4,447950,69.7,9986446,1,9.986446
2009,"kyoto",6,"LDP","IZAWA, KYOKO",46,"incumbent",4,"lost",2,1,91944,30,447950,69.7,10491855,1,10.491855
2009,"kyoto",6,"JCP","HAMADA, YOSHIYUKI",53,"challenger",4,"lost",3,0,32322,10.5,447950,69.7,1251843,0,1.251843
2009,"kyoto",6,"H","KITAGAWA, SATOKO",46,"challenger",4,"lost",4,0,6437,2.1,447950,69.7,1175846,0,1.175846
2009,"mie",1,"DPJ","NAKAI, HIROSHI",67,"incumbent",3,"won",1,11,118413,53.5,310063,72.95,10922377,1,10.922377
2009,"mie",1,"LDP","KAWASAKI, JIRO",61,"incumbent",3,"zombie",2,9,98380,44.5,310063,72.95,18148489,1,18.148489
2009,"mie",1,"H","USHIROTANI, HITOSHI",48,"challenger",3,"lost",3,0,4340,2,310063,72.95,1224197,0,1.224197
2009,"mie",2,"DPJ","NAKAGAWA, MASAHARU",59,"incumbent",4,"won",1,5,138207,61.8,326627,69.41,8514874,1,8.514874
2009,"mie",2,"LDP","SUZUKI, EIKEI",35,"challenger",4,"lost",2,0,71626,32,326627,69.41,3510471,0,3.510471
2009,"mie",2,"JCP","NAKANO, TAKESHI",35,"challenger",4,"lost",3,0,11533,5.2,326627,69.41,1239883,0,1.239883
2009,"mie",2,"H","HAGI, TOSHIKO",50,"challenger",4,"lost",4,0,2284,1,326627,69.41,1187634,0,1.187634
2009,"mie",3,"DPJ","OKADA, KATSUYA",56,"incumbent",3,"won",1,7,173931,72.2,334471,73.08,9993208,1,9.993208
2009,"mie",3,"LDP","HIRATA, KOICHI",60,"incumbent",3,"lost",2,2,62993,26.1,334471,73.08,6086733,1,6.086733
2009,"mie",3,"H","NOHARA, NORIKO",52,"challenger",3,"lost",3,0,3968,1.6,334471,73.08,1215363,0,1.215363
2009,"mie",4,"DPJ","MORIMOTO, TETSUO",59,"incumbent",3,"won",1,2,87824,50.4,243958,72.59,7763898,1,7.763898
2009,"mie",4,"LDP","TAMURA, NORIHISA",44,"incumbent",3,"zombie",2,5,84583,48.5,243958,72.59,8314709,1,8.314709
