year,ku,kun,party,name,age,status,nocand,wl,rank,previous,vote,voteshare,eligible,turnout,exp
2009,hyogo,7,1115,"ODA, KAZUYO",49,1,4,0,4,0,6759,2.3,454288,67.56,1630841
2009,hyogo,8,1041,"TANAKA, YASUO",53,1,8,1,1,1,106225,42.2,380989,67.27,9776363
2009,hyogo,8,850,"FUYUSHIBA, TETSUZO",73,2,8,0,2,7,103918,41.3,380989,67.27,8243706
2009,hyogo,8,305,"SHOMOTO, ETSUKO",55,1,8,0,3,0,20327,8.1,380989,67.27,1644855
2009,hyogo,8,1002,"ICHIKI, BANKO",32,1,8,0,4,0,18770,7.5,380989,67.27,5397622
2009,hyogo,8,1115,"SUMIDE, TOMOKAZU",43,1,8,0,5,0,2532,1,380989,67.27,1950710
2009,hyogo,9,800,"NISHIMURA, YASUTOSHI",46,2,3,1,1,3,137190,60.6,361568,65.24,8111043
2009,hyogo,9,1040,"MIYAMOTO, ICHIZO",77,3,3,0,2,3,76991,34,361568,65.24,6515551
2009,hyogo,9,1115,"TAKAGI, YOSHIAKI",40,1,3,0,3,0,12033,5.3,361568,65.24,1768648
2009,hyogo,10,1001,"OKADA, YASUHIRO",34,1,3,1,1,1,132231,58,343729,67.55,8255593
2009,hyogo,10,800,"TOKAI, KISABURO",61,2,3,0,2,6,92032,40.4,343729,67.55,17804867
2009,hyogo,10,1115,"KOMURA, NAOHIRO",45,1,3,0,3,0,3788,1.7,343729,67.55,1379327
2009,hyogo,11,1001,"MATSUMOTO, TAKEAKI",50,2,3,1,1,4,146058,61.3,381236,63.95,8173851
2009,hyogo,11,800,"TOIDA, TORU",57,2,3,0,2,2,86203,36.2,381236,63.95,14732322
2009,hyogo,11,1115,"BODA, TOMOKO",40,1,3,0,3,0,6013,2.5,381236,63.95,966700
2009,hyogo,12,1001,"YAMAGUCHI, TSUYOSHI",54,2,3,1,1,3,123325,55.9,307887,72.76,11685864
2009,hyogo,12,800,"KOMOTO, SABURO",58,2,3,0,2,3,94032,42.6,307887,72.76,14476203
2009,hyogo,12,1115,"YAMADA, TOKUTARO",32,1,3,0,3,0,3148,1.4,307887,72.76,1181105
2009,ibaragi,1,1001,"FUKUSHIMA, NOBUYUKI",39,1,4,1,1,1,151165,57.1,407489,66.7,4827484
2009,ibaragi,1,800,"AKAGI, NORIHIKO",50,2,4,0,2,6,92528,35,407489,66.7,14127756
2009,ibaragi,1,305,"TAYA, TAKEO",58,1,4,0,3,0,15776,6,407489,66.7,1765039
2009,ibaragi,1,1115,"KANAZAW, KOJI",34,1,4,0,4,0,5267,2,407489,66.7,3429214
2009,ibaragi,2,1001,"ISHIZU, MASAO",62,1,3,1,1,1,114455,49.1,360278,66.13,7514880
2009,ibaragi,2,800,"NUKAGA, FUKUSHIRO",65,2,3,2,2,9,111674,47.9,360278,66.13,8340287
2009,ibaragi,2,1115,"NAKAMURA, KOKI",45,1,3,0,3,0,7125,3.1,360278,66.13,2174279
2009,ibaragi,3,1001,"KOIZUMI, TOSHIAKI",52,3,3,1,1,3,146983,57.1,385445,68.45,6276828
2009,ibaragi,3,800,"HANASHI, YASUHIRO",49,2,3,0,2,2,103228,40.1,385445,68.45,18913096
2009,ibaragi,3,1115,"MIYAMAOTO, HARUKI",51,1,3,0,3,0,7026,2.7,385445,68.45,2276588
2009,ibaragi,4,800,"KAJIYAMA, HIORSHI",53,2,3,1,1,4,104236,50.7,303672,69.16,10590595
2009,ibaragi,4,1001,"TAKANO, MAMORU",50,1,3,2,2,1,97256,47.3,303672,69.16,9060257
2009,ibaragi,4,1115,"NAKAMURA, NOBUTAKE",42,1,3,0,3,0,3968,1.9,303672,69.16,1982321
2009,ibaragi,5,1001,"OHATA, AKIHIRO",61,2,3,1,1,7,91855,61.3,227553,67.39,7870074
2009,ibaragi,5,800,"OKABE, HIDEAKI",50,2,3,0,2,1,54541,36.4,227553,67.39,8942887
2009,ibaragi,5,1115,"NOGUCHI, KOTA",33,1,3,0,3,0,3513,2.3,227553,67.39,1379031
2009,ibaragi,6,1001,"OIZUMI, HIROKO",59,1,3,1,1,1,147865,54.3,422245,66.65,6725251
2009,ibaragi,6,800,"NIWA, YUYA",65,2,3,0,2,10,114204,42,422245,66.65,11839714
2009,ibaragi,6,1115,"SUZUKI, TOSHIHIRO",35,1,3,0,3,0,10082,3.7,422245,66.65,1776172
2009,ibaragi,7,1,"NAKAMURA, KISHIRO",60,2,4,1,1,11,78999,37,314798,69.37,9200890
2009,ibaragi,7,1001,"YANAGITA, KAZUMI",59,1,4,2,2,1,67331,31.5,314798,69.37,6782593
2009,ibaragi,7,800,"NAGAOKA, KEIKO",55,2,4,2,3,2,64180,30.1,314798,69.37,12048435
2009,ibaragi,7,1115,"SUGIURA, AKIRA",60,1,4,0,4,1,3062,1.4,314798,69.37,1866497
2009,ishikawa,1,1001,"OKUDA, KEN",50,3,4,1,1,4,125667,49.2,358479,72.21,8653618
2009,ishikawa,1,800,"HASE, HIROSHI",48,2,4,2,2,4,117168,45.8,358479,72.21,8206376
2009,ishikawa,1,305,"SATO, MASAYUKI",41,1,4,0,3,0,10982,4.3,358479,72.21,1148124
2009,ishikawa,1,1115,"MATSUBAYASHI, JUNICHI",45,1,4,0,4,0,1738,0.7,358479,72.21,1064938
2009,ishikawa,2,800,"MORI, YOSHIRO",72,2,3,1,1,14,123490,50.2,317490,78.75,9496640
2009,ishikawa,2,1001,"TANAKA, MIEKO",33,1,3,2,2,1,119021,48.4,317490,78.75,7758705
2009,ishikawa,2,1115,"MIYAMOTO, SATOSHI",49,1,3,0,3,0,3467,1.4,317490,78.75,1344820
2009,ishikawa,3,1001,"KONDO, KAZUYA",35,1,3,1,1,1,100832,49.9,268230,76.66,7080746
2009,ishikawa,3,800,"KITAMURA, SHIGEO",63,2,3,2,2,2,98599,48.8,268230,76.66,8060736
2009,ishikawa,3,1115,"HIGASHI, YOSHIKAZU",54,1,3,0,3,0,2654,1.3,268230,76.66,1378696
2009,iwate,1,1001,"SHINA, TAKESHI",42,2,5,1,1,2,116425,60.2,275596,70.93,8365132
2009,iwate,1,800,"TAKAHASHI, HINAKO",51,1,5,0,2,0,50585,26.2,275596,70.93,10625710
2009,iwate,1,1002,"ISAWA, MASAHIRO",62,1,5,0,3,0,13048,6.8,275596,70.93,4875017
2009,iwate,1,305,"YOSHIDA, KYOKO",28,1,5,0,4,0,12187,6.3,275596,70.93,1055958
2009,iwate,1,1115,"MORI, KENSAKU",52,1,5,0,5,0,1047,0.5,275596,70.93,1405547
2009,iwate,2,1001,"HATA, KOJI",45,1,3,1,1,1,115080,54.2,300967,71.62,11038714
2009,iwate,2,800,"SUZUKI, SHUNICHI",56,2,3,0,2,6,94566,44.6,300967,71.62,14449442
2009,iwate,2,1115,"KUDO, TETSUKO",46,1,3,0,3,0,2581,1.2,300967,71.62,1621302
2009,iwate,3,1001,"KIKAWADA, TORU",55,2,3,1,1,4,122746,67,249636,75.14,7105240
2009,iwate,3,800,"HASHIMOTO, HIDENORI",42,1,3,0,2,0,57674,31.5,249636,75.14,6533703
2009,iwate,3,1115,"ABE, TATDASHIGE",35,1,3,0,3,0,2811,1.5,249636,75.14,1948671
2009,iwate,4,1001,"OZAWA, ICHIRO",67,2,5,1,1,14,133978,62.6,284534,76.18,8228787
2009,iwate,4,800,"TAKAHASHI, YOSHINOBU",55,3,5,0,2,0,41690,19.5,284534,76.18,7697952
2009,iwate,4,1002,"OBARA, SENRYO",65,1,5,0,3,0,28925,13.5,284534,76.18,7156209
2009,iwate,4,305,"SEGAWA, SADAKIYO",59,1,5,0,4,0,8288,3.9,284534,76.18,1213937
2009,iwate,4,1115,"YASUNAGA, AKIRA",61,1,5,0,5,0,1280,0.6,284534,76.18,1678268
2009,kagawa,1,1001,"OGAWA, JUNYA",38,2,4,1,1,2,109618,52.2,304702,70.14,14129651
2009,kagawa,1,800,"HIRAI, TAKUYA",51,2,4,2,2,4,91403,43.6,304702,70.14,18271872
2009,kagawa,1,305,"KAWAMURA, TADASHI",50,1,4,0,3,0,6378,3,304702,70.14,323337
2009,kagawa,1,1115,"SHIRAISHI, KUMIKO",47,1,4,0,4,0,2416,1.2,304702,70.14,2067108
2009,kagawa,2,1001,"TAMAKI, YUICHIRO",40,1,3,1,1,1,109863,57.2,274715,71.49,10287798
2009,kagawa,2,800,"KIMURA, YOSHIO",61,2,3,0,2,0,79463,41.3,274715,71.49,10358
2009,kagawa,2,1115,"DOI, MISAKO",50,1,3,0,3,0,2848,1.5,274715,71.49,1912199
2009,kagawa,3,800,"OONO, YOSHINORI",73,2,5,1,1,8,73379,43.3,251318,69.29,15735767
2009,kagawa,3,1002,"MAIDA, HARUHIKO",50,1,5,0,2,0,53822,31.8,251318,69.29,3614287
2009,kagawa,3,1,"MANABE, TAKESHI",46,1,5,0,3,0,32963,19.5,251318,69.29,7679584
2009,kagawa,3,305,"CHIKAISHI, MICHIKO",61,1,5,0,4,0,7325,4.3,251318,69.29,284654
2009,kagawa,3,1115,"SENOO, MAYUMI",49,1,5,0,5,0,1886,1.1,251318,69.29,2622910
2009,kagoshima,1,1001,"KAWAUCHI, HIROSHI",47,2,5,1,1,5,117383,53.2,333555,66.88,21444256
2009,kagoshima,1,800,"YASUOKA, OKIHARU",70,2,5,0,2,11,94226,42.7,333555,66.88,14698093
2009,kagoshima,1,305,"YAMAGUCHI, HIRONOBU",34,1,5,0,3,0,6422,2.9,333555,66.88,792249
2009,kagoshima,1,1,"YAMASHITA, JUNICHI",54,1,5,0,4,0,1429,0.6,333555,66.88,.
2009,kagoshima,1,1115,"KAWTA, JUNICHI",42,1,5,0,5,0,1079,0.5,333555,66.88,1617993
2009,kagoshima,2,800,"TOKUDA, TAKESHI",38,2,3,1,1,2,114102,55.7,281457,74.18,25029285
2009,kagoshima,2,1001,"UCHIKOSHI, AKASHI",51,1,3,2,2,1,88562,43.2,281457,74.18,15095555
2009,kagoshima,2,1115,"KAMIMURA, MIFUKO",64,1,3,0,3,0,2169,1.1,281457,74.18,1182451
2009,kagoshima,3,1040,"MATSUSHITA, TADAHIRO",70,3,3,1,1,5,107285,56.5,264355,72.95,10702814
2009,kagoshima,3,800,"MIYAJI, KAZUAKI",68,2,3,0,2,0,78876,41.6,264355,72.95,9984434
2009,kagoshima,3,1115,"TERASAKO, YOSHIMI",57,1,3,0,3,0,3630,1.9,264355,72.95,1368412
2009,kagoshima,4,800,"OZATO, YASUHIRO",50,2,3,1,1,2,97054,50.1,271930,72.14,18344355
2009,kagoshima,4,1001,"MINAYOSHI, INAO",59,1,3,2,2,1,94343,48.7,271930,72.14,9105028
2009,kagoshima,4,1115,"HIGUCHI, NOBUHIRO",48,1,3,0,3,0,2251,1.2,271930,72.14,1367479
2009,kagoshima,5,800,"MORIYAMA, HIROSHI",64,2,3,1,1,3,109426,61.1,250755,72.43,22235842
2009,kagoshima,5,1001,"AMIYA, SHINSUKE",51,1,3,2,2,1,67403,37.6,250755,72.43,8312090
2009,kagoshima,5,1115,"TAKATA, HIROAKI",36,1,3,0,3,0,2369,1.3,250755,72.43,1456776
2009,kanagawa,1,1001,"NAKABAYASHI, EMIKO",48,1,4,1,1,1,135211,48.1,420265,68.24,5696908
2009,kanagawa,1,800,"MATSUMOTO, JUN",59,2,4,2,2,4,117840,41.9,420265,68.24,11924132
2009,kanagawa,1,305,"KOZAI, RYOKO",35,1,4,0,3,0,18898,6.7,420265,68.24,1414050
2009,kanagawa,1,1,"YAMAMOTO, SEIICHI",37,1,4,0,4,0,9229,3.3,420265,68.24,40743
2009,kanagawa,2,800,"SUGA, YOSHIHIDE",60,2,3,1,1,5,132270,46.5,424028,68.3,7882591
2009,kanagawa,2,1001,"MIMURA, KAZUYA",33,1,3,2,2,1,131722,46.3,424028,68.3,4301992
2009,kanagawa,2,305,"TAKAYAMA, OSAMU",53,1,3,0,3,0,20366,7.2,424028,68.3,1408900
2009,kanagawa,3,1001,"OKAMOTO, EIKO",44,1,6,1,1,1,125856,48.5,407479,65.08,3890070
2009,kanagawa,3,800,"OKONOGI, HACHIRO",44,2,6,0,2,5,89588,34.5,407479,65.08,6882164
2009,kanagawa,3,1111,"KATO, MASANORI",40,1,6,0,3,0,20407,7.9,407479,65.08,4855315
2009,kanagawa,3,305,"FURUYA, YASUHIKO",37,1,6,0,4,0,19419,7.5,407479,65.08,3118201
2009,kanagawa,3,1,"YAMASHITA, KOICHIRO",57,1,6,0,5,0,2279,0.9,407479,65.08,546916
2009,kanagawa,3,1115,"TOKUSHIMA, MASAHIRO",44,1,6,0,6,0,2206,0.8,407479,65.08,1475449
2009,kanagawa,4,1001,"NAGASHIMA, KAZUYOSHI",42,1,5,1,1,1,89082,38,331102,72.24,6612037
2009,kanagawa,4,1111,"ASAO, KEIICHIRO",45,1,5,2,2,2,70728,30.1,331102,72.24,9190693
2009,kanagawa,4,800,"HAYASHI, JUN",36,2,5,0,3,1,64006,27.3,331102,72.24,17772967
2009,kanagawa,4,1,"ITOU, KOHEI",27,1,5,0,4,0,7270,3.1,331102,72.24,1126126
2009,kanagawa,4,1115,"OBARA, MARI",49,1,5,0,5,0,3505,1.5,331102,72.24,1359775
2009,kanagawa,5,1001,"TANAKA, KEISHU",71,3,4,1,1,6,156328,50.9,447549,70.13,16043451
2009,kanagawa,5,800,"SAKAI, MANABU",43,2,4,0,2,1,116468,37.9,447549,70.13,14447314
2009,kanagawa,5,305,"IWASAKI, HIROSHI",62,1,4,0,3,0,29657,9.7,447549,70.13,2079300
2009,kanagawa,5,1115,"KADOMORI, TAKASHI",40,1,4,0,4,0,4448,1.4,447549,70.13,2091069
2009,kanagawa,6,1001,"IKEDA, MOTOHISA",68,2,4,1,1,6,132192,51.7,374762,70.18,8747121
2009,kanagawa,6,850,"UEDA, ISAMU",51,2,4,0,2,5,94941,37.1,374762,70.18,11339747
2009,kanagawa,6,305,"FUJII, MIDORI",53,1,4,0,3,0,22646,8.9,374762,70.18,1785900
2009,kanagawa,6,1115,"TERSHIMA, HIROYA",47,1,4,0,4,0,5790,2.3,374762,70.18,2149057
2009,kanagawa,7,1001,"SUTOU, NOBUHIKO",64,3,3,1,1,3,157070,57.2,411728,68.5,7168874
2009,kanagawa,7,800,"SUZUKI, KEISUKE",32,2,3,0,2,1,109844,40,411728,68.5,9246113
2009,kanagawa,7,1115,"ISHI, SATOSHI",49,1,3,0,3,0,7731,2.8,411728,68.5,1632514
2009,kanagawa,8,1111,"EDA, KENJI",53,2,4,1,1,3,128753,49.1,376393,70.82,6851426
2009,kanagawa,8,1001,"YAMAZAKI, MAKOTO",46,1,4,2,2,2,74544,28.4,376393,70.82,4650871
2009,kanagawa,8,800,"FUKUDA, MINEYUKI",45,1,4,0,3,1,54480,20.8,376393,70.82,7130992
2009,kanagawa,8,1115,"KOJIMA, HIROYUKI",39,1,4,0,4,0,4246,1.6,376393,70.82,1654531
2009,kanagawa,9,1001,"RYU, HIROFUMI",44,2,5,1,1,3,127219,63.5,299255,68.45,2986415
2009,kanagawa,9,800,"NAKAYAMA, NORIHIRO",40,1,5,0,2,0,49274,24.6,299255,68.45,7214363
2009,kanagawa,9,305,"TONEGAWA, TAKENORI",65,1,5,0,3,0,16239,8.1,299255,68.45,2204330
2009,kanagawa,9,1,"SUDO, TAKANARI",29,1,5,0,4,0,4423,2.2,299255,68.45,2975173
2009,kanagawa,9,1115,"OGUCHI, HIROTSUGU",32,1,5,0,5,0,3055,1.5,299255,68.45,1644896
2009,kanagawa,10,1001,"JYOJIMA, KOURIKI",62,3,4,1,1,4,152921,49.3,484482,65.46,4063499
2009,kanagawa,10,800,"TANAKA, KAZUNORI",60,2,4,2,2,5,118641,38.2,484482,65.46,7606392
2009,kanagawa,10,305,"KASAKI, TAKASHI",62,1,4,0,3,0,33134,10.7,484482,65.46,1959723
2009,kanagawa,10,1115,"SHIMAZAKI, RYUICHI",53,1,4,0,4,0,5746,1.9,484482,65.46,1245701
2009,kanagawa,11,800,"KOIZUMI, SHINJIRO",28,1,5,1,1,1,150893,57.1,394396,68.12,10439820
2009,kanagawa,11,1001,"YOKOKUME, KATSUHITO",27,1,5,2,2,1,96631,36.6,394396,68.12,5318673
2009,kanagawa,11,305,"ITO, MASAKO",68,1,5,0,3,0,12601,4.8,394396,68.12,1811017
2009,kanagawa,11,1115,"TSURUKAWA, AKIHISA",35,1,5,0,4,0,2375,0.9,394396,68.12,2354640
2009,kanagawa,11,1,"IWATA, YOSHINOBU",50,1,5,0,5,0,1830,0.7,394396,68.12,15600
2009,kanagawa,12,1001,"NAKATSUKA, IKKO",44,3,5,1,1,3,110532,45.9,367535,66.68,7900927
2009,kanagawa,12,800,"SAKURAI, IKUZO",65,2,5,0,2,3,69524,28.9,367535,66.68,.
2009,kanagawa,12,1002,"ABE, TOMOKO",61,2,5,2,3,4,47538,19.7,367535,66.68,5873933
2009,kanagawa,12,305,"WATANABE, CHIKAKO",61,1,5,0,4,0,11240,4.7,367535,66.68,3266434
2009,kanagawa,12,1115,"YAMADA, SHIGERU",45,1,5,0,5,0,2056,0.9,367535,66.68,.
2009,kanagawa,13,1001,"TACHIBANA, HIDENORI",40,1,4,1,1,1,138104,46.1,453308,67.34,7333541
2009,kanagawa,13,800,"AMARI, AKIRA",60,2,4,2,2,9,136164,45.5,453308,67.34,6519645
2009,kanagawa,13,305,"KONDO, CHIAKI",60,1,4,0,3,0,18721,6.2,453308,67.34,3040839
2009,kanagawa,13,1115,"SUZUKI, CHIHIRO",38,1,4,0,4,0,6588,2.2,453308,67.34,1715729
2009,kanagawa,14,1001,"MOTOMURA, KENTARO",39,1,5,1,1,1,157644,55.4,430105,67.45,4814781
2009,kanagawa,14,800,"AKAMA, JIRO",41,2,5,0,2,1,104631,36.8,430105,67.45,12054870
2009,kanagawa,14,305,"AKAMA, TOMOKO",67,1,5,0,3,0,17844,6.3,430105,67.45,2488211
2009,kanagawa,14,1115,"ISHIKAWA, MASASHI",32,1,5,0,4,0,2713,1,430105,67.45,1198818
2009,kanagawa,14,1,"YOSHIDA, TAKANORI",57,1,5,0,5,0,1737,0.6,430105,67.45,.
2009,kanagawa,15,800,"KONO, TARO",46,2,4,1,1,5,163470,53.2,454639,68.44,10418481
2009,kanagawa,15,1001,"KATSUMATA, KOICHIRO",46,1,4,2,2,1,124414,40.5,454639,68.44,5149880
2009,kanagawa,15,305,"NISHIWAKE, TAKUYA",32,1,4,0,3,0,15786,5.1,454639,68.44,2028022
2009,kanagawa,15,1115,"HAMADA, YUSAKU",35,1,4,0,4,0,3341,1.1,454639,68.44,1466354
2009,kanagawa,16,1001,"GOTO, YUICHI",40,1,3,1,1,1,167721,58.8,430198,67.61,5639682
2009,kanagawa,16,800,"KAMEI, ZENTARO",38,2,3,0,2,1,113341,39.7,430198,67.61,22172635
2009,kanagawa,16,1115,"SUMIYOSHI, MASAMITSU",35,1,3,0,3,0,4166,1.5,430198,67.61,1930423
2009,kanagawa,17,1001,"KAMIYAMA, YOSUKE",34,1,4,1,1,0,139678,47.8,427538,69.73,6342771
2009,kanagawa,17,800,"MAKISHIMA, KAREN",32,1,4,0,2,0,105806,36.2,427538,69.73,4630521
2009,kanagawa,17,1,"INOUE, YOSHIYUKI",46,1,4,0,3,0,42881,14.7,427538,69.73,5302452
2009,kanagawa,17,1115,"NAKANO, ATSUKO",48,1,4,0,4,0,4067,1.4,427538,69.73,1139338
2009,kanagawa,18,1001,"HIDAKA, TAKESHI",43,3,5,1,1,3,119239,50.8,342219,67.13,6232370
2009,kanagawa,18,800,"YAMAGIWA, DAISHIRO",40,2,5,0,2,2,82221,35,342219,67.13,14169662
2009,kanagawa,18,305,"MUNETA, HIROYUKI",50,1,5,0,3,0,15832,6.7,342219,67.13,2119097
2009,kanagawa,18,1111,"FUJISAKI, KOTARO",30,1,5,0,4,0,14325,6.1,342219,67.13,1287862
2009,kanagawa,18,1115,"TOYAMA, HIROKO",36,1,5,0,5,0,3209,1.4,342219,67.13,1792516
2009,kochi,1,800,"FUKUI, TERU",55,2,5,1,1,4,44068,32.5,213841,64.11,11890047
2009,kochi,1,1,"HASHIMOTO, DAIJIRO",62,1,5,0,2,0,39326,29,213841,64.11,5153157
2009,kochi,1,1001,"TAMURA, KUMIKO",50,1,5,0,3,0,38117,28.1,213841,64.11,3781455
2009,kochi,1,305,"HARUNA, NAOAKI",50,3,5,0,4,0,13072,9.6,213841,64.11,2070486
2009,kochi,1,1115,"MOMOTA, TAEKO",49,1,5,0,5,0,890,0.7,213841,64.11,1699898
2009,kochi,2,800,"NAKATANI, GEN",51,2,4,1,1,7,75554,53.4,217563,66.29,7076111
2009,kochi,2,1001,"KUSUMOTO, KIYO",36,1,4,0,2,0,49842,35.2,217563,66.29,3810558
2009,kochi,2,305,"YAMANAKA, MASAHIRO",59,1,4,0,3,0,14225,10.1,217563,66.29,1843513
2009,kochi,2,1115,"ITO, RISA",41,1,4,0,4,0,1822,1.3,217563,66.29,2113918
2009,kochi,3,800,"YAMAMOTO, YUJI",57,2,4,1,1,7,74489,49.4,211750,72.59,8880054
2009,kochi,3,1001,"NAKAYAMA, TOMOI",31,1,4,0,2,0,64777,43,211750,72.59,.
2009,kochi,3,305,"MURAKAMI, NOBUO",45,1,4,0,3,0,10376,6.9,211750,72.59,1995104
2009,kochi,3,1115,"KITAMURA, TAKEYUKI",32,1,4,0,4,0,1079,0.7,211750,72.59,1675607
2009,kumamoto,1,1001,"MATSUNO, YORIHISA",48,2,4,1,1,4,137048,55.4,366290,68.73,14718147
2009,kumamoto,1,800,"KIHARA, MINORU",40,2,4,0,2,0,97585,39.5,366290,68.73,8186361
2009,kumamoto,1,305,"UENO, TETSUO",55,1,4,0,3,0,9729,3.9,366290,68.73,2331253
2009,kumamoto,1,1115,"MORITA, TAKASHI",59,1,4,0,4,0,2907,1.2,366290,68.73,1101775
2009,kumamoto,2,1001,"FUKUSHIMA, KENICHIRO",43,1,3,1,1,1,104876,50.4,306933,69.64,4023837
2009,kumamoto,2,800,"HAYASHIDA, TAKESHI",65,2,3,0,2,3,99933,48,306933,69.64,11255506
2009,kumamoto,2,1115,"MAGORI, KENICHI",45,1,3,0,3,0,3354,1.6,306933,69.64,1431078
2009,kumamoto,3,800,"SAKAMOTO, TETSUSHI",58,2,4,1,1,3,81506,40.6,270914,75.31,17281721
2009,kumamoto,3,1001,"GOTO, HIDETOMO",42,1,4,2,2,1,74885,37.3,270914,75.31,5406507
2009,kumamoto,3,1,"MIURA, ISSUI",55,1,4,0,3,0,42579,21.2,270914,75.31,6607912
2009,kumamoto,3,1115,"MATSUI, EIJI",43,1,4,0,4,0,1650,0.8,270914,75.31,1160267
2009,kumamoto,4,800,"SONODA, HIROYUKI",67,2,3,1,1,8,123900,59.2,298569,72.58,5811656
2009,kumamoto,4,1040,"MATSUNAGA, SHINICHI",50,1,3,0,2,0,78711,37.6,298569,72.58,2740129
2009,kumamoto,4,1115,"KONO, ICHIRO",49,1,3,0,3,0,6668,3.2,298569,72.58,2803567
2009,kumamoto,5,800,"KANEKO, YASUSHI",48,2,4,1,1,4,98632,55.1,246515,74.03,10872633
2009,kumamoto,5,1002,"NAKASHIMA, TAKTOSHI",66,1,4,2,2,1,76126,42.5,246515,74.03,3893113
2009,kumamoto,5,1115,"MINAMI, MASAHIRO",39,1,4,0,3,0,2723,1.5,246515,74.03,1426934
2009,kumamoto,5,1115,"NAGATOMO, KIYOTOMI",59,1,4,0,4,0,1520,0.8,246515,74.03,36400
2009,kyoto,1,1001,"TAIRA, TOMOYUKI",50,1,4,1,1,1,105818,43,381114,65.65,5208326
2009,kyoto,1,800,"IBUKI, BUNMEI",71,2,4,2,2,9,81913,33.3,381114,65.65,17468736
2009,kyoto,1,305,"KOKUTA, KEIJI",62,2,4,2,3,6,54605,22.2,381114,65.65,4865131
2009,kyoto,1,1115,"TANEMURA, YUMIKO",53,1,4,0,4,0,3576,1.5,381114,65.65,1234507
2009,kyoto,2,1001,"MAEHARA, SEIJI",47,2,5,1,1,6,101151,57.5,269819,66.31,12677934
2009,kyoto,2,800,"YAMAMOTO, TOMOHIRO",34,2,5,0,2,1,42771,24.3,269819,66.31,8252516
2009,kyoto,2,305,"HARA, TOSHIFUMI",42,1,5,0,3,0,25856,14.7,269819,66.31,4125704
2009,kyoto,2,1002,"FUJITA, TAKAKAGE",60,1,5,0,4,0,5028,2.9,269819,66.31,2824128
2009,kyoto,2,1115,"KARUBE, YOSHITER",41,1,5,0,5,0,1045,0.6,269819,66.31,918647
2009,kyoto,3,1001,"IZUMI, KENTA",35,2,4,1,1,3,121834,54.6,345315,65.89,4516917
2009,kyoto,3,800,"SHIMIZU, KOICHIRO",63,2,4,0,2,1,68043,30.5,345315,65.89,16278697
2009,kyoto,3,305,"ISHIMURA, KAZUKO",59,1,4,0,3,0,30583,13.7,345315,65.89,2953455
2009,kyoto,3,1115,"KISHIMOTO, KOICHI",33,1,4,0,4,0,2744,1.2,345315,65.89,451087
2009,kyoto,4,1001,"KITAGAMI, KEIRO",42,2,5,1,1,2,109865,41.2,395807,68.42,7254064
2009,kyoto,4,1,"TANAKA, HIDEO",65,3,5,0,2,1,89257,33.5,395807,68.42,12975720
2009,kyoto,4,800,"NAKAGAWA, YASUHIRO",57,2,5,0,3,1,35314,13.3,395807,68.42,8885700
2009,kyoto,4,305,"YOSHIDA, KOICHI",35,1,5,0,4,0,30410,11.4,395807,68.42,4052391
2009,kyoto,4,1115,"DENO, HIROSHI",60,1,5,0,5,0,1541,0.6,395807,68.42,1408626
2009,kyoto,5,800,"TANIGAKI, SADAKAZU",64,2,4,1,1,10,87998,46.5,259445,74.1,7092395
2009,kyoto,5,1001,"OHARA, MAI",35,1,4,2,2,1,80966,42.8,259445,74.1,4398245
2009,kyoto,5,305,"YOSHIDA, SAYUMI",58,1,4,0,3,0,17941,9.5,259445,74.1,3929493
2009,kyoto,5,1115,"TAKUMA, KEIJI",30,1,4,0,4,0,2225,1.2,259445,74.1,1555354
2009,kyoto,6,1001,"YAMANOI, KAZUNORI",47,2,4,1,1,4,176022,57.4,447950,69.7,9986446
2009,kyoto,6,800,"IZAWA, KYOKO",46,2,4,0,2,1,91944,30,447950,69.7,10491855
2009,kyoto,6,305,"HAMADA, YOSHIYUKI",53,1,4,0,3,0,32322,10.5,447950,69.7,1251843
2009,kyoto,6,1115,"KITAGAWA, SATOKO",46,1,4,0,4,0,6437,2.1,447950,69.7,1175846
2009,mie,1,1001,"NAKAI, HIROSHI",67,2,3,1,1,11,118413,53.5,310063,72.95,10922377
2009,mie,1,800,"KAWASAKI, JIRO",61,2,3,2,2,9,98380,44.5,310063,72.95,18148489
2009,mie,1,1115,"USHIROTANI, HITOSHI",48,1,3,0,3,0,4340,2,310063,72.95,1224197
2009,mie,2,1001,"NAKAGAWA, MASAHARU",59,2,4,1,1,5,138207,61.8,326627,69.41,8514874
2009,mie,2,800,"SUZUKI, EIKEI",35,1,4,0,2,0,71626,32,326627,69.41,3510471
2009,mie,2,305,"NAKANO, TAKESHI",35,1,4,0,3,0,11533,5.2,326627,69.41,1239883
2009,mie,2,1115,"HAGI, TOSHIKO",50,1,4,0,4,0,2284,1,326627,69.41,1187634
2009,mie,3,1001,"OKADA, KATSUYA",56,2,3,1,1,7,173931,72.2,334471,73.08,9993208
2009,mie,3,800,"HIRATA, KOICHI",60,2,3,0,2,2,62993,26.1,334471,73.08,6086733
2009,mie,3,1115,"NOHARA, NORIKO",52,1,3,0,3,0,3968,1.6,334471,73.08,1215363
2009,mie,4,1001,"MORIMOTO, TETSUO",59,2,3,1,1,2,87824,50.4,243958,72.59,7763898
2009,mie,4,800,"TAMURA, NORIHISA",44,2,3,2,2,5,84583,48.5,243958,72.59,8314709
