year,ku,kun,party,name,age,status,nocand,wl,rank,previous,vote,voteshare,eligible,turnout,exp
1996,kanagawa,10,1003,"IWAKI, NOBUAKI",34,1,5,0,5,0,2406,1.1,421286,54.79,3011339
1996,kanagawa,11,800,"KOIZUMI, JUNICHIRO",54,2,4,1,1,9,118955,58.2,390359,53.94,14132202
1996,kanagawa,11,1000,"MIYACHI, TADATSUGU",53,1,4,0,2,0,53523,26.2,390359,53.94,5209755
1996,kanagawa,11,305,"YOSHIDA, MITSUTAKA",55,1,4,0,3,0,27518,13.5,390359,53.94,2923956
1996,kanagawa,11,1003,"HATA, SEIICHI",45,1,4,0,4,0,4552,2.2,390359,53.94,460133
1996,kanagawa,12,800,"SAKURAI, IKUZO",52,1,4,1,1,1,51360,30.7,324885,53.22,5613241
1996,kanagawa,12,1000,"ESAKI, YOICHIRO",38,1,4,0,2,0,50511,30.1,324885,53.22,11516963
1996,kanagawa,12,1001,"HARADA, NAOTAKE",29,1,4,0,3,0,40523,24.2,324885,53.22,9808187
1996,kanagawa,12,305,"KUWAHARA, SHOICHI",65,1,4,0,4,0,25143,15,324885,53.22,3193894
1996,kanagawa,13,1000,"TOMIZAWA, ATSUHIRO",56,1,6,1,1,1,73773,34,404415,54.76,12721606
1996,kanagawa,13,800,"AMARI, AKIRA",47,2,6,2,2,5,72022,33.2,404415,54.76,16781952
1996,kanagawa,13,1001,"KOYAMA, NORIKO",41,1,6,0,3,0,32928,15.2,404415,54.76,5539904
1996,kanagawa,13,305,"UEDA, HIROYUKI",37,1,6,0,4,0,24895,11.5,404415,54.76,3134182
1996,kanagawa,13,1004,"HIRAOKA, SACHIO",63,1,6,0,5,0,8413,3.9,404415,54.76,3421083
1996,kanagawa,13,1003,"SHIMIZU, MASANORI",52,1,6,0,6,0,4775,2.2,404415,54.76,11106491
1996,kanagawa,14,1000,"FUJII, HIROHISA",64,2,5,1,1,3,83010,36.9,446970,51.69,13713640
1996,kanagawa,14,800,"NAKAMOTO, TAEI",31,1,5,0,2,0,52567,23.4,446970,51.69,16204297
1996,kanagawa,14,1001,"SUZUKI, TAKESHIA",41,1,5,0,3,0,51597,22.9,446970,51.69,12198241
1996,kanagawa,14,305,"SHIGA, SHIN",60,1,5,0,4,0,33722,15,446970,51.69,3748164
1996,kanagawa,14,1003,"KOIKE, YASUNOBU",40,1,5,0,5,0,4038,1.8,446970,51.69,9411210
1996,kanagawa,15,800,"KONO, TARO",33,1,4,1,1,1,84723,36.4,416067,57.25,18273822
1996,kanagawa,15,1000,"IKEDA, TOICHIRO",35,1,4,0,2,0,71426,30.7,416067,57.25,7825032
1996,kanagawa,15,1001,"TOMIZUKA, MITSUO",67,3,4,0,3,2,47506,20.4,416067,57.25,12962925
1996,kanagawa,15,305,"YAMAMOTO, KAZUO",51,1,4,0,4,0,28820,12.4,416067,57.25,3132842
1996,kanagawa,16,800,"KAMEI, YOSHIYUKI",60,2,4,1,1,6,88325,51.1,322617,55.1,18908036
1996,kanagawa,16,1000,"TERACHI, HIDEMI",47,1,4,0,2,0,36295,21,322617,55.1,9218767
1996,kanagawa,16,1003,"KOIZUMI, SHINICHI",49,2,4,0,3,1,26799,15.5,322617,55.1,6564362
1996,kanagawa,16,305,"AOI, ISAO",48,1,4,0,4,0,21264,12.3,322617,55.1,4147995
1996,kanagawa,17,800,"KONO, YOHEI",59,2,4,1,1,11,105282,44.7,408295,58.81,14901331
1996,kanagawa,17,1,"TSUYUKI, JUNICHI",40,1,4,0,2,0,59005,25.1,408295,58.81,7951526
1996,kanagawa,17,1000,"SAITO, NAOYUKI",36,1,4,0,3,0,49419,21,408295,58.81,13028599
1996,kanagawa,17,305,"OZAWA, MUTSUO",53,1,4,0,4,0,21572,9.2,408295,58.81,2652367
1996,kochi,1,305,"YAMAHARA, KENJIRO",76,2,5,1,1,10,33523,28.6,223612,53.46,2963882
1996,kochi,1,1001,"GOTO, MASANORI",57,2,5,2,2,3,31391,26.7,223612,53.46,9215006
1996,kochi,1,1000,"ISHIDA, NORITOSHI",45,2,5,0,3,2,30281,25.8,223612,53.46,5914588
1996,kochi,1,1,"TANIAI, KATSUJI",53,1,5,0,4,0,21480,18.3,223612,53.46,6735860
1996,kochi,1,1,"YOKOTA, TATSUO",75,1,5,0,5,0,678,0.6,223612,53.46,912607
1996,kochi,2,800,"NAKATANI, GEN",39,2,3,1,1,3,72772,62.9,224683,55.26,8633863
1996,kochi,2,305,"TANIZAKI, HARUYUKI",37,1,3,0,2,0,26018,22.5,224683,55.26,2641109
1996,kochi,2,1004,"HAMADA, YOSHIHIKO",52,1,3,0,3,0,16820,14.5,224683,55.26,2972720
1996,kochi,3,800,"YAMAMOTO, YUJI",44,2,3,1,1,3,72961,56.1,202625,67.6,8997411
1996,kochi,3,1,"HIRODA, MASARU",54,1,3,0,2,0,37484,28.8,202625,67.6,7221268
1996,kochi,3,305,"HARUNA, NAOAKI",37,1,3,2,3,1,19549,15,202625,67.6,2754344
1996,kumamoto,1,1000,"HOSOKAWA, MORIHIRO",58,2,6,1,1,2,85682,44.4,330728,59.27,7899592
1996,kumamoto,1,800,"IWASITA, EIICHI",50,1,6,0,2,0,49106,25.4,330728,59.27,14421498
1996,kumamoto,1,1001,"TANAKA, SHOICHI",63,2,6,0,3,2,27024,14,330728,59.27,11024603
1996,kumamoto,1,1,"NODA, MASAHARU",51,1,6,0,4,0,15034,7.8,330728,59.27,8488300
1996,kumamoto,1,305,"KAWAKAMI, SACHIKO",38,1,6,0,5,0,14569,7.5,330728,59.27,2482733
1996,kumamoto,1,1003,"SONODA, HIROMASA",54,1,6,0,6,0,1601,0.8,330728,59.27,7003146
1996,kumamoto,2,1000,"NODA, TAKESHI",55,2,4,1,1,9,97242,50.2,297557,66.49,23081990
1996,kumamoto,2,800,"HAYASHIDA, TAKESHI",52,1,4,0,2,0,79249,40.9,297557,66.49,19467870
1996,kumamoto,2,305,"TATEISHI, TAKEHIRO",62,1,4,0,3,0,8983,4.6,297557,66.49,1693547
1996,kumamoto,2,1004,"KURIHARA, TAKASHI",35,1,4,0,4,0,8393,4.3,297557,66.49,5177119
1996,kumamoto,3,800,"MATSUOKA, TOSHIKATSU",51,2,4,1,1,3,80725,45.1,248420,74.44,12921422
1996,kumamoto,3,1000,"UOZUMI, HIROHIDE",56,3,4,0,2,2,79460,44.4,248420,74.44,14795830
1996,kumamoto,3,1002,"SONODA, GENZO",55,1,4,0,3,0,12458,7,248420,74.44,6168194
1996,kumamoto,3,305,"ADACHI, YASUTO",40,1,4,0,4,0,6481,3.6,248420,74.44,1481075
1996,kumamoto,4,928,"SONODA, HIROYUKI",54,2,3,1,1,4,117441,59,300297,69.01,11536919
1996,kumamoto,4,1000,"YASUDA, KIMIHIRO",47,1,3,0,2,0,73231,36.8,300297,69.01,8253767
1996,kumamoto,4,305,"YAMAMOTO, NOBUHIRO",33,1,3,0,3,0,8511,4.3,300297,69.01,458114
1996,kumamoto,5,1000,"YAGAMI, MASAYOSHI",36,2,4,1,1,2,84275,49.5,255328,68.8,6314295
1996,kumamoto,5,800,"WATASE, NORIAKI",71,2,4,0,2,2,76730,45,255328,68.8,19438401
1996,kumamoto,5,305,"HASHIDA, YOSHIAKI",41,1,4,0,3,0,7381,4.3,255328,68.8,1277882
1996,kumamoto,5,1003,"FUJITA, SHIGEYUKI",47,1,4,0,4,0,1944,1.1,255328,68.8,5472722
1996,kyoto,1,800,"IBUKI, BUNMEI",58,2,5,1,1,5,63094,31.3,369785,55.77,20560013
1996,kyoto,1,305,"KOKUTA, KEIJI",49,2,5,2,2,2,60441,30,369785,55.77,6083825
1996,kyoto,1,1000,"TAKEUCHI, YUZURU",38,2,5,0,3,1,47103,23.3,369785,55.77,15893454
1996,kyoto,1,1001,"FUKUYAMA, TETSURO",34,1,5,0,4,0,29275,14.5,369785,55.77,5833042
1996,kyoto,1,1003,"NINAGAWA, SUMIMURA",45,1,5,0,5,0,1877,0.9,369785,55.77,5486443
1996,kyoto,2,800,"OKUDA, MIKIO",68,2,4,1,1,6,43060,29.2,274286,54.75,9716308
1996,kyoto,2,305,"INOUE, SATOSHIA",38,1,4,0,2,0,42211,28.7,274286,54.75,6268515
1996,kyoto,2,1001,"MAEHARA, SEIJI",34,2,4,2,3,2,31257,21.2,274286,54.75,22507588
1996,kyoto,2,1000,"HISHIDA, KENJI",45,1,4,0,4,0,30713,20.9,274286,54.75,5699897
1996,kyoto,3,305,"TERAMAE, IWAO",70,2,3,1,1,9,58479,34.7,331571,52.84,7156990
1996,kyoto,3,800,"OKUYAMA, SHIGEHIKO",54,1,3,2,2,1,57241,33.9,331571,52.84,22223032
1996,kyoto,3,1000,"YAMANA, YASUHIDE",52,2,3,0,3,1,52884,31.4,331571,52.84,11840022
1996,kyoto,4,800,"NONAKA, HIROMU",71,2,3,1,1,6,100703,48.8,379966,56.05,15140908
1996,kyoto,4,305,"KAMINE, SHIRO",41,1,3,0,2,0,60918,29.5,379966,56.05,8973720
1996,kyoto,4,1000,"TOYODA, JUNTARO",47,2,3,0,3,1,44637,21.6,379966,56.05,19173123
1996,kyoto,5,800,"TANIGAKI, SADAKAZU",51,2,3,1,1,6,91146,56.8,266423,62.8,11753785
1996,kyoto,5,1000,"MIKAMI, TAKASHI",66,1,3,0,2,0,36689,22.9,266423,62.8,14304109
1996,kyoto,5,305,"SADO, ICHIRO",63,1,3,0,3,0,32691,20.4,266423,62.8,5532549
1996,kyoto,6,1000,"TAMAKI, KAZUYA",52,3,5,1,1,6,73583,32.3,398983,58.18,19583714
1996,kyoto,6,1001,"YAMANOI, KAZUNORI",34,1,5,0,2,0,54905,24.1,398983,58.18,11505357
1996,kyoto,6,800,"SHIMIZU, KOICHIRO",50,1,5,0,3,0,53253,23.4,398983,58.18,17845145
1996,kyoto,6,305,"HAMADA, YOSHIYUKI",40,1,5,0,4,0,39051,17.2,398983,58.18,5468795
1996,kyoto,6,1004,"SONODA, YUKO",37,1,5,0,5,0,6691,2.9,398983,58.18,3072984
1996,mie,1,1000,"NAKAI, HIROSHI",54,2,3,1,1,7,89802,45.2,295948,68.49,21845184
1996,mie,1,800,"KAWASAKI, JIRO",48,2,3,2,2,5,89359,45,295948,68.49,18456448
1996,mie,1,305,"FUJII, SHINICHI",38,1,3,0,3,0,19483,9.8,295948,68.49,3004170
1996,mie,2,1000,"NAKAGAWA, MASAHARU",46,1,3,1,1,1,89620,55.4,296774,56.61,14720000
1996,mie,2,1001,"ITO, CHUJI",62,3,3,2,2,4,55516,34.3,296774,56.61,13823413
1996,mie,2,305,"MAEGAKI, TADASHI",35,1,3,0,3,0,16742,10.3,296774,56.61,2854618
1996,mie,3,1000,"OKADA, KATSUYA",43,2,3,1,1,3,108690,57.9,304462,63.2,12886226
1996,mie,3,800,"KANEKO, KAZUYA",29,1,3,0,2,0,58507,31.1,304462,63.2,10426584
1996,mie,3,305,"NISHIO, TANEKO",60,1,3,0,3,0,20657,11,304462,63.2,3264168
1996,mie,4,800,"TAMURA, NORIHISA",31,1,3,1,1,1,78383,47.8,232111,72.17,19931898
1996,mie,4,1000,"NORO, AKIHIKO",50,2,3,0,2,4,75795,46.2,232111,72.17,13007255
1996,mie,4,305,"MAKIOKA, TAKESHI",54,1,3,0,3,0,9974,6.1,232111,72.17,2845486
1996,mie,5,800,"FUJINAMI, TAKAO",63,3,2,1,1,10,115959,72.8,301765,58.46,16193970
1996,mie,5,305,"KUROKI, KIYOHARU",42,1,2,0,2,0,43344,27.2,301765,58.46,2487516
1996,miyagi,1,1000,"AICHI, KAZUO",59,2,5,1,1,8,77817,40.8,366170,53.35,9883780
1996,miyagi,1,1001,"OKAZAKI, TOMIKO",52,2,5,0,2,2,56537,29.7,366170,53.35,7765916
1996,miyagi,1,800,"ASANO, KODO",57,1,5,0,3,0,28351,14.9,366170,53.35,19439416
1996,miyagi,1,305,"ENDO, IKUKO",47,1,5,0,4,0,26346,13.8,366170,53.35,4766361
1996,miyagi,1,1,"OKAMOTO, MASAYA",32,1,5,0,5,0,1535,0.8,366170,53.35,6908
1996,miyagi,2,800,"NAKANO, MASASHI",48,1,6,1,1,1,68137,35.8,368666,52.92,16714636
1996,miyagi,2,1000,"CHIBA, KUNIO",55,2,6,0,2,1,62533,32.9,368666,52.92,21337109
1996,miyagi,2,1001,"SATO, YUTAKA",43,1,6,0,3,0,27328,14.4,368666,52.92,9913734
1996,miyagi,2,305,"GOTO, TAIRA",45,1,6,0,4,0,18157,9.5,368666,52.92,2582816
1996,miyagi,2,1002,"ISHIKAWA, KENJI",38,1,6,0,5,0,12629,6.6,368666,52.92,4706052
1996,miyagi,2,1003,"IGARASHI, TATSUYA",44,1,6,0,6,0,1490,0.8,368666,52.92,1215803
1996,miyagi,3,800,"MITSUZUKA, HIROSHI",69,2,3,1,1,9,81784,53.1,268143,59.45,12548597
1996,miyagi,3,1000,"MUKADE, KENICHI",51,1,3,0,2,0,53150,34.5,268143,59.45,11185271
1996,miyagi,3,305,"OTOMO, HIROMI",32,1,3,0,3,0,18972,12.3,268143,59.45,3941380
1996,miyagi,4,800,"ITO, SOICHIRO",72,2,4,1,1,12,75196,44.7,298415,58.09,16083022
1996,miyagi,4,1000,"NITTA, KAZUHIRO",46,1,4,0,2,0,59436,35.3,298415,58.09,16523347
1996,miyagi,4,305,"SUGAWARA, KUNIO",70,1,4,0,3,0,18813,11.2,298415,58.09,4051742
1996,miyagi,4,1002,"SATO, YOSHIHIRO",48,1,4,0,4,0,14887,8.8,298415,58.09,7344609
1996,miyagi,5,1001,"AZUMI, JUN",34,1,5,1,1,1,54550,40.1,229983,60.37,15514214
1996,miyagi,5,1000,"DOI, KIMIO",53,1,5,0,2,0,50139,36.8,229983,60.37,14619453
1996,miyagi,5,800,"FUTAMI, GO",51,1,5,0,3,0,16407,12.1,229983,60.37,6270844
1996,miyagi,5,1002,"SUDA, YOSHITAKA",48,1,5,0,4,0,8122,6,229983,60.37,7101193
1996,miyagi,5,305,"NAITO, TAKAJI",38,1,5,0,5,0,6854,5,229983,60.37,3439358
1996,miyagi,6,800,"KIKUCHI, FUKUJIRO",71,2,5,1,1,7,70765,45,246272,65.26,12931328
1996,miyagi,6,1000,"OISHI, MASAMITSU",51,2,5,0,2,3,70114,44.6,246272,65.26,14174118
1996,miyagi,6,305,"HAGA, YOSHIAKI",54,1,5,0,3,0,8171,5.2,246272,65.26,3372479
1996,miyagi,6,1001,"MIKAMI, RYOKI",72,1,5,0,4,0,7566,4.8,246272,65.26,3522139
1996,miyagi,6,1003,"CHIBA, YOSHIO",66,3,5,0,5,1,757,0.5,246272,65.26,2521623
1996,miyazaki,1,800,"NAKAYAMA, NARIAKI",53,3,5,1,1,3,78145,41.1,313601,61.3,23669373
1996,miyazaki,1,1000,"YONEZAWA, TAKASHI",56,2,5,0,2,7,75152,39.6,313601,61.3,9305855
1996,miyazaki,1,1002,"MATSUURA, TOSHIHISA",71,3,5,0,3,5,23730,12.5,313601,61.3,17551560
1996,miyazaki,1,305,"NAGATOMO, CHIKA",40,1,5,0,4,0,12025,6.3,313601,61.3,1283046
1996,miyazaki,1,1003,"SHIIBA, KENICHI",51,1,5,0,5,0,913,0.5,313601,61.3,5256995
1996,miyazaki,2,800,"ETO, TAKAMI",71,2,4,1,1,9,106858,55.5,298505,66.02,22843026
1996,miyazaki,2,1000,"TANIKAWA, TOSHIMICHI",50,1,4,0,2,0,73553,38.2,298505,66.02,12635325
1996,miyazaki,2,305,"NODA, AKIO",36,1,4,0,3,0,10813,5.6,298505,66.02,2196344
1996,miyazaki,2,1003,"AOGO, TAKUJI",38,1,4,0,4,0,1370,0.7,298505,66.02,1725140
1996,miyazaki,3,800,"MOCHINAGA, KAZUMI",69,2,3,1,1,4,89671,53.1,293294,59.77,20975280
1996,miyazaki,3,1000,"FURUKAWA, YOSHIHISA",31,1,3,0,2,0,62211,36.8,293294,59.77,4817024
1996,miyazaki,3,305,"NAKANO, KEN",56,1,3,0,3,0,16962,10,293294,59.77,2619482
1996,nagano,1,1000,"KOSAKA, KENJI",50,2,4,1,1,3,118386,41.8,416192,69.56,10606944
1996,nagano,1,928,"TANAKA, SHUSEIB",56,2,4,0,2,3,78401,27.7,416192,69.56,14962894
1996,nagano,1,800,"WAKABAYASHI, MASATOSHI",62,2,4,0,3,3,65403,23.1,416192,69.56,23787262
1996,nagano,1,305,"MIYAGAWA, KAZUHIRO",36,1,4,0,4,0,21329,7.5,416192,69.56,2497066
1996,nagano,2,1000,"MURAI, JIN",59,2,4,1,1,4,122483,51.9,375720,64.88,23401130
1996,nagano,2,800,"MOCHIDUKI, YUNAI",55,1,4,0,2,0,60399,25.6,375720,64.88,17880178
1996,nagano,2,1002,"KITAZAWA, SEIKO",69,2,4,2,3,3,27930,11.8,375720,64.88,9966741
1996,nagano,2,305,"SHIMIZU, KEIJI",44,1,4,0,4,0,24990,10.6,375720,64.88,3834613
1996,nagano,3,1000,"HATA, TSUTOMU",61,2,3,1,1,10,161670,62.6,386383,68.84,11405773
1996,nagano,3,928,"IDE, SHOICHI",57,2,3,0,2,3,70960,27.5,386383,68.84,15590635
1996,nagano,3,305,"MATSUZAWA, MIZUE",53,1,3,0,3,0,25600,9.9,386383,68.84,3906197
1996,nagano,4,800,"OGAWA, HAJIME",57,2,3,1,1,3,72810,43.3,245579,70.56,14298935
1996,nagano,4,1000,"GOTO, SHIGEYUKI",40,1,3,0,2,0,65009,38.7,245579,70.56,20053217
1996,nagano,4,305,"KIJIMA, HIDEO",50,3,3,2,3,2,30327,18,245579,70.56,3697994
1996,nagano,5,800,"MIYASHITA, SOHEI",68,2,3,1,1,7,106449,47.9,286036,79.66,22843130
1996,nagano,5,1000,"NAKAJIMA, MAMORU",60,2,3,0,2,6,94496,42.5,286036,79.66,18502512
1996,nagano,5,305,"YAMAGUCHI, NORIHISA",35,1,3,0,3,0,21502,9.7,286036,79.66,2629811
1996,nagasaki,1,1000,"NISHIOKA, TAKEO",60,2,4,1,1,11,84464,41.1,357025,58.62,8834628
1996,nagasaki,1,800,"MIYAJIMA, DAISUKE",33,1,4,0,2,0,71499,34.8,357025,58.62,9502396
1996,nagasaki,1,1001,"TAGUCHI, KENJI",66,2,4,0,3,3,31371,15.3,357025,58.62,12707058
1996,nagasaki,1,305,"TERADA, YOSHINORI",41,1,4,0,4,0,18317,8.9,357025,58.62,2840878
1996,nagasaki,2,800,"KYUMA, FUMIO",55,2,3,1,1,6,104538,51.4,324986,64.45,18397832
1996,nagasaki,2,1000,"HATSUMURA, KENICHIRO",42,2,3,0,2,1,84375,41.5,324986,64.45,8198040
1996,nagasaki,2,305,"SHIMIZU, HIDEKI",45,1,3,0,3,0,14468,7.1,324986,64.45,1924720
1996,nagasaki,3,800,"TORASHIMA, KAZUO",68,2,3,1,1,4,79735,52.2,212021,74.29,15736398
1996,nagasaki,3,1000,"YAMADA, MASAHIKO",54,2,3,0,2,1,65084,42.6,212021,74.29,4257349
1996,nagasaki,3,305,"SASADA, YUJI",61,1,3,0,3,0,7883,5.2,212021,74.29,2069302
1996,nagasaki,4,800,"KANEKO, GENJIRO",52,2,5,1,1,5,95117,50.4,284001,67.97,12519596
1996,nagasaki,4,1000,"MATSUDA, KURO",74,3,5,0,2,2,56403,29.9,284001,67.97,10662323
1996,nagasaki,4,1001,"YAMASAKI, IZUMI",54,2,5,0,3,1,29424,15.6,284001,67.97,12816487
1996,nagasaki,4,305,"NAKAO, TAKENORI",53,1,5,0,4,0,7092,3.8,284001,67.97,1551960
1996,nagasaki,4,1003,"FUJINAMI, TAKASHI",52,1,5,0,5,0,825,0.4,284001,67.97,1899746
1996,nara,1,1000,"TAKAICHI, SANAE",35,2,4,1,1,2,60507,37,281345,59.03,15465373
1996,nara,1,800,"MORIOKA, MASAHIRO",53,1,4,0,2,0,50249,30.7,281345,59.03,17663353
1996,nara,1,305,"TSUJI, DAIICHI",70,3,4,2,3,6,33802,20.7,281345,59.03,2679665
1996,nara,1,1001,"IENISHI, SATORU",36,1,4,2,4,1,18994,11.6,281345,59.03,9090918
1996,nara,2,800,"TAKI, MAKOTO",58,1,5,1,1,1,65679,41.3,284130,57.56,20832062
1996,nara,2,1000,"KAMATA, HIROTAKA",36,1,5,0,2,0,45837,28.8,284130,57.56,8316844
1996,nara,2,305,"UKAGAMI, SETSUKO",57,1,5,0,3,0,24476,15.4,284130,57.56,2181080
1996,nara,2,1001,"TANAKA, TADAMITSU",53,1,5,0,4,0,17513,11,284130,57.56,3789751
1996,nara,2,1003,"OKAI, YASUHIRO",38,1,5,0,5,0,5641,3.5,284130,57.56,5746984
1996,nara,3,800,"OKUNO, SEISUKE",83,2,4,1,1,12,72682,42.1,271255,65.34,16504256
1996,nara,3,1000,"MORIMOTO, KOJI",54,2,4,0,2,4,64671,37.5,271255,65.34,14963231
1996,nara,3,305,"KAMANO, SHOJI",29,1,4,0,3,0,18465,10.7,271255,65.34,1909093
1996,nara,3,1001,"WADA, SAKURO",47,1,4,0,4,0,16647,9.7,271255,65.34,6197523
1996,nara,4,1000,"MAEDA, TAKESHI",58,2,4,1,1,4,80397,44.6,274445,67.31,21684781
1996,nara,4,800,"TANOSE, RYOTARO",52,2,4,2,2,2,79759,44.2,274445,67.31,20661799
1996,nara,4,305,"HIGUCHI, KANESABURO",55,1,4,0,3,0,12058,6.7,274445,67.31,1911162
1996,nara,4,1001,"MURATA, HIKARU",31,1,4,0,4,0,8111,4.5,274445,67.31,3746887
1996,niigata,1,800,"YOSHIDA, ROKUZAEMON",56,1,4,1,1,1,87887,42.7,379061,57.32,17302204
1996,niigata,1,1,"SEKIYAMA, NOBUYUKI",62,2,4,0,2,4,81037,39.3,379061,57.32,9543625
1996,niigata,1,305,"KAWAMATA, SACHIO",41,1,4,0,3,0,22366,10.9,379061,57.32,4068333
1996,niigata,1,1011,"NAKAYAMA, HITOSHI",37,1,4,0,4,0,14725,7.1,379061,57.32,3044160
1996,niigata,2,800,"SAKURAI, SHIN",63,2,6,1,1,6,94203,40.8,339397,71.15,19164620
1996,niigata,2,1,"KONDO, MOTOHIKO",42,1,6,0,2,0,89044,38.5,339397,71.15,14167029
1996,niigata,2,1001,"KOBAYASHI, KAZUMIA",49,1,6,0,3,0,17335,7.5,339397,71.15,8979463
1996,niigata,2,305,"NOZAKI, HIROSHI",49,1,6,0,4,0,13883,6,339397,71.15,1744818
1996,niigata,2,1004,"INAMURA, TOSHIO",68,1,6,0,5,0,12503,5.4,339397,71.15,4921375
1996,niigata,2,1,"SAIKAWA, OSAMU",51,1,6,0,6,0,4093,1.8,339397,71.15,1489538
1996,niigata,3,800,"INABA, YAMATO",52,2,4,1,1,2,79635,36,322841,70.95,17764525
1996,niigata,3,1,"IWAMURA, UICHIRO",69,3,4,0,2,1,66067,29.9,322841,70.95,20509076
1996,niigata,3,1000,"SHIRASAWA, SABURO",55,2,4,0,3,1,60223,27.2,322841,70.95,11354652
1996,niigata,3,305,"TASAKI, SHOICHI",71,1,4,0,4,0,15110,6.8,322841,70.95,1628213
1996,niigata,4,800,"KURIHARA, HIROHISA",49,2,4,1,1,2,85743,41.6,310721,68.69,17758160
1996,niigata,4,1,"WATANABE, HIDEO",62,3,4,0,2,6,62823,30.5,310721,68.69,12104736
1996,niigata,4,1001,"SAKAGAMI, TOMIO",69,2,4,2,3,3,42144,20.4,310721,68.69,8172860
1996,niigata,4,305,"WATANABE, NORIHIKO",53,1,4,0,4,0,15408,7.5,310721,68.69,1581509
1996,niigata,5,800,"TANAKA, MAKIKO",52,2,4,1,1,2,96759,48.9,279306,72.64,6105331
1996,niigata,5,1000,"HOSHINO, YUKIO",64,2,4,0,2,2,75524,38.1,279306,72.64,11153315
1996,niigata,5,1002,"KATAOKA, MASAHIDE",41,1,4,0,3,0,15823,8,279306,72.64,11385059
1996,niigata,5,305,"KONDO, MASAYUKI",56,1,4,0,4,0,9961,5,279306,72.64,4719258
1996,niigata,6,800,"TAKATORI, OSAMU",67,2,4,1,1,10,107578,48.3,305106,75.05,15384992
1996,niigata,6,1,"TSUTSUI, NOBUTAKA",51,3,4,0,2,1,103307,46.4,305106,75.05,7554507
1996,niigata,6,305,"ABE, MASAYOSHI",52,1,4,0,3,0,9634,4.3,305106,75.05,2957466
1996,niigata,6,1,"SATO, EIKI",51,1,4,0,4,0,2061,0.9,305106,75.05,3090209
1996,oita,1,1002,"MURAYAMA, TOMIICHI",72,2,5,1,1,8,106258,59.5,295209,62.88,9185501
1996,oita,1,800,"ETO, SEIICHIB",49,2,5,2,2,3,57301,32.1,295209,62.88,13319747
1996,oita,1,305,"MIENO, NOBORU",57,1,5,0,3,0,10666,6,295209,62.88,2178500
1996,oita,1,1003,"TOMOZAWA, YASUHIRO",57,1,5,0,4,0,2813,1.6,295209,62.88,4879287
1996,oita,1,1,"KAMEYAMA, NORIAKI",33,1,5,0,5,0,1574,0.9,295209,62.88,97828
1996,oita,2,800,"ETO, SEISHIRO",55,2,3,1,1,5,100809,74.2,228103,63.9,18528215
1996,oita,2,1003,"KAMIKAWA, TERUMI",42,1,3,0,2,0,20889,15.4,228103,63.9,17887253
1996,oita,2,305,"DOI, MASAMI",56,1,3,0,3,0,14197,10.4,228103,63.9,2772870
1996,oita,3,1000,"HATA, EIJIRO",68,2,4,1,1,7,77936,50.7,221550,71.08,15327202
1996,oita,3,800,"MAKINO, TETSURO",49,1,4,0,2,0,63440,41.3,221550,71.08,17735140
1996,oita,3,305,"HINO, YOKO",62,1,4,0,3,0,10375,6.7,221550,71.08,1773531
1996,oita,3,1003,"UMEKI, TSUNEAKI",62,1,4,0,4,0,1998,1.3,221550,71.08,5974870
1996,oita,4,1002,"YOKOMITSU, KATSUHIKO",52,2,3,1,1,2,86068,51.1,218582,78.3,11821398
1996,oita,4,1000,"IWAYA, TAKESHI",39,3,3,0,2,1,77621,46.1,218582,78.3,14589698
1996,oita,4,305,"MIKEDA, MITOSHI",55,1,3,0,3,0,4757,2.8,218582,78.3,1143277
1996,okayama,1,800,"AISAWA, ICHIRO",42,2,3,1,1,4,116639,61.1,319206,61.22,16184346
1996,okayama,1,1000,"HIKASA, KATSUYUKI",51,2,3,0,2,4,54651,28.6,319206,61.22,10806382
1996,okayama,1,305,"MORIWAKI, HISAKI",33,1,3,0,3,0,19743,10.3,319206,61.22,2602603
1996,okayama,2,800,"KUMASHIRO, AKIHIKO",56,2,3,1,1,2,88569,54.8,271802,61.76,17778431
1996,okayama,2,1001,"NAKAGIRI, SHINGO",53,1,3,2,2,1,51551,31.9,271802,61.76,5120121
1996,okayama,2,305,"OZAKI, HIROKO",40,1,3,0,3,0,21431,13.3,271802,61.76,2697071
1996,okayama,3,800,"HIRANUMA, TAKEO",57,2,3,1,1,6,130101,65.3,299197,68.46,15623187
1996,okayama,3,1000,"NISHIOKA, NORIYASU",55,1,3,0,2,0,53653,26.9,299197,68.46,7354280
1996,okayama,3,305,"NAGAHATA, RYOSUKE",56,1,3,0,3,0,15425,7.7,299197,68.46,2341002
1996,okayama,4,800,"HASHIMOTO, RYUTARO",59,2,3,1,1,12,152595,68,336932,67.53,9611995
1996,okayama,4,1000,"KATO, MUTSUKI",70,2,3,2,2,11,56646,25.2,336932,67.53,13822014
1996,okayama,4,305,"KAKIUCHI, YUICHI",32,1,3,0,3,0,15173,6.8,336932,67.53,2632097
1996,okayama,5,800,"MURATA, YOSHITAKA",52,2,4,1,1,3,125188,66.8,293113,66.94,15511884
1996,okayama,5,1001,"KIGUCHI, KYOKO",29,1,4,0,2,0,42555,22.7,293113,66.94,7010795
1996,okayama,5,305,"SAITO, REIKO",43,1,4,0,3,0,12344,6.6,293113,66.94,2555056
1996,okayama,5,1004,"FUKUDA, TETSUYA",60,1,4,0,4,0,7296,3.9,293113,66.94,1494733
